レース場,レース番号,レース種別,艇番,登録番号,選手名,モーター番号,ボート番号,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム
芦屋,1,予,1,4831,羽野直也,3,52,晴,南西,3,3,6.74,01,逃げ,1,0.11,1.47.2
芦屋,1,予,3,3719,辻栄蔵,29,61,晴,南西,3,3,6.77,02,逃げ,3,0.08,1.48.9
芦屋,1,予,4,3333,丸尾義孝,16,38,晴,南西,3,3,6.82,03,逃げ,4,0.08,1.50.2
芦屋,1,予,5,4193,郷原章平,44,50,晴,南西,3,3,6.84,04,逃げ,5,0.02,1.50.2
芦屋,1,予,6,4427,秦英悟,46,14,晴,南西,3,3,6.74,05,逃げ,6,0.01,1.52.2
芦屋,1,予,2,4278,藤岡俊介,11,46,晴,南西,3,3,6.81,06,逃げ,2,0.17,1.52.8
芦屋,2,予,5,4932,新開航,40,19,晴,南西,2,2,6.75,01,まくり差し,5,0.06,1.47.2
芦屋,2,予,2,4504,前田将太,35,45,晴,南西,2,2,6.70,02,まくり差し,2,0.29,1.48.2
芦屋,2,予,1,4769,馬場剛,49,67,晴,南西,2,2,6.83,03,まくり差し,1,0.11,1.50.5
芦屋,2,予,3,4757,山田祐也,41,40,晴,南西,2,2,6.80,04,まくり差し,3,0.18,1.51.2
芦屋,2,予,4,3995,重野哲之,32,18,晴,南西,2,2,6.81,05,まくり差し,4,0.07,1.51.8
芦屋,2,予,6,4168,石野貴之,25,35,晴,南西,2,2,6.79,06,まくり差し,6,0.08,1.52.9
芦屋,3,予,2,3960,菊地孝平,4,32,晴,南西,4,4,6.78,01,差し,2,0.11,1.47.5
芦屋,3,予,3,3983,須藤博倫,42,25,晴,南西,4,4,6.79,02,差し,3,0.14,1.49.6
芦屋,3,予,4,4364,池永太,31,57,晴,南西,4,4,6.82,03,差し,4,0.18,1.50.8
芦屋,3,予,6,3622,山崎智也,51,27,晴,南西,4,4,6.88,04,差し,6,0.22,1.50.9
芦屋,3,予,1,4308,河村了,52,53,晴,南西,4,4,6.78,05,差し,1,0.11,1.51.8
芦屋,3,予,5,4713,白神優,43,58,晴,南西,4,4,6.86,06,差し,5,0.21,1.53.5
芦屋,4,予,1,4189,川上剛,57,51,晴,南西,4,4,6.78,01,逃げ,1,0.07,1.47.3
芦屋,4,予,2,4482,守屋美穂,28,70,晴,南西,4,4,6.83,02,逃げ,2,0.11,1.48.0
芦屋,4,予,4,4262,馬場貴也,45,56,晴,南西,4,4,6.79,03,逃げ,4,0.09,1.49.5
芦屋,4,予,3,4719,上條暢嵩,33,29,晴,南西,4,4,6.84,04,逃げ,3,0.06,1.50.7
芦屋,4,予,6,3984,坂口周,39,42,晴,南西,4,4,6.85,05,逃げ,6,0.11,1.51.2
芦屋,4,予,5,4083,福島勇樹,59,48,晴,南西,4,4,6.82,06,逃げ,5,0.05,1.52.6
芦屋,5,予,1,4796,春園功太,10,59,晴,南西,3,3,6.75,01,逃げ,1,0.16,1.47.5
芦屋,5,予,3,4184,渡邊雄一郎,54,28,晴,南西,3,3,6.81,02,逃げ,3,0.21,1.48.8
芦屋,5,予,4,4831,羽野直也,3,52,晴,南西,3,3,6.77,03,逃げ,4,0.20,1.50.0
芦屋,5,予,6,3783,瓜生正義,55,11,晴,南西,3,3,6.80,04,逃げ,5,0.19,1.51.5
芦屋,5,予,2,4384,鶴本崇文,19,31,晴,南西,3,3,6.83,05,逃げ,2,0.18,1.53.0
芦屋,5,予,5,4067,永井源,47,49,晴,南西,3,3,6.83,06,逃げ,6,0.12,1.54.6
芦屋,6,予,1,4074,柳沢一,37,47,晴,南西,3,3,6.88,01,恵まれ,1,0.07,1.53.1
芦屋,6,予,3,4398,船岡洋一郎,23,39,晴,南西,3,3,6.81,02,恵まれ,3,0.04,1.55.0
芦屋,7,予,2,4168,石野貴之,25,35,晴,南西,3,3,6.75,01,差し,2,0.21,1.54.6
芦屋,7,予,1,3983,須藤博倫,42,25,晴,南西,3,3,6.75,02,差し,1,0.17,2.00.0
芦屋,7,予,5,4371,西山貴浩,27,34,晴,南西,3,3,6.87,03,差し,5,0.19,2.03.2
芦屋,7,予,6,4073,大橋純一郎,8,68,晴,南西,3,3,6.76,04,差し,6,0.21,2.05.7
芦屋,8,予,1,4096,石橋道友,20,24,晴,南西,4,4,6.74,01,逃げ,1,0.09,1.47.4
芦屋,8,予,4,4189,川上剛,57,51,晴,南西,4,4,6.77,02,逃げ,4,0.08,1.49.2
芦屋,8,予,5,3960,菊地孝平,4,32,晴,南西,4,4,6.80,03,逃げ,5,0.06,1.50.6
芦屋,8,予,3,4427,秦英悟,46,14,晴,南西,4,4,6.78,04,逃げ,3,0.15,1.51.8
芦屋,8,予,6,4530,小野生奈,18,20,晴,南西,4,4,6.81,05,逃げ,6,0.12,1.52.6
芦屋,8,予,2,4388,是澤孝宏,14,60,晴,南西,4,4,6.80,06,逃げ,2,0.15,1.54.0
芦屋,9,予,1,4166,吉田拡郎,17,44,晴,南西,4,4,6.74,01,逃げ,1,0.09,1.47.0
芦屋,9,予,2,4083,福島勇樹,59,48,晴,南西,4,4,6.83,02,逃げ,2,0.15,1.49.4
芦屋,9,予,3,4278,藤岡俊介,11,46,晴,南西,4,4,6.87,03,逃げ,3,0.10,1.50.2
芦屋,9,予,4,3783,瓜生正義,55,11,晴,南西,4,4,6.83,04,逃げ,4,0.07,1.51.5
芦屋,9,予,6,4477,篠崎仁志,2,36,晴,南西,4,4,6.84,05,逃げ,6,0.12,1.52.6
芦屋,9,予,5,4308,河村了,52,53,晴,南西,4,4,6.83,06,逃げ,5,0.12,1.53.0
芦屋,10,予,3,4586,磯部誠,1,55,晴,南西,4,4,6.84,01,まくり,3,0.12,1.47.7
芦屋,10,予,4,4504,前田将太,35,45,晴,南西,4,4,6.78,02,まくり,4,0.15,1.48.7
芦屋,10,予,5,4719,上條暢嵩,33,29,晴,南西,4,4,6.82,03,まくり,5,0.17,1.50.3
芦屋,10,予,6,3333,丸尾義孝,16,38,晴,南西,4,4,6.83,04,まくり,6,0.19,1.52.0
芦屋,10,予,2,4398,船岡洋一郎,23,39,晴,南西,4,4,6.83,05,まくり,2,0.27,1.53.3
芦屋,10,予,1,4885,大山千広,60,72,晴,南西,4,4,6.88,06,まくり,1,0.15,1.57.0
芦屋,11,予,1,4262,馬場貴也,45,56,晴,南西,4,4,6.79,01,逃げ,1,0.15,1.47.3
芦屋,11,予,3,3622,山崎智也,51,27,晴,南西,4,4,6.90,02,逃げ,3,0.12,1.49.6
芦屋,11,予,5,4757,山田祐也,41,40,晴,南西,4,4,6.89,03,逃げ,6,0.11,1.50.6
芦屋,11,予,2,4073,大橋純一郎,8,15,晴,南西,4,4,6.80,04,逃げ,2,0.13,1.50.9
芦屋,11,予,6,4296,岡崎恭裕,9,33,晴,南西,4,4,6.83,05,逃げ,4,0.09,1.51.0
芦屋,11,予,4,4294,古賀繁輝,30,71,晴,南西,4,4,6.89,06,逃げ,5,0.11,1.53.8
芦屋,12,アシ夢ドリー,1,4320,峰竜太,15,23,晴,南西,4,4,6.75,01,逃げ,1,0.13,1.46.3
芦屋,12,アシ夢ドリー,3,4350,篠崎元志,12,21,晴,南西,4,4,6.83,02,逃げ,3,0.14,1.47.9
