レース場,レース番号,レース種別,艇番,登録番号,選手名,モーター番号,ボート番号,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム
唐津,1,朝１戦一般,1,4415,下出卓矢,16,77,晴,北,1,1,6.71,01,逃げ,1,0.01,1.51.8
唐津,1,朝１戦一般,2,4740,齋藤達希,26,55,晴,北,1,1,6.84,02,逃げ,2,0.12,1.52.9
唐津,1,朝１戦一般,6,4918,川島拓郎,48,57,晴,北,1,1,6.81,03,逃げ,6,0.02,1.54.1
唐津,1,朝１戦一般,3,4143,浦田晃嗣,25,68,晴,北,1,1,6.82,04,逃げ,3,0.15,1.55.5
唐津,2,モー２ング一,1,4575,戸塚邦好,38,74,晴,北,1,1,6.79,01,逃げ,1,0.06,1.50.2
唐津,2,モー２ング一,5,4439,近藤友宝,61,54,晴,北,1,1,6.89,02,逃げ,5,0.13,1.52.6
唐津,2,モー２ング一,2,4462,夏山亮平,55,46,晴,北,1,1,6.85,03,逃げ,2,0.13,1.53.9
唐津,2,モー２ング一,3,5177,松井貫太,50,42,晴,北,1,1,6.82,04,逃げ,3,0.11,1.54.1
唐津,2,モー２ング一,6,5167,小川竜太朗,18,70,晴,北,1,1,6.84,05,逃げ,6,0.06,1.55.8
唐津,2,モー２ング一,4,4031,飯島誠,60,58,晴,北,1,1,6.87,06,逃げ,4,0.13,1.56.9
唐津,3,３ライズ戦一,1,4608,荒井翔伍,65,49,晴,北西,1,1,6.80,01,逃げ,1,0.09,1.50.6
唐津,3,３ライズ戦一,3,4983,前田篤哉,56,50,晴,北西,1,1,6.75,02,逃げ,3,0.17,1.51.7
唐津,3,３ライズ戦一,6,5082,一色凌雅,39,89,晴,北西,1,1,6.86,03,逃げ,6,0.09,1.53.2
唐津,3,３ライズ戦一,2,5147,田中勇輔,17,76,晴,北西,1,1,6.81,04,逃げ,2,0.08,1.53.9
唐津,3,３ライズ戦一,4,4417,服部剛,47,40,晴,北西,1,1,6.80,05,逃げ,4,0.12,1.55.1
