レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
唐津,1,朝１戦一般,晴,無風,0,0,逃げ,01,1,5142,常住蓮,25,64,6.61,1,0.24,1.50.0
唐津,1,朝１戦一般,晴,無風,0,0,逃げ,02,4,4879,山崎鉄平,61,75,6.72,4,0.16,1.51.3
唐津,1,朝１戦一般,晴,無風,0,0,逃げ,03,3,3211,北川敏弘,69,87,6.73,3,0.20,1.53.4
唐津,1,朝１戦一般,晴,無風,0,0,逃げ,04,5,3998,冨成謙児,39,76,6.68,5,0.12,1.54.5
唐津,1,朝１戦一般,晴,無風,0,0,逃げ,05,6,5124,上瀧絢也,34,57,6.71,6,0.09,1.56.5
唐津,1,朝１戦一般,晴,無風,0,0,逃げ,06,2,5307,富永夏哉人,36,47,6.68,2,0.27,1.57.6
唐津,2,モー２ング一,晴,北,1,1,逃げ,01,1,4531,武富智亮,58,88,6.69,1,0.11,1.50.5
唐津,2,モー２ング一,晴,北,1,1,逃げ,02,2,5121,定松勇樹,29,62,6.57,2,0.12,1.51.7
唐津,2,モー２ング一,晴,北,1,1,逃げ,03,3,4552,杉山勝匡,46,80,6.68,3,0.22,1.53.4
唐津,2,モー２ング一,晴,北,1,1,逃げ,04,4,3617,竹田広樹,49,69,6.67,4,0.23,1.55.0
唐津,2,モー２ング一,晴,北,1,1,逃げ,05,5,4724,吉田祐貴,53,78,6.76,5,0.18,1.55.7
唐津,2,モー２ング一,晴,北,1,1,逃げ,06,6,5312,川辺郭人,47,61,6.68,6,0.19,1.56.4
唐津,3,３ライズ戦一,晴,北,2,2,逃げ,01,1,4445,宮地元輝,14,79,6.67,1,0.08,1.51.0
唐津,3,３ライズ戦一,晴,北,2,2,逃げ,02,4,4006,小野勇作,62,39,6.69,4,0.13,1.53.2
唐津,3,３ライズ戦一,晴,北,2,2,逃げ,03,5,4196,田中太一郎,50,33,6.73,5,0.07,1.54.1
唐津,3,３ライズ戦一,晴,北,2,2,逃げ,04,3,3809,吉田光,18,60,6.74,3,0.10,1.55.7
唐津,3,３ライズ戦一,晴,北,2,2,逃げ,05,2,5214,田中宏典,55,89,6.59,2,0.21,1.56.3
唐津,3,３ライズ戦一,晴,北,2,2,逃げ,06,6,4938,小芦るり華,19,55,6.63,6,0.08,1.57.0
唐津,4,おは４戦一般,晴,北,3,3,まくり差し,01,6,4294,古賀繁輝,48,32,6.67,5,0.08,1.51.1
唐津,4,おは４戦一般,晴,北,3,3,まくり差し,02,1,4027,松江秀徳,17,42,6.69,1,0.06,1.52.1
唐津,4,おは４戦一般,晴,北,3,3,まくり差し,03,5,4143,浦田晃嗣,20,54,6.77,6,0.12,1.54.0
唐津,4,おは４戦一般,晴,北,3,3,まくり差し,04,3,4734,安河内将,28,41,6.74,3,0.09,1.55.1
唐津,4,おは４戦一般,晴,北,3,3,まくり差し,05,4,4981,牧山敦也,21,59,6.78,4,0.12,1.55.5
唐津,4,おは４戦一般,晴,北,3,3,まくり差し,06,2,5270,小玉啓太,67,90,6.79,2,0.08,1.57.2
唐津,5,一般,晴,北,3,3,まくり差し,01,4,5014,梶山涼斗,30,38,6.69,4,0.05,1.50.2
唐津,5,一般,晴,北,3,3,まくり差し,02,1,5307,富永夏哉人,36,47,6.76,5,0.07,1.52.8
唐津,5,一般,晴,北,3,3,まくり差し,03,5,5084,末永和也,64,37,6.71,6,0.04,1.53.7
唐津,5,一般,晴,北,3,3,まくり差し,04,2,4661,中島昂章,16,63,6.68,1,0.08,1.55.3
唐津,5,一般,晴,北,3,3,まくり差し,05,3,4778,堤啓輔,65,82,6.80,3,0.20,1.55.5
唐津,5,一般,晴,北,3,3,まくり差し,06,6,4320,峰竜太,60,77,6.72,2,0.09,1.55.6
唐津,6,一般,晴,北,3,3,逃げ,01,1,4624,高田明,37,81,6.71,1,0.09,1.50.6
唐津,6,一般,晴,北,3,3,逃げ,02,6,4503,上野真之介,66,67,6.76,6,0.12,1.51.6
唐津,6,一般,晴,北,3,3,逃げ,03,3,4092,岡部大輔,43,43,6.85,3,0.09,1.52.8
唐津,6,一般,晴,北,3,3,逃げ,04,2,5124,上瀧絢也,34,57,6.79,2,0.07,1.54.8
唐津,6,一般,晴,北,3,3,逃げ,05,5,4736,高倉和士,59,44,6.79,5,0.10,1.55.4
唐津,6,一般,晴,北,3,3,逃げ,06,4,4072,森永淳,23,52,6.74,4,0.08,1.56.8
唐津,7,一般,晴,北,4,4,逃げ,01,1,4949,横田貴満,27,46,6.75,1,0.09,1.51.1
唐津,7,一般,晴,北,4,4,逃げ,02,6,4500,山田康二,44,73,6.71,2,0.08,1.51.8
唐津,7,一般,晴,北,4,4,逃げ,03,5,4652,酒見峻介,63,74,6.74,4,0.15,1.54.0
唐津,7,一般,晴,北,4,4,逃げ,04,2,4346,前田健太郎,40,72,6.86,3,0.11,1.56.3
唐津,7,一般,晴,北,4,4,逃げ,05,3,4724,吉田祐貴,53,78,6.79,6,0.22,1.56.4
唐津,7,一般,晴,北,4,4,逃げ,06,4,5214,田中宏典,55,89,6.69,5,0.21,1.56.9
唐津,8,一般,晴,北,4,4,まくり,01,6,4552,杉山勝匡,46,80,6.81,5,0.01,1.51.4
唐津,8,一般,晴,北,4,4,まくり,02,4,4938,小芦るり華,19,55,6.77,4,0.04,1.53.3
唐津,8,一般,晴,北,4,4,まくり,03,5,5312,川辺郭人,47,61,6.74,6,0.06,1.55.1
唐津,8,一般,晴,北,4,4,まくり,04,3,3604,武藤綾子,24,51,6.80,3,0.29,1.56.6
唐津,8,一般,晴,北,4,4,まくり,05,1,4879,山崎鉄平,61,75,6.90,1,0.15,1.57.4
唐津,8,一般,晴,北,4,4,まくり,06,2,3211,北川敏弘,69,87,6.84,2,0.32,1.57.4
唐津,9,一般,晴,北,5,5,差し,01,5,4981,牧山敦也,21,59,6.84,4,0.16,1.50.6
唐津,9,一般,晴,北,5,5,差し,02,1,4515,藤田浩人,13,49,6.85,1,0.06,1.52.6
唐津,9,一般,晴,北,5,5,差し,03,3,5014,梶山涼斗,30,38,6.71,3,0.12,1.53.7
唐津,9,一般,晴,北,5,5,差し,04,6,5026,安河内健,11,53,6.80,5,0.13,1.55.4
唐津,9,一般,晴,北,5,5,差し,05,4,3998,冨成謙児,39,76,6.81,6,0.17,1.55.6
唐津,9,一般,晴,北,5,5,差し,06,2,4196,田中太一郎,50,33,6.89,2,0.16,1.56.0
唐津,10,準優勝戦,晴,北,4,4,逃げ,01,1,4294,古賀繁輝,48,32,6.73,1,0.06,1.49.9
唐津,10,準優勝戦,晴,北,4,4,逃げ,02,3,5084,末永和也,64,37,6.79,3,0.05,1.51.4
唐津,10,準優勝戦,晴,北,4,4,逃げ,03,4,5142,常住蓮,25,64,6.76,4,0.06,1.51.5
唐津,10,準優勝戦,晴,北,4,4,逃げ,04,2,4503,上野真之介,66,67,6.86,2,0.09,1.52.0
