レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
唐津,1,朝１戦予選,雨,北東,5,5,抜き,01,5,4056,小西英輝,11,46,6.83,5,0.12,1.50.8
唐津,1,朝１戦予選,雨,北東,5,5,抜き,02,2,5193,米丸乃絵,68,32,6.73,3,0.25,1.51.2
唐津,1,朝１戦予選,雨,北東,5,5,抜き,03,6,3516,吉原聖人,54,31,6.91,6,0.18,1.53.8
唐津,1,朝１戦予選,雨,北東,5,5,抜き,04,1,3439,大平誉史明,62,48,6.79,1,0.19,1.55.2
唐津,1,朝１戦予選,雨,北東,5,5,抜き,05,3,4936,戸敷晃美,30,77,6.70,2,0.23,1.56.6
唐津,1,朝１戦予選,雨,北東,5,5,抜き,06,4,3617,竹田広樹,12,45,6.82,4,0.18,1.58.3
唐津,2,モー２ング予,雨,北東,4,4,まくり,01,4,4846,佐藤駿介,52,78,6.85,4,0.09,1.49.9
唐津,2,モー２ング予,雨,北東,4,4,まくり,02,1,4711,前出達吉,58,81,6.81,1,0.20,1.51.7
唐津,2,モー２ング予,雨,北東,4,4,まくり,03,3,4396,大田直弥,34,51,6.80,3,0.24,1.52.1
唐津,2,モー２ング予,雨,北東,4,4,まくり,04,5,3964,宮地博士,14,87,6.87,6,0.16,1.53.7
唐津,2,モー２ング予,雨,北東,4,4,まくり,05,6,4254,川島圭司,51,71,6.85,5,0.14,1.56.0
唐津,2,モー２ング予,雨,北東,4,4,まくり,06,2,4505,島田賢人,18,49,6.78,2,0.22,1.57.7
唐津,3,３ライズ戦予,曇り,北,4,4,逃げ,01,1,5026,安河内健,13,35,6.64,1,0.10,1.49.0
唐津,3,３ライズ戦予,曇り,北,4,4,逃げ,02,3,3606,川北浩貴,66,76,6.73,3,0.18,1.51.2
唐津,3,３ライズ戦予,曇り,北,4,4,逃げ,03,2,4792,杉村賢也,59,74,6.73,2,0.14,1.53.3
唐津,3,３ライズ戦予,曇り,北,4,4,逃げ,04,6,5162,松尾怜実,65,42,6.70,6,0.09,1.53.9
唐津,3,３ライズ戦予,曇り,北,4,4,逃げ,05,5,4339,平瀬城啓,53,82,6.76,5,0.16,1.54.9
唐津,3,３ライズ戦予,曇り,北,4,4,逃げ,06,4,3742,宮地秀祈,27,86,6.75,4,0.17,1.57.1
唐津,4,おは４戦予選,曇り,北東,5,5,逃げ,01,1,3158,島川光男,29,41,6.73,1,0.20,1.49.7
唐津,4,おは４戦予選,曇り,北東,5,5,逃げ,02,4,3568,木村光宏,41,70,6.82,4,0.26,1.53.2
唐津,4,おは４戦予選,曇り,北東,5,5,逃げ,03,2,4875,大塚康雅,57,33,6.81,2,0.25,1.53.9
唐津,4,おは４戦予選,曇り,北東,5,5,逃げ,04,6,4447,深川麻奈美,47,69,6.76,6,0.27,1.54.0
唐津,4,おは４戦予選,曇り,北東,5,5,逃げ,05,5,3635,石田政吾,26,36,6.88,5,0.26,1.54.4
唐津,4,おは４戦予選,曇り,北東,5,5,逃げ,06,3,3906,飯山晃三,69,38,6.84,3,0.24,1.55.9
唐津,5,予選特賞Ｂ,雨,北,5,5,逃げ,01,1,3872,岡田憲行,31,50,6.86,1,0.13,1.50.2
唐津,5,予選特賞Ｂ,雨,北,5,5,逃げ,02,3,3613,角谷健吾,70,90,6.80,3,0.17,1.50.8
唐津,5,予選特賞Ｂ,雨,北,5,5,逃げ,03,5,3251,平石和男,63,43,6.86,5,0.16,1.51.4
