レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
大村,1,予選,晴,南,2,1,まくり,01,3,4148,枝尾賢,56,71,6.89,3,0.08,1.49.1
大村,1,予選,晴,南,2,1,まくり,02,4,4205,山口剛,66,46,6.87,4,0.19,1.49.9
大村,1,予選,晴,南,2,1,まくり,03,1,4497,桑原悠,47,32,6.90,1,0.06,1.51.1
大村,1,予選,晴,南,2,1,まくり,04,6,4772,石丸海渡,76,13,6.86,6,0.19,1.52.3
大村,1,予選,晴,南,2,1,まくり,05,5,4686,丸野一樹,51,41,6.88,5,0.22,.  .
大村,1,予選,晴,南,2,1,まくり,06,2,4239,竹田辰也,69,75,6.98,2,0.07,.  .
大村,2,予選,曇り,南,3,2,差し,01,2,4719,上條暢嵩,21,18,6.96,2,0.08,1.49.5
大村,2,予選,曇り,南,3,2,差し,02,3,3422,服部幸男,67,34,6.95,3,0.04,1.50.5
大村,2,予選,曇り,南,3,2,差し,03,6,4337,平本真之,71,52,6.99,6,0.13,1.52.1
大村,2,予選,曇り,南,3,2,差し,04,1,3952,中澤和志,48,73,7.00,1,0.11,1.53.4
大村,2,予選,曇り,南,3,2,差し,05,5,4188,久田敏之,50,11,7.01,5,0.09,.  .
大村,2,予選,曇り,南,3,2,差し,06,4,4877,鈴谷一平,16,48,6.91,4,0.09,.  .
大村,3,予選,曇り,南東,2,1,まくり差し,01,3,4850,野中一平,49,58,6.98,3,0.06,1.49.0
大村,3,予選,曇り,南東,2,1,まくり差し,02,4,4524,深谷知博,63,12,6.92,4,0.09,1.50.0
大村,3,予選,曇り,南東,2,1,まくり差し,03,1,4798,浜先真範,39,62,6.97,1,0.02,1.50.5
大村,3,予選,曇り,南東,2,1,まくり差し,04,2,3978,齊藤仁,61,31,6.91,2,0.08,1.52.3
大村,3,予選,曇り,南東,2,1,まくり差し,05,5,4294,古賀繁輝,26,19,6.92,5,0.14,.  .
大村,3,予選,曇り,南東,2,1,まくり差し,06,6,3780,魚谷智之,65,30,6.98,6,0.19,.  .
大村,4,予選,曇り,東,2,1,逃げ,01,1,4601,森野正弘,74,51,6.88,1,0.15,1.48.9
大村,4,予選,曇り,東,2,1,逃げ,02,5,4266,長田頼宗,23,15,6.92,5,0.19,1.50.2
大村,4,予選,曇り,東,2,1,逃げ,03,2,4760,山崎郡,75,50,6.90,2,0.12,1.51.4
大村,4,予選,曇り,東,2,1,逃げ,04,3,3679,飯島昌弘,17,74,6.97,3,0.14,1.52.5
大村,4,予選,曇り,東,2,1,逃げ,05,6,3783,瓜生正義,22,43,6.89,6,0.17,.  .
大村,4,予選,曇り,東,2,1,逃げ,06,4,3984,坂口周,62,59,6.89,4,0.21,.  .
大村,5,予選,曇り,東,2,1,まくり,01,3,4848,仲谷颯仁,11,27,6.89,3,0.03,1.48.9
大村,5,予選,曇り,東,2,1,まくり,02,6,4096,石橋道友,37,38,6.86,6,0.10,1.50.1
大村,5,予選,曇り,東,2,1,まくり,03,5,4688,永井彪也,25,61,6.89,5,0.07,1.50.5
大村,5,予選,曇り,東,2,1,まくり,04,4,4168,石野貴之,55,29,6.83,4,0.08,1.52.1
大村,5,予選,曇り,東,2,1,まくり,05,2,3908,重成一人,73,56,6.90,2,0.11,.  .
大村,5,予選,曇り,東,2,1,まくり,06,1,4914,吉田裕平,70,72,6.86,1,0.23,.  .
大村,6,予選,曇り,東,2,1,逃げ,01,1,5084,末永和也,38,28,6.85,1,0.09,1.48.1
大村,6,予選,曇り,東,2,1,逃げ,02,5,4238,毒島誠,59,44,6.90,4,0.12,1.49.4
