レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
大村,1,予選,晴,西,2,1,まくり,01,2,4857,加藤翔馬,57,52,6.96,2,0.18,1.47.7
大村,1,予選,晴,西,2,1,まくり,02,4,3742,宮地秀祈,67,17,7.00,4,0.21,1.50.8
大村,1,予選,晴,西,2,1,まくり,03,6,4526,池田雄祐,25,46,6.85,6,0.27,1.51.4
大村,1,予選,晴,西,2,1,まくり,04,5,5352,西岡蒼志,53,27,6.93,5,0.19,1.51.9
大村,1,予選,晴,西,2,1,まくり,05,1,3878,胡本悟志,24,48,6.97,1,0.15,.  .
大村,1,予選,晴,西,2,1,まくり,06,3,5258,仲本舜,15,13,7.02,3,0.23,.  .
大村,2,予選,晴,西,1,1,まくり,01,3,3998,冨成謙児,36,32,6.91,3,0.17,1.49.4
大村,2,予選,晴,西,1,1,まくり,02,4,4786,佐藤博亮,49,19,6.94,4,0.14,1.50.5
大村,2,予選,晴,西,1,1,まくり,03,2,5147,田中勇輔,32,28,6.88,2,0.14,1.52.1
大村,2,予選,晴,西,1,1,まくり,04,1,2878,富山弘幸,73,57,6.92,1,0.15,1.53.0
大村,2,予選,晴,西,1,1,まくり,05,6,5374,木山大聖,75,34,6.85,6,0.19,.  .
大村,2,予選,晴,西,1,1,まくり,06,5,4180,上野秀和,13,16,6.95,5,0.21,.  .
大村,3,予選,晴,北西,1,1,逃げ,01,1,3600,玄馬徹,70,30,6.95,1,0.26,1.50.1
大村,3,予選,晴,北西,1,1,逃げ,02,4,3967,鈴木茂高,48,72,7.08,4,0.25,1.51.1
大村,3,予選,晴,北西,1,1,逃げ,03,3,4105,松下直也,76,70,6.93,3,0.25,1.52.2
大村,3,予選,晴,北西,1,1,逃げ,04,2,5271,杉山太陽,68,55,6.88,2,0.25,1.52.9
大村,3,予選,晴,北西,1,1,逃げ,05,5,4894,原村拓也,33,56,6.97,5,0.20,.  .
大村,3,予選,晴,北西,1,1,逃げ,06,6,3956,横澤剛治,72,14,6.96,6,0.22,.  .
大村,4,予選,晴,西,1,1,差し,01,2,4033,伊藤将吉,56,26,6.86,2,0.12,1.53.7
大村,4,予選,晴,西,1,1,差し,02,1,3982,福田理,23,54,6.93,1,0.11,1.56.3
大村,4,予選,晴,西,1,1,差し,03,3,4892,柴田直哉,19,50,6.93,3,0.14,1.58.7
大村,4,予選,晴,西,1,1,差し,04,5,4099,吉永則雄,16,20,6.99,4,0.12,2.00.7
大村,4,予選,晴,西,1,1,差し,05,6,4299,中島浩哉,39,51,6.97,6,0.12,.  .
大村,5,予選,晴,南,1,1,差し,01,2,4532,秋元哲,44,36,7.01,2,0.19,1.48.9
大村,5,予選,晴,南,1,1,差し,02,1,3581,加木郁,17,15,6.89,1,0.20,1.50.4
大村,5,予選,晴,南,1,1,差し,03,5,4389,伊藤喜智,65,11,6.95,5,0.21,1.51.9
大村,5,予選,晴,南,1,1,差し,04,4,4069,山本修一,37,67,6.97,4,0.19,1.52.4
大村,5,予選,晴,南,1,1,差し,05,3,5214,田中宏典,43,75,6.92,3,0.21,.  .
大村,5,予選,晴,南,1,1,差し,06,6,3444,香月大介,20,74,6.90,6,0.16,.  .
大村,6,予選,晴,南東,1,1,まくり差し,01,3,5252,荒木颯斗,66,73,6.83,3,0.12,1.48.1
大村,6,予選,晴,南東,1,1,まくり差し,02,2,3989,熊本英一,27,60,6.91,2,0.19,1.49.9
大村,6,予選,晴,南東,1,1,まくり差し,03,1,4022,待鳥雄紀,54,69,6.91,1,0.17,1.51.9
大村,6,予選,晴,南東,1,1,まくり差し,04,6,3742,宮地秀祈,67,17,6.93,5,0.23,1.53.3
大村,6,予選,晴,南東,1,1,まくり差し,05,4,4535,北山康介,55,47,6.93,4,0.15,.  .
大村,6,予選,晴,南東,1,1,まくり差し,06,5,5374,木山大聖,75,34,6.89,6,0.24,.  .
大村,7,予選,晴,東,1,1,逃げ,01,1,4259,真庭明志,12,66,6.90,1,0.14,1.48.5
大村,7,予選,晴,東,1,1,逃げ,02,4,4518,大須賀友,14,41,6.81,4,0.18,1.50.6
大村,7,予選,晴,東,1,1,逃げ,03,5,4318,桑原将光,64,62,6.89,5,0.17,1.51.6
大村,7,予選,晴,東,1,1,逃げ,04,2,4180,上野秀和,13,16,6.96,2,0.18,1.52.8
大村,7,予選,晴,東,1,1,逃げ,05,6,5369,岡崎凪汰,40,53,6.86,6,0.15,.  .
大村,7,予選,晴,東,1,1,逃げ,06,3,3878,胡本悟志,24,48,6.93,3,0.16,.  .
大村,8,予選,晴,南東,1,1,逃げ,01,1,3161,古場輝義,71,12,6.85,1,0.12,1.48.5
大村,8,予選,晴,南東,1,1,逃げ,02,5,4379,桑島和宏,35,43,6.96,5,0.10,1.50.1
大村,8,予選,晴,南東,1,1,逃げ,03,2,3998,冨成謙児,36,32,6.89,2,0.09,1.51.6
大村,8,予選,晴,南東,1,1,逃げ,04,3,3600,玄馬徹,70,30,6.92,3,0.07,1.53.3
大村,8,予選,晴,南東,1,1,逃げ,05,6,4193,郷原章平,60,76,6.92,6,0.09,.  .
大村,8,予選,晴,南東,1,1,逃げ,06,4,5352,西岡蒼志,53,27,6.87,4,0.09,.  .
大村,9,予選特賞,晴,南東,1,1,逃げ,01,1,4033,伊藤将吉,56,26,6.82,1,0.09,1.49.0
大村,9,予選特賞,晴,南東,1,1,逃げ,02,5,4381,田路朋史,18,39,6.80,5,0.18,1.50.3
大村,9,予選特賞,晴,南東,1,1,逃げ,03,4,4077,品田直樹,58,58,6.88,4,0.27,1.51.6
大村,9,予選特賞,晴,南東,1,1,逃げ,04,3,2878,富山弘幸,73,57,6.89,3,0.14,1.51.7
大村,9,予選特賞,晴,南東,1,1,逃げ,05,2,5258,仲本舜,15,13,6.89,2,0.11,.  .
大村,9,予選特賞,晴,南東,1,1,逃げ,06,6,3967,鈴木茂高,48,72,7.00,6,0.31,.  .
大村,10,予選特選,晴,東,1,1,抜き,01,1,4069,山本修一,37,67,6.89,1,0.13,1.47.4
大村,10,予選特選,晴,東,1,1,抜き,02,5,4857,加藤翔馬,57,52,6.93,5,0.12,1.47.8
大村,10,予選特選,晴,東,1,1,抜き,03,3,4299,中島浩哉,39,51,6.89,3,0.16,1.50.7
大村,10,予選特選,晴,東,1,1,抜き,04,4,5110,杉山喜一,59,49,6.88,4,0.12,1.52.2
大村,10,予選特選,晴,東,1,1,抜き,05,6,5055,眞鳥章太,22,21,6.86,6,0.11,.  .
大村,10,予選特選,晴,東,1,1,抜き,06,2,4894,原村拓也,33,56,6.96,2,0.18,.  .
大村,11,龍神選抜,晴,南東,1,1,逃げ,01,1,4535,北山康介,55,47,6.87,1,0.08,1.48.4
大村,11,龍神選抜,晴,南東,1,1,逃げ,02,2,3956,横澤剛治,72,14,6.90,2,0.10,1.49.8
大村,11,龍神選抜,晴,南東,1,1,逃げ,03,3,4099,吉永則雄,16,20,6.96,3,0.08,1.50.6
大村,11,龍神選抜,晴,南東,1,1,逃げ,04,4,4526,池田雄祐,25,46,6.84,4,0.12,1.52.1
大村,11,龍神選抜,晴,南東,1,1,逃げ,05,5,4786,佐藤博亮,49,19,6.94,5,0.18,.  .
大村,11,龍神選抜,晴,南東,1,1,逃げ,06,6,4532,秋元哲,44,36,6.96,6,0.23,.  .
大村,12,予選特賞,晴,東,1,1,逃げ,01,1,4518,大須賀友,14,41,6.80,1,0.12,1.46.8
大村,12,予選特賞,晴,東,1,1,逃げ,02,4,5147,田中勇輔,32,28,6.84,4,0.08,1.49.4
大村,12,予選特賞,晴,東,1,1,逃げ,03,6,4105,松下直也,76,70,6.92,6,0.23,1.50.8
大村,12,予選特賞,晴,東,1,1,逃げ,04,3,4022,待鳥雄紀,54,69,6.92,3,0.17,1.52.1
大村,12,予選特賞,晴,東,1,1,逃げ,05,5,4892,柴田直哉,19,50,6.92,5,0.26,.  .
大村,12,予選特賞,晴,東,1,1,逃げ,06,2,4389,伊藤喜智,65,11,6.94,2,0.21,.  .
唐津,1,朝１戦一般,晴,南西,3,3,まくり差し,01,5,4330,奈須啓太,11,27,6.66,5,0.09,1.47.6
唐津,1,朝１戦一般,晴,南西,3,3,まくり差し,02,1,4089,妹尾忠幸,19,36,6.72,1,0.11,1.49.5
唐津,1,朝１戦一般,晴,南西,3,3,まくり差し,03,3,4637,中田友也,64,20,6.74,3,0.16,1.51.3
唐津,1,朝１戦一般,晴,南西,3,3,まくり差し,04,2,5137,川原涼,13,45,6.69,2,0.12,1.51.8
唐津,1,朝１戦一般,晴,南西,3,3,まくり差し,05,6,4343,村岡賢,53,9,6.73,6,0.17,1.54.0
