レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
唐津,1,朝１戦一般,晴,南西,3,3,逃げ,01,1,4402,乙藤智史,35,71,6.61,1,0.14,1.50.5
唐津,1,朝１戦一般,晴,南西,3,3,逃げ,02,2,4429,豊田泰洋,43,80,6.69,2,0.11,1.51.5
唐津,1,朝１戦一般,晴,南西,3,3,逃げ,03,3,3855,大熊辰弥,11,83,6.62,3,0.13,1.53.3
唐津,1,朝１戦一般,晴,南西,3,3,逃げ,04,5,3860,松本浩貴,34,85,6.69,5,0.23,1.54.1
唐津,1,朝１戦一般,晴,南西,3,3,逃げ,05,4,3497,後藤浩,41,70,6.68,4,0.16,1.54.8
唐津,1,朝１戦一般,晴,南西,3,3,逃げ,06,6,4636,赤池修平,15,81,6.72,6,0.19,1.57.3
唐津,2,モー２ング一,晴,南西,2,2,逃げ,01,1,3888,山本英志,53,34,6.64,1,0.16,1.49.7
唐津,2,モー２ング一,晴,南西,2,2,逃げ,02,2,4437,中田元泰,60,77,6.67,2,0.19,1.50.7
唐津,2,モー２ング一,晴,南西,2,2,逃げ,03,6,4724,吉田祐貴,62,32,6.63,6,0.17,1.52.9
唐津,2,モー２ング一,晴,南西,2,2,逃げ,04,3,3361,岡部浩,38,37,6.65,3,0.23,1.54.2
唐津,2,モー２ング一,晴,南西,2,2,逃げ,05,5,3953,志道吉和,36,72,6.66,5,0.21,1.55.8
唐津,2,モー２ング一,晴,南西,2,2,逃げ,06,4,5317,長尾萌加,69,43,6.65,4,0.24,1.56.6
唐津,3,３ライズ戦一,晴,南,2,2,逃げ,01,1,3907,村越篤,12,33,6.63,1,0.06,1.49.4
唐津,3,３ライズ戦一,晴,南,2,2,逃げ,02,4,4892,柴田直哉,26,57,6.66,4,0.20,1.49.8
唐津,3,３ライズ戦一,晴,南,2,2,逃げ,03,2,4129,宇野博之,65,67,6.61,2,0.08,1.51.9
唐津,3,３ライズ戦一,晴,南,2,2,逃げ,04,3,4564,山本景士郎,51,84,6.64,3,0.11,1.53.2
唐津,3,３ライズ戦一,晴,南,2,2,逃げ,05,6,5110,杉山喜一,21,39,6.66,6,0.24,1.54.9
唐津,3,３ライズ戦一,晴,南,2,2,逃げ,06,5,3459,中野和裕,58,82,6.66,5,0.16,1.55.0
唐津,4,おは４戦一般,晴,西,1,1,逃げ,01,1,4499,滝川真由子,22,90,6.63,1,0.13,1.49.1
唐津,4,おは４戦一般,晴,西,1,1,逃げ,02,4,5088,高憧四季,37,88,6.60,4,0.13,1.49.7
唐津,4,おは４戦一般,晴,西,1,1,逃げ,03,2,3900,香川素子,70,35,6.69,2,0.20,1.52.2
唐津,4,おは４戦一般,晴,西,1,1,逃げ,04,5,5204,宇恵有香,66,75,6.62,5,0.18,1.53.6
唐津,4,おは４戦一般,晴,西,1,1,逃げ,05,3,5174,川井萌,46,87,6.65,3,0.13,1.54.8
唐津,4,おは４戦一般,晴,西,1,1,逃げ,06,6,5326,三嶌さらら,45,68,6.63,6,0.14,1.56.0
唐津,5,一般,晴,西,2,2,抜き,01,3,5237,永松良教,17,48,6.66,3,0.16,1.49.2
唐津,5,一般,晴,西,2,2,抜き,02,5,4702,三浦敬太,39,47,6.70,5,0.12,1.51.2
唐津,5,一般,晴,西,2,2,抜き,03,4,3745,橋本年光,27,78,6.68,4,0.16,1.52.2
唐津,5,一般,晴,西,2,2,抜き,04,1,3808,秋田健太郎,47,46,6.70,1,0.17,1.53.1
唐津,5,一般,晴,西,2,2,抜き,05,6,4022,待鳥雄紀,63,74,6.68,6,0.19,1.54.7
唐津,5,一般,晴,西,2,2,抜き,06,2,3957,大谷直弘,64,31,6.64,2,0.33,1.56.9
唐津,6,一般,晴,北西,2,2,まくり,01,2,3953,志道吉和,36,72,6.63,2,0.09,1.49.5
唐津,6,一般,晴,北西,2,2,まくり,02,6,3576,白水勝也,28,69,6.72,5,0.07,1.50.2
唐津,6,一般,晴,北西,2,2,まくり,03,5,4278,藤岡俊介,18,79,6.69,6,0.09,1.51.9
唐津,6,一般,晴,北西,2,2,まくり,04,3,4511,中岡健人,59,38,6.67,3,0.08,1.53.2
唐津,6,一般,晴,北西,2,2,まくり,05,4,4492,本多宏和,42,86,6.65,4,0.09,1.53.7
唐津,6,一般,晴,北西,2,2,まくり,06,1,5242,高山弘斗,48,44,6.70,1,0.00,1.55.5
唐津,7,一般,晴,西,2,2,まくり差し,01,4,4144,石塚久也,50,66,6.70,4,0.23,1.49.1
唐津,7,一般,晴,西,2,2,まくり差し,02,6,5142,常住蓮,30,73,6.56,6,0.23,1.49.9
唐津,7,一般,晴,西,2,2,まくり差し,03,3,4129,宇野博之,65,67,6.68,3,0.33,1.52.1
唐津,7,一般,晴,西,2,2,まくり差し,04,2,3910,松下知幸,52,42,6.73,2,0.29,1.53.4
唐津,7,一般,晴,西,2,2,まくり差し,05,1,3855,大熊辰弥,11,83,6.62,1,0.39,1.54.0
唐津,7,一般,晴,西,2,2,まくり差し,06,5,4895,門間雄大,56,89,6.63,5,0.20,1.54.8
唐津,8,一般,晴,南西,3,3,抜き,01,6,3811,石田章央,29,45,6.60,6,0.16,1.49.8
唐津,8,一般,晴,南西,3,3,抜き,02,2,3860,松本浩貴,34,85,6.70,2,0.21,1.52.1
唐津,8,一般,晴,南西,3,3,抜き,03,3,4724,吉田祐貴,62,32,6.66,3,0.18,1.52.8
唐津,8,一般,晴,南西,3,3,抜き,04,5,4402,乙藤智史,35,71,6.67,5,0.17,1.54.1
唐津,8,一般,晴,南西,3,3,抜き,05,1,5204,宇恵有香,66,75,6.58,1,0.29,1.55.1
唐津,8,一般,晴,南西,3,3,抜き,06,4,3361,岡部浩,38,37,6.65,4,0.18,1.57.0
唐津,9,一般,晴,北西,1,1,逃げ,01,1,3497,後藤浩,41,70,6.64,1,0.20,1.49.7
唐津,9,一般,晴,北西,1,1,逃げ,02,4,4564,山本景士郎,51,84,6.65,4,0.16,1.50.7
唐津,9,一般,晴,北西,1,1,逃げ,03,6,3900,香川素子,70,35,6.63,5,0.24,1.52.4
唐津,9,一般,晴,北西,1,1,逃げ,04,3,4574,東潤樹,54,41,6.65,3,0.15,1.52.5
唐津,9,一般,晴,北西,1,1,逃げ,05,2,3989,熊本英一,25,40,6.63,2,0.22,1.54.7
唐津,9,一般,晴,北西,1,1,逃げ,06,5,5326,三嶌さらら,45,68,6.63,6,0.23,1.56.3
唐津,10,準優勝戦,晴,北西,2,2,差し,01,2,3745,橋本年光,27,78,6.66,2,0.17,1.48.7
唐津,10,準優勝戦,晴,北西,2,2,差し,02,3,4437,中田元泰,60,77,6.65,3,0.16,1.49.6
唐津,10,準優勝戦,晴,北西,2,2,差し,03,1,4022,待鳥雄紀,63,74,6.61,1,0.09,1.52.4
唐津,10,準優勝戦,晴,北西,2,2,差し,04,4,4278,藤岡俊介,18,79,6.67,4,0.11,1.52.6
唐津,10,準優勝戦,晴,北西,2,2,差し,05,5,5088,高憧四季,37,88,6.61,5,0.09,1.52.9
唐津,10,準優勝戦,晴,北西,2,2,差し,06,6,4499,滝川真由子,22,90,6.63,6,0.17,1.55.2
唐津,11,準優勝戦,晴,北,2,2,逃げ,01,1,5142,常住蓮,30,73,6.59,1,0.11,1.49.3
唐津,11,準優勝戦,晴,北,2,2,逃げ,02,4,4429,豊田泰洋,43,80,6.72,4,0.11,1.50.3
唐津,11,準優勝戦,晴,北,2,2,逃げ,03,2,4895,門間雄大,56,89,6.62,2,0.12,1.51.5
唐津,11,準優勝戦,晴,北,2,2,逃げ,04,3,3576,白水勝也,28,69,6.67,3,0.11,1.52.6
唐津,11,準優勝戦,晴,北,2,2,逃げ,05,6,5174,川井萌,46,87,6.66,6,0.09,1.54.8
唐津,11,準優勝戦,晴,北,2,2,逃げ,06,5,3907,村越篤,12,33,6.68,5,0.13,1.57.3
唐津,12,準優勝戦,晴,北,2,2,抜き,01,1,3811,石田章央,29,45,6.57,1,0.10,1.47.7
唐津,12,準優勝戦,晴,北,2,2,抜き,02,3,4144,石塚久也,50,66,6.65,3,0.05,1.49.1
唐津,12,準優勝戦,晴,北,2,2,抜き,03,4,4511,中岡健人,59,38,6.64,4,0.06,1.52.2
唐津,12,準優勝戦,晴,北,2,2,抜き,04,2,4702,三浦敬太,39,47,6.65,2,0.06,1.52.9
唐津,12,準優勝戦,晴,北,2,2,抜き,05,5,3957,大谷直弘,64,31,6.61,5,0.04,1.53.7
唐津,12,準優勝戦,晴,北,2,2,抜き,06,6,3888,山本英志,53,34,6.69,6,0.04,1.55.0
芦屋,1,サンライズＶ,晴,東,2,2,逃げ,01,1,4122,安東幸治,35,12,6.81,1,0.13,1.49.1
芦屋,1,サンライズＶ,晴,東,2,2,逃げ,02,4,3282,池本輝明,1,68,6.81,4,0.15,1.50.8
芦屋,1,サンライズＶ,晴,東,2,2,逃げ,03,6,4272,大場広孝,10,33,6.82,5,0.18,1.52.5
芦屋,1,サンライズＶ,晴,東,2,2,逃げ,04,2,4421,森作広大,34,46,6.90,2,0.22,1.53.6
芦屋,1,サンライズＶ,晴,東,2,2,逃げ,05,3,3945,橋口真樹,47,35,6.80,3,0.21,.  .
芦屋,1,サンライズＶ,晴,東,2,2,逃げ,06,5,5309,森雄利,18,24,6.85,6,0.28,.  .
芦屋,2,サンライズＷ,晴,東,1,1,まくり差し,01,4,3956,横澤剛治,37,34,6.80,4,0.08,1.48.9
芦屋,2,サンライズＷ,晴,東,1,1,まくり差し,02,1,3681,山谷央,42,59,6.79,1,0.11,1.50.5
芦屋,2,サンライズＷ,晴,東,1,1,まくり差し,03,6,3848,川上聡介,52,30,6.79,6,0.03,1.51.3
芦屋,2,サンライズＷ,晴,東,1,1,まくり差し,04,5,5105,富田恕生,32,61,6.88,5,0.09,1.51.9
芦屋,2,サンライズＷ,晴,東,1,1,まくり差し,05,2,5154,村松栄太,41,38,6.73,2,0.13,.  .
芦屋,2,サンライズＷ,晴,東,1,1,まくり差し,06,3,4970,井町泰,45,40,6.84,3,0.08,.  .
芦屋,3,サンライズＸ,晴,東,2,2,逃げ,01,1,3679,飯島昌弘,4,70,6.83,1,0.07,1.49.5
芦屋,3,サンライズＸ,晴,東,2,2,逃げ,02,5,3158,島川光男,60,22,6.86,5,0.11,1.50.6
芦屋,3,サンライズＸ,晴,東,2,2,逃げ,03,3,3304,烏野賢太,16,28,6.83,3,0.10,1.52.1
芦屋,3,サンライズＸ,晴,東,2,2,逃げ,04,2,3614,谷勝幸,48,18,6.82,2,0.15,1.52.9
芦屋,3,サンライズＸ,晴,東,2,2,逃げ,05,6,4332,村上彰一,8,15,6.85,6,0.09,.  .
芦屋,3,サンライズＸ,晴,東,2,2,逃げ,06,4,5102,原田雄次,19,27,6.84,4,0.13,.  .
芦屋,4,サンライズＹ,晴,南,2,2,逃げ,01,1,3256,三角哲男,27,51,6.87,1,0.07,1.48.8
芦屋,4,サンライズＹ,晴,南,2,2,逃げ,02,3,4365,盛本真輔,5,25,6.76,3,0.11,1.51.3
芦屋,4,サンライズＹ,晴,南,2,2,逃げ,03,5,3838,伊藤啓三,25,20,6.85,5,0.06,1.51.3
芦屋,4,サンライズＹ,晴,南,2,2,逃げ,04,4,3587,武田信一,24,63,6.88,4,0.06,1.53.0
芦屋,4,サンライズＹ,晴,南,2,2,逃げ,05,2,3305,小野信樹,51,41,6.88,2,0.11,.  .
芦屋,4,サンライズＹ,晴,南,2,2,逃げ,06,6,3535,渡修平,2,16,6.81,6,0.17,.  .
芦屋,5,サンライズＺ,晴,北西,3,3,まくり,01,2,3945,橋口真樹,47,35,6.85,3,0.14,1.49.5
芦屋,5,サンライズＺ,晴,北西,3,3,まくり,02,3,3661,柳瀬興志,17,49,6.80,4,0.05,1.50.7
芦屋,5,サンライズＺ,晴,北西,3,3,まくり,03,6,4640,山ノ内雅人,14,21,6.86,6,0.11,1.52.4
芦屋,5,サンライズＺ,晴,北西,3,3,まくり,04,1,3300,川崎智幸,20,36,6.87,1,0.15,1.53.0
芦屋,5,サンライズＺ,晴,北西,3,3,まくり,05,5,4562,阪本勇介,58,60,6.74,5,0.07,.  .
芦屋,5,サンライズＺ,晴,北西,3,3,まくり,06,4,3265,今村暢孝,59,67,6.87,2,0.20,.  .
芦屋,6,予選,晴,北西,2,2,逃げ,01,1,5060,数原魁,6,11,6.78,1,0.11,1.48.2
芦屋,6,予選,晴,北西,2,2,逃げ,02,2,4614,石倉洋行,54,37,6.80,2,0.10,1.49.6
芦屋,6,予選,晴,北西,2,2,逃げ,03,6,3909,佐々木康幸,55,14,6.82,3,0.05,1.51.6
芦屋,6,予選,晴,北西,2,2,逃げ,04,5,4421,森作広大,34,46,6.93,6,0.24,1.53.3
芦屋,6,予選,晴,北西,2,2,逃げ,05,4,4121,富永修一,57,65,6.90,5,0.19,.  .
芦屋,6,予選,晴,北西,2,2,逃げ,06,3,3777,樋口亮,53,56,6.90,4,0.15,.  .
芦屋,7,予選,晴,北西,2,2,逃げ,01,1,5105,富田恕生,32,61,6.88,1,0.11,1.50.0
芦屋,7,予選,晴,北西,2,2,逃げ,02,3,4674,池田剛規,12,29,6.86,3,0.08,1.50.8
芦屋,7,予選,晴,北西,2,2,逃げ,03,2,3286,坂東満,46,42,6.93,2,0.08,1.52.9
芦屋,7,予選,晴,北西,2,2,逃げ,04,4,3614,谷勝幸,48,18,6.82,4,0.11,1.53.9
芦屋,7,予選,晴,北西,2,2,逃げ,05,5,3831,安藤裕貴,38,43,6.87,5,0.18,.  .
芦屋,7,予選,晴,北西,2,2,逃げ,06,6,5309,森雄利,18,24,6.83,6,0.13,.  .
芦屋,8,予選,晴,北西,4,4,逃げ,01,1,5054,佐々木大河,33,64,6.83,1,0.12,1.48.2
芦屋,8,予選,晴,北西,4,4,逃げ,02,2,5104,山田丈,11,69,6.82,2,0.16,1.50.3
