レース場,レース番号,レース種別,艇番,登録番号,選手名,モーター番号,ボート番号,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム
唐津,1,朝１戦一般,1,4498,宮本夏樹,58,76,晴,南西,1,1,6.63,01,逃げ,1,0.23,1.48.2
唐津,1,朝１戦一般,3,4966,田川大貴,44,49,晴,南西,1,1,6.75,02,逃げ,3,0.23,1.50.4
唐津,1,朝１戦一般,5,4948,木場悠介,45,60,晴,南西,1,1,6.69,03,逃げ,5,0.18,1.51.5
唐津,1,朝１戦一般,2,5071,野見山拓己,18,56,晴,南西,1,1,6.66,04,逃げ,2,0.31,1.53.1
唐津,1,朝１戦一般,6,5154,村松栄太,50,84,晴,南西,1,1,6.69,05,逃げ,6,0.21,1.54.2
唐津,1,朝１戦一般,4,5040,木村颯,63,47,晴,南西,1,1,6.71,06,逃げ,4,0.14,1.55.3
唐津,2,モー２ング一,1,3811,石田章央,31,68,晴,西,1,1,6.64,01,逃げ,1,0.13,1.47.3
唐津,2,モー２ング一,2,4460,後藤翔之,57,67,晴,西,1,1,6.66,02,逃げ,2,0.11,1.48.7
唐津,2,モー２ング一,4,4902,山川雄大,38,37,晴,西,1,1,6.60,03,逃げ,4,0.14,1.50.4
唐津,2,モー２ング一,3,4222,山口高志,21,80,晴,西,1,1,6.68,04,逃げ,3,0.15,1.51.2
唐津,2,モー２ング一,5,3809,吉田光,43,39,晴,西,1,1,6.73,05,逃げ,5,0.17,1.51.4
唐津,2,モー２ング一,6,3602,奥平拓也,19,63,晴,西,1,1,6.74,06,逃げ,6,0.15,1.54.2
唐津,3,３ライズ戦一,2,4390,松本弓雄,65,85,晴,北,1,1,6.72,01,抜き,2,0.21,1.56.7
唐津,3,３ライズ戦一,1,4299,中島浩哉,51,81,晴,北,1,1,6.66,02,抜き,1,0.11,1.59.4
唐津,3,３ライズ戦一,3,4131,原豊土,40,42,晴,北,1,1,6.62,03,抜き,3,0.17,2.03.8
唐津,4,一般,2,5002,上田健太,72,65,晴,北,3,3,6.64,01,差し,2,0.17,1.47.9
唐津,4,一般,5,3422,服部幸男,30,59,晴,北,3,3,6.62,02,差し,3,0.14,1.49.4
唐津,4,一般,3,5048,眞鳥康太,37,53,晴,北,3,3,6.75,03,差し,5,0.27,1.51.8
唐津,4,一般,1,3246,星野政彦,24,36,晴,北,3,3,6.65,04,差し,1,0.22,1.52.7
唐津,4,一般,6,4099,吉永則雄,20,33,晴,北,3,3,6.76,05,差し,4,0.21,1.53.6
唐津,4,一般,4,4957,竹之内極,22,54,晴,北,3,3,6.66,06,差し,6,0.22,1.54.4
唐津,5,一般,3,5026,安河内健,48,74,晴,北,4,4,6.58,01,まくり差し,3,0.07,1.46.5
唐津,5,一般,2,4294,古賀繁輝,13,48,晴,北,4,4,6.70,02,まくり差し,1,0.11,1.48.8
唐津,5,一般,4,3702,貞兼淳二,61,46,晴,北,4,4,6.66,03,まくり差し,4,0.15,1.51.2
唐津,5,一般,5,4710,福田宗平,26,82,晴,北,4,4,6.70,04,まくり差し,5,0.17,1.52.4
唐津,5,一般,1,4780,マイケル田代,12,89,晴,北,4,4,6.63,05,まくり差し,2,0.11,1.52.7
唐津,5,一般,6,5060,数原魁,34,34,晴,北,4,4,6.65,06,まくり差し,6,0.42,1.57.3
唐津,6,一般,2,5040,木村颯,63,47,晴,北東,4,4,6.75,01,恵まれ,2,0.04,1.49.4
唐津,6,一般,6,5121,定松勇樹,60,73,晴,北東,4,4,6.72,02,恵まれ,6,0.16,1.49.8
唐津,6,一般,3,4902,山川雄大,38,37,晴,北東,4,4,6.66,03,恵まれ,3,0.07,1.51.5
唐津,6,一般,4,3615,横田茂,35,57,晴,北東,4,4,6.65,04,恵まれ,4,0.14,1.53.5
唐津,6,一般,5,5154,村松栄太,50,84,晴,北東,4,4,6.76,05,恵まれ,5,0.19,1.53.6
唐津,7,一般,1,4911,片岡大地,14,77,晴,北東,4,4,6.75,01,逃げ,1,0.07,1.48.8
唐津,7,一般,2,4222,山口高志,21,80,晴,北東,4,4,6.75,02,逃げ,2,0.11,1.50.1
唐津,7,一般,3,5071,野見山拓己,18,56,晴,北東,4,4,6.75,03,逃げ,3,0.09,1.52.0
唐津,7,一般,4,4706,三浦洋次朗,62,50,晴,北東,4,4,6.82,04,逃げ,4,0.19,1.54.5
唐津,7,一般,6,3587,武田信一,68,45,晴,北東,4,4,6.74,05,逃げ,5,0.21,1.57.2
唐津,7,一般,5,5219,森口和紀,70,43,晴,北東,4,4,6.71,06,逃げ,6,0.44,1.58.6
唐津,8,一般,4,4966,田川大貴,44,49,晴,北東,5,5,6.71,01,抜き,3,0.16,1.48.7
唐津,8,一般,2,3809,吉田光,43,39,晴,北東,5,5,6.82,02,抜き,1,0.16,1.48.8
唐津,8,一般,3,4957,竹之内極,22,54,晴,北東,5,5,6.71,03,抜き,2,0.16,1.52.1
唐津,8,一般,6,5082,一色凌雅,15,40,晴,北東,5,5,6.76,04,抜き,5,0.18,1.53.8
唐津,8,一般,5,5048,眞鳥康太,37,53,晴,北東,5,5,6.75,05,抜き,4,0.21,1.55.3
唐津,9,からっキー特,3,5002,上田健太,72,65,晴,北東,4,4,6.74,01,まくり,4,0.03,1.47.5
唐津,9,からっキー特,5,4780,マイケル田代,12,89,晴,北東,4,4,6.70,02,まくり,6,0.14,1.49.6
唐津,9,からっキー特,2,4948,木場悠介,45,60,晴,北東,4,4,6.77,03,まくり,3,0.11,1.50.8
唐津,9,からっキー特,1,3702,貞兼淳二,61,46,晴,北東,4,4,6.71,04,まくり,1,0.09,1.51.9
唐津,9,からっキー特,6,3246,星野政彦,24,36,晴,北東,4,4,6.78,05,まくり,2,0.11,1.54.0
唐津,9,からっキー特,4,4390,松本弓雄,65,85,晴,北東,4,4,6.79,06,まくり,5,0.14,1.54.4
唐津,10,選抜戦,1,4131,原豊土,40,42,晴,北東,4,4,6.67,01,逃げ,1,0.21,1.47.8
唐津,10,選抜戦,5,4294,古賀繁輝,13,48,晴,北東,4,4,6.74,02,逃げ,5,0.17,1.49.8
唐津,10,選抜戦,2,4710,福田宗平,26,82,晴,北東,4,4,6.74,03,逃げ,2,0.18,1.50.7
唐津,10,選抜戦,3,4460,後藤翔之,57,67,晴,北東,4,4,6.68,04,逃げ,3,0.17,1.51.6
唐津,10,選抜戦,6,5014,梶山涼斗,36,71,晴,北東,4,4,6.63,05,逃げ,6,0.21,1.53.1
唐津,10,選抜戦,4,3811,石田章央,31,68,晴,北東,4,4,6.75,06,逃げ,4,0.16,1.54.7
唐津,11,選抜戦,1,3422,服部幸男,30,59,晴,北東,5,5,6.75,01,逃げ,1,0.09,1.48.0
唐津,11,選抜戦,2,4706,三浦洋次朗,62,50,晴,北東,5,5,6.83,02,逃げ,2,0.13,1.50.1
唐津,11,選抜戦,5,4299,中島浩哉,51,81,晴,北東,5,5,6.81,03,逃げ,5,0.13,1.51.2
唐津,11,選抜戦,3,3615,横田茂,35,57,晴,北東,5,5,6.68,04,逃げ,3,0.11,1.51.8
唐津,11,選抜戦,6,4911,片岡大地,14,77,晴,北東,5,5,6.70,05,逃げ,6,0.14,1.53.3
唐津,11,選抜戦,4,4498,宮本夏樹,58,76,晴,北東,5,5,6.75,06,逃げ,4,0.25,1.54.8
唐津,12,優勝戦,1,4350,篠崎元志,67,41,晴,北,4,4,6.66,01,逃げ,1,0.05,1.47.5
唐津,12,優勝戦,3,4500,山田康二,71,79,晴,北,4,4,6.69,02,逃げ,3,0.11,1.48.1
唐津,12,優勝戦,4,4296,岡崎恭裕,32,35,晴,北,4,4,6.72,03,逃げ,4,0.12,1.50.8
唐津,12,優勝戦,6,5084,末永和也,29,86,晴,北,4,4,6.69,04,逃げ,6,0.13,1.51.0
唐津,12,優勝戦,2,4494,河合佑樹,41,44,晴,北,4,4,6.62,05,逃げ,2,0.13,1.52.5
唐津,12,優勝戦,5,4524,深谷知博,69,38,晴,北,4,4,6.69,06,逃げ,5,0.09,1.53.1
福岡,1,予選,1,4403,木下大將,69,167,晴,北,3,3,6.84,01,逃げ,1,0.02,1.54.6
福岡,1,予選,2,4674,池田剛規,72,107,晴,北,3,3,6.78,02,逃げ,2,0.06,1.56.9
福岡,1,予選,4,4731,間野兼礼,61,131,晴,北,3,3,6.86,03,逃げ,4,0.00,1.59.1
福岡,1,予選,6,4607,鶴田勇雄,53,156,晴,北,3,3,6.84,04,逃げ,6,0.08,2.01.1
福岡,1,予選,5,5199,垂水悠,45,117,晴,北,3,3,6.82,05,逃げ,5,0.03,.  .
福岡,2,予選,2,4816,村松修二,13,112,晴,北西,3,3,6.82,01,まくり,2,0.06,1.48.3
福岡,2,予選,3,4771,下寺秀和,16,157,晴,北西,3,3,6.83,02,まくり,3,0.12,1.50.4
福岡,2,予選,5,4760,山崎郡,25,164,晴,北西,3,3,6.84,03,まくり,5,0.12,1.51.3
福岡,2,予選,4,3401,上田隆章,67,137,晴,北西,3,3,6.84,04,まくり,4,0.19,1.52.1
福岡,2,予選,6,3906,飯山晃三,35,168,晴,北西,3,3,6.83,05,まくり,6,0.18,.  .
