レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
大村,1,予選,晴,北東,4,3,恵まれ,01,4,3536,一色雅昭,26,30,6.83,4,0.22,1.53.2
大村,1,予選,晴,北東,4,3,恵まれ,02,5,5338,香月大輝,67,19,6.83,5,0.16,1.56.3
大村,1,予選,晴,北東,4,3,恵まれ,03,6,3857,阿波勝哉,23,40,6.86,6,0.19,1.58.1
大村,1,予選,晴,北東,4,3,恵まれ,04,2,4421,森作広大,11,73,6.82,2,0.36,2.00.4
大村,1,予選,晴,北東,4,3,恵まれ,05,3,5261,岡暢祐,43,31,6.86,3,0.26,.  .
大村,2,予選,晴,北西,4,3,逃げ,01,1,3934,鋤柄貴俊,12,60,6.89,1,0.07,1.49.7
大村,2,予選,晴,北西,4,3,逃げ,02,2,4498,宮本夏樹,45,22,6.74,2,0.08,1.51.0
大村,2,予選,晴,北西,4,3,逃げ,03,3,4196,田中太一郎,22,51,6.91,3,0.10,1.53.5
大村,2,予選,晴,北西,4,3,逃げ,04,6,3982,福田理,70,43,6.81,6,0.15,1.54.6
大村,2,予選,晴,北西,4,3,逃げ,05,5,3710,吉永泰弘,54,56,6.87,4,0.12,.  .
大村,2,予選,晴,北西,4,3,逃げ,06,4,5336,瀬川大地,18,18,6.83,5,0.23,.  .
大村,3,予選,晴,北,6,5,抜き,01,1,5134,大原祥昌,32,71,6.89,1,0.16,1.50.1
大村,3,予選,晴,北,6,5,抜き,02,3,3905,天野友和,14,50,6.89,3,0.20,1.52.4
大村,3,予選,晴,北,6,5,抜き,03,5,5309,森雄利,48,12,6.90,6,0.11,1.53.2
大村,3,予選,晴,北,6,5,抜き,04,2,5017,澤田尚也,69,52,6.89,2,0.21,1.54.0
大村,3,予選,晴,北,6,5,抜き,05,6,4263,武重雄介,56,35,6.91,5,0.24,.  .
大村,3,予選,晴,北,6,5,抜き,06,4,3989,熊本英一,17,13,6.94,4,0.21,.  .
大村,4,予選,晴,北,5,4,差し,01,4,3933,山地正樹,61,49,6.84,2,0.04,1.49.6
大村,4,予選,晴,北,5,4,差し,02,5,3024,西島義則,38,64,6.93,3,0.06,1.52.4
大村,4,予選,晴,北,5,4,差し,03,6,4394,永嶋裕一,52,69,6.86,5,0.12,1.53.4
大村,4,予選,晴,北,5,4,差し,04,1,4475,末永祐輝,65,62,6.82,1,0.01,1.53.9
大村,4,予選,晴,北,5,4,差し,05,2,3455,谷本幸司,19,48,6.84,4,0.18,.  .
大村,4,予選,晴,北,5,4,差し,06,3,4724,吉田祐貴,15,63,6.80,6,0.22,.  .
大村,5,予選,晴,北,5,4,逃げ,01,1,3643,米田隆弘,76,65,6.82,1,0.16,1.54.6
大村,5,予選,晴,北,5,4,逃げ,02,4,3574,大神康司,41,21,6.97,3,0.23,1.57.1
大村,5,予選,晴,北,5,4,逃げ,03,6,4211,村田敦,74,74,6.95,6,0.23,2.01.7
大村,5,予選,晴,北,5,4,逃げ,04,5,4012,中村有裕,50,20,6.91,5,0.26,2.07.8
大村,5,予選,晴,北,5,4,逃げ,05,2,3536,一色雅昭,26,30,6.83,2,0.17,.  .
大村,6,予選,晴,北,7,6,まくり差し,01,5,4315,山崎昂介,55,25,6.79,5,0.14,1.50.8
大村,6,予選,晴,北,7,6,まくり差し,02,6,4155,長野壮志郎,37,75,6.84,6,0.15,1.52.6
大村,6,予選,晴,北,7,6,まくり差し,03,3,4514,上條嘉嗣,62,45,6.81,3,0.29,1.54.0
大村,6,予選,晴,北,7,6,まくり差し,04,4,3892,草場康幸,21,55,6.82,4,0.14,1.54.2
大村,6,予選,晴,北,7,6,まくり差し,05,2,3982,福田理,70,43,6.85,2,0.21,.  .
大村,6,予選,晴,北,7,6,まくり差し,06,1,5043,中村日向,25,27,6.84,1,0.23,.  .
大村,7,予選,晴,北,7,6,まくり差し,01,3,4096,石橋道友,40,46,6.84,3,0.08,1.57.7
大村,7,予選,晴,北,7,6,まくり差し,02,1,3710,吉永泰弘,54,56,6.85,1,0.07,2.01.4
大村,7,予選,晴,北,7,6,まくり差し,03,4,5012,加倉侑征,73,58,6.85,4,0.23,2.05.0
大村,7,予選,晴,北,7,6,まくり差し,04,2,3989,熊本英一,17,13,6.87,2,0.14,2.08.8
大村,8,予選,晴,北,8,7,逃げ,01,1,3641,一瀬明,63,28,6.91,1,0.28,1.51.9
大村,8,予選,晴,北,8,7,逃げ,02,4,3455,谷本幸司,19,48,6.93,4,0.15,1.53.3
大村,8,予選,晴,北,8,7,逃げ,03,5,5028,原田才一郎,47,72,6.81,5,0.16,1.54.4
大村,8,予選,晴,北,8,7,逃げ,04,6,3857,阿波勝哉,23,40,6.90,6,0.18,1.55.8
大村,8,予選,晴,北,8,7,逃げ,05,3,4263,武重雄介,56,35,6.87,3,0.39,.  .
大村,8,予選,晴,北,8,7,逃げ,06,2,4423,坂口貴彦,49,70,6.90,2,0.37,.  .
大村,9,予選特賞,晴,北,7,6,逃げ,01,1,3574,大神康司,41,21,6.95,1,0.13,1.51.9
大村,9,予選特賞,晴,北,7,6,逃げ,02,2,5050,木下雄介,39,38,6.89,2,0.14,1.53.1
大村,9,予選特賞,晴,北,7,6,逃げ,03,5,3934,鋤柄貴俊,12,60,6.96,5,0.08,1.53.5
大村,9,予選特賞,晴,北,7,6,逃げ,04,4,3576,白水勝也,71,17,6.93,4,0.12,1.54.3
大村,9,予選特賞,晴,北,7,6,逃げ,05,6,4889,後藤盛也,34,41,6.89,6,0.10,.  .
大村,9,予選特賞,晴,北,7,6,逃げ,06,3,3933,山地正樹,61,49,6.92,3,0.12,.  .
大村,10,予選特賞,晴,北,8,7,まくり差し,01,4,5049,松井友汰,51,44,6.92,4,0.18,1.50.3
大村,10,予選特賞,晴,北,8,7,まくり差し,02,1,4140,梶野学志,28,57,6.90,1,0.19,1.52.2
大村,10,予選特賞,晴,北,8,7,まくり差し,03,6,4297,山田哲也,36,29,6.88,6,0.10,1.53.9
