レース場,レース番号,レース種別,艇番,登録番号,選手名,モーター番号,ボート番号,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム
大村,1,予選,1,4248,岡本大,64,16,晴,北,4,3,6.79,01,逃げ,1,0.06,1.49.2
大村,1,予選,3,3773,津留浩一郎,36,32,晴,北,4,3,6.75,02,逃げ,3,0.13,1.49.9
大村,1,予選,4,5195,北村寧々,17,52,晴,北,4,3,6.77,03,逃げ,4,0.16,1.51.3
大村,1,予選,5,5261,岡暢祐,27,39,晴,北,4,3,6.78,04,逃げ,5,0.16,1.52.8
大村,1,予選,2,4919,吉田翔悟,49,72,晴,北,4,3,6.80,05,逃げ,2,0.09,.  .
大村,1,予選,6,5086,本村大,11,23,晴,北,4,3,6.77,06,逃げ,6,0.12,.  .
大村,2,予選,4,4715,村上遼,66,55,晴,北,4,3,6.74,01,まくり,4,0.09,1.48.3
大村,2,予選,1,4299,中島浩哉,54,76,晴,北,4,3,6.78,02,まくり,1,0.15,1.50.0
大村,2,予選,5,5223,森清友翔,35,11,晴,北,4,3,6.78,03,まくり,5,0.17,1.50.9
大村,2,予選,6,3527,中嶋誠一郎,57,59,晴,北,4,3,6.79,04,まくり,6,0.18,1.51.0
大村,2,予選,2,3944,山口裕二,67,19,晴,北,4,3,6.76,05,まくり,2,0.14,.  .
大村,2,予選,3,5271,杉山太陽,51,63,晴,北,4,3,6.76,06,まくり,3,0.30,.  .
大村,3,予選,1,4100,松田隆司,74,56,晴,北,3,2,6.80,01,逃げ,1,0.13,1.47.8
大村,3,予選,4,4352,下條雄太郎,20,66,晴,北,3,2,6.76,02,逃げ,4,0.14,1.49.3
大村,3,予選,2,4259,真庭明志,26,41,晴,北,3,2,6.81,03,逃げ,2,0.13,1.50.3
大村,3,予選,3,4861,田中宏樹,44,57,晴,北,3,2,6.73,04,逃げ,3,0.13,1.50.7
大村,3,予選,6,3722,西村秀樹,19,30,晴,北,3,2,6.78,05,逃げ,6,0.21,.  .
大村,3,予選,5,5335,森陽多,65,65,晴,北,3,2,6.76,06,逃げ,5,0.19,.  .
大村,4,予選,2,5102,原田雄次,14,49,晴,北,2,1,6.71,01,差し,2,0.26,1.47.9
大村,4,予選,1,4094,中島真二,52,37,晴,北,2,1,6.79,02,差し,1,0.25,1.49.4
大村,4,予選,3,4096,石橋道友,22,38,晴,北,2,1,6.81,03,差し,3,0.28,1.50.6
大村,4,予選,6,4603,谷川将太,29,53,晴,北,2,1,6.79,04,差し,6,0.17,1.51.9
大村,4,予選,5,3777,樋口亮,34,58,晴,北,2,1,6.82,05,差し,5,0.23,.  .
大村,4,予選,4,5227,川原愛未,71,47,晴,北,2,1,6.76,06,差し,4,0.34,.  .
大村,5,予選,1,3843,上之晃弘,43,48,晴,北,2,1,6.78,01,逃げ,1,0.18,1.48.5
大村,5,予選,2,4695,尾崎雄二,56,28,晴,北,2,1,6.77,02,逃げ,2,0.20,1.48.7
大村,5,予選,5,4004,山本浩輔,60,73,晴,北,2,1,6.83,03,逃げ,5,0.18,1.50.2
大村,5,予選,3,3779,原田幸哉,46,71,晴,北,2,1,6.78,04,逃げ,3,0.12,1.51.7
大村,5,予選,6,3964,宮地博士,31,60,晴,北,2,1,6.77,05,逃げ,6,0.19,.  .
大村,5,予選,4,5117,冨名腰桃奈,32,31,晴,北,2,1,6.74,06,逃げ,4,0.19,.  .
大村,6,予選,1,5048,眞鳥康太,40,51,晴,東,2,1,6.81,01,逃げ,1,0.14,1.47.3
大村,6,予選,3,4553,坪口竜也,53,61,晴,東,2,1,6.79,02,逃げ,3,0.13,1.49.5
大村,6,予選,5,4919,吉田翔悟,49,72,晴,東,2,1,6.82,03,逃げ,5,0.07,1.51.1
大村,6,予選,2,5223,森清友翔,35,11,晴,東,2,1,6.81,04,逃げ,2,0.14,1.51.9
大村,6,予選,4,4241,大串重幸,15,50,晴,東,2,1,6.77,05,逃げ,4,0.10,.  .
大村,6,予選,6,3871,池田紫乃,69,13,晴,東,2,1,6.80,06,逃げ,6,0.11,.  .
大村,7,予選,3,4497,桑原悠,55,68,晴,東,1,1,6.76,01,まくり差し,3,0.08,1.48.5
大村,7,予選,1,4966,田川大貴,68,44,晴,東,1,1,6.86,02,まくり差し,1,0.08,1.49.7
大村,7,予選,6,5261,岡暢祐,27,39,晴,東,1,1,6.85,03,まくり差し,6,0.13,1.51.5
大村,7,予選,5,4861,田中宏樹,44,57,晴,東,1,1,6.76,04,まくり差し,5,0.14,1.52.2
大村,7,予選,4,4990,田中博子,28,15,晴,東,1,1,6.80,05,まくり差し,4,0.16,.  .
大村,7,予選,2,4060,島田一生,24,36,晴,東,1,1,6.84,06,まくり差し,2,0.08,.  .
大村,8,予選,2,4352,下條雄太郎,20,66,晴,東,1,1,6.82,01,差し,2,0.11,1.47.2
大村,8,予選,1,4315,山崎昂介,62,27,晴,東,1,1,6.73,02,差し,1,0.15,1.49.4
大村,8,予選,3,3906,飯山晃三,75,75,晴,東,1,1,6.75,03,差し,3,0.16,1.50.7
大村,8,予選,5,5271,杉山太陽,51,63,晴,東,1,1,6.81,04,差し,5,0.17,1.51.9
大村,8,予選,4,4803,飯田庄吾,50,24,晴,東,1,1,6.80,05,差し,4,0.16,.  .
大村,8,予選,6,5129,山口真喜子,58,64,晴,東,1,1,6.89,06,差し,6,0.18,.  .
大村,9,予選,1,4715,村上遼,66,55,晴,北東,2,1,6.79,01,逃げ,1,0.16,1.57.7
大村,9,予選,5,4100,松田隆司,74,56,晴,北東,2,1,6.81,02,逃げ,5,0.27,2.02.7
大村,9,予選,6,4695,尾崎雄二,56,28,晴,北東,2,1,6.80,03,逃げ,6,0.24,2.05.1
大村,9,予選,2,3742,宮地秀祈,13,22,晴,北東,2,1,6.84,04,逃げ,2,0.22,2.07.4
大村,9,予選,3,3777,樋口亮,34,58,晴,北東,2,1,6.82,05,逃げ,3,0.23,.  .
大村,10,予選特選,1,4553,坪口竜也,53,61,晴,東,1,1,6.77,01,逃げ,1,0.05,1.47.7
