レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
大村,1,予選,晴,南東,2,1,差し,01,2,4266,長田頼宗,32,43,6.97,2,0.06,1.49.8
大村,1,予選,晴,南東,2,1,差し,02,4,4459,片岡雅裕,29,73,7.03,5,0.05,1.51.3
大村,1,予選,晴,南東,2,1,差し,03,6,4686,丸野一樹,21,33,6.94,6,0.09,1.52.8
大村,1,予選,晴,南東,2,1,差し,04,3,4494,河合佑樹,30,27,7.02,4,0.07,1.54.7
大村,1,予選,晴,南東,2,1,差し,05,1,4044,湯川浩司,49,11,7.04,1,0.07,1.56.5
大村,1,予選,晴,南東,2,1,差し,06,5,3946,赤岩善生,59,24,6.99,3,0.11,1.57.4
大村,2,予選,晴,南東,1,1,逃げ,01,1,4685,島村隆幸,22,53,6.93,1,0.09,1.50.0
大村,2,予選,晴,南東,1,1,逃げ,02,2,3854,吉川元浩,27,72,6.95,2,0.07,1.51.1
大村,2,予選,晴,南東,1,1,逃げ,03,4,3960,菊地孝平,25,37,6.92,4,0.05,1.53.0
大村,2,予選,晴,南東,1,1,逃げ,04,6,4932,新開航,46,22,7.00,6,0.11,1.54.6
大村,2,予選,晴,南東,1,1,逃げ,05,5,3780,魚谷智之,50,32,6.97,5,0.09,1.55.0
大村,2,予選,晴,南東,1,1,逃げ,06,3,4573,佐藤翼,34,30,6.97,3,0.08,1.57.1
大村,3,予選,晴,南東,1,1,恵まれ,01,4,4907,小池修平,37,68,6.98,6,0.14,1.50.9
大村,3,予選,晴,南東,1,1,恵まれ,02,3,4337,平本真之,57,29,7.01,3,0.06,1.52.9
大村,3,予選,晴,南東,1,1,恵まれ,03,2,4320,峰竜太,61,51,6.95,2,0.04,1.53.5
大村,3,予選,晴,南東,1,1,恵まれ,04,6,4350,篠崎元志,33,69,7.00,5,0.08,1.54.6
大村,3,予選,晴,南東,1,1,恵まれ,05,5,4028,田村隆信,70,41,7.09,4,0.04,1.55.9
大村,4,予選,晴,南東,2,1,差し,01,2,4238,毒島誠,16,38,7.03,2,0.12,1.50.3
大村,4,予選,晴,南東,2,1,差し,02,4,3941,池田浩二,28,13,7.00,4,0.09,1.51.0
大村,4,予選,晴,南東,2,1,差し,03,5,4013,中島孝平,64,34,7.07,5,0.08,1.53.3
大村,4,予選,晴,南東,2,1,差し,04,6,3959,坪井康晴,62,19,6.98,6,0.06,1.54.1
大村,4,予選,晴,南東,2,1,差し,05,3,4502,遠藤エミ,43,76,6.99,3,0.12,1.54.6
大村,4,予選,晴,南東,2,1,差し,06,1,4030,森高一真,12,31,7.08,1,0.10,1.56.2
大村,5,予選,晴,南東,2,1,差し,01,2,3783,瓜生正義,71,74,6.98,2,0.07,1.50.2
大村,5,予選,晴,南東,2,1,差し,02,1,3388,今垣光太郎,15,28,7.00,1,0.05,1.51.5
大村,5,予選,晴,南東,2,1,差し,03,4,3415,松井繁,72,47,7.00,4,0.11,1.52.6
