レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
大村,1,一般,晴,北西,1,1,逃げ,01,1,4423,坂口貴彦,25,12,6.86,1,0.00,1.49.0
大村,1,一般,晴,北西,1,1,逃げ,02,2,3805,高橋英之,14,52,6.90,2,0.02,1.50.3
大村,1,一般,晴,北西,1,1,逃げ,03,4,4432,黄金井力良,41,51,6.93,4,0.01,1.51.5
大村,1,一般,晴,北西,1,1,逃げ,04,5,4241,大串重幸,13,50,6.86,5,0.01,1.53.1
大村,1,一般,晴,北西,1,1,逃げ,05,6,3546,中里昌志,20,28,6.91,6,0.02,.  .
大村,1,一般,晴,北西,1,1,逃げ,06,3,4970,井町泰,43,32,6.94,3,0.01,.  .
大村,2,一般,晴,西,1,1,逃げ,01,1,4214,林祐介,72,63,6.88,1,0.08,1.48.9
大村,2,一般,晴,西,1,1,逃げ,02,6,4151,下河誉史,69,23,6.88,6,0.20,1.50.1
大村,2,一般,晴,西,1,1,逃げ,03,2,4076,杉田篤光,23,43,6.91,2,0.16,1.51.7
大村,2,一般,晴,西,1,1,逃げ,04,3,5220,青木蓮,65,13,6.84,3,0.11,1.52.8
大村,2,一般,晴,西,1,1,逃げ,05,4,5025,粟田祥,37,64,6.96,4,0.19,.  .
大村,2,一般,晴,西,1,1,逃げ,06,5,4905,土井祥伍,34,65,6.90,5,0.24,.  .
大村,3,一般,晴,西,1,1,逃げ,01,1,4570,前田聖文,53,36,6.85,1,0.23,1.49.8
大村,3,一般,晴,西,1,1,逃げ,02,4,4237,大峯豊,39,21,6.93,4,0.22,1.51.9
大村,3,一般,晴,西,1,1,逃げ,03,2,4027,松江秀徳,22,73,6.90,2,0.21,1.52.7
大村,3,一般,晴,西,1,1,逃げ,04,3,4562,阪本勇介,33,58,6.91,3,0.16,1.54.5
大村,3,一般,晴,西,1,1,逃げ,05,6,5263,花田凱成,58,39,6.85,6,0.14,.  .
大村,3,一般,晴,西,1,1,逃げ,06,5,4664,東口晃,57,17,6.96,5,0.16,.  .
大村,4,一般,晴,北西,1,1,まくり差し,01,5,3422,服部幸男,18,31,6.88,5,0.13,1.49.0
大村,4,一般,晴,北西,1,1,まくり差し,02,1,4102,益田啓司,15,30,6.85,1,0.09,1.50.8
大村,4,一般,晴,北西,1,1,まくり差し,03,4,4461,安田吉宏,46,68,6.89,4,0.16,1.52.8
大村,4,一般,晴,北西,1,1,まくり差し,04,6,3381,滝沢芳行,12,59,6.87,6,0.19,1.53.8
大村,4,一般,晴,北西,1,1,まくり差し,05,2,3692,竹腰正樹,76,25,6.90,2,0.17,.  .
