レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
大村,1,予選,晴,南,1,1,逃げ,01,1,4020,川上清人,50,75,7.03,1,0.08,1.50.7
大村,1,予選,晴,南,1,1,逃げ,02,2,5199,垂水悠,40,41,6.98,2,0.16,1.51.5
大村,1,予選,晴,南,1,1,逃げ,03,6,3508,久富政弘,74,29,6.97,5,0.17,1.52.2
大村,1,予選,晴,南,1,1,逃げ,04,3,5011,高木圭大,65,23,7.05,3,0.16,1.55.3
大村,1,予選,晴,南,1,1,逃げ,05,4,4023,柴田友和,47,30,7.00,4,0.19,.  .
大村,1,予選,晴,南,1,1,逃げ,06,5,5237,永松良教,11,13,6.97,6,0.21,.  .
大村,2,予選,晴,無風,0,1,まくり,01,6,4027,松江秀徳,25,56,6.94,5,0.13,1.50.0
大村,2,予選,晴,無風,0,1,まくり,02,4,4776,竹田和哉,43,51,7.01,6,0.16,1.51.4
大村,2,予選,晴,無風,0,1,まくり,03,5,4871,菊池宏志,45,50,6.89,4,0.43,1.53.0
大村,2,予選,晴,無風,0,1,まくり,04,2,5212,西川拓利,22,31,7.00,2,0.39,1.53.7
大村,2,予選,晴,無風,0,1,まくり,05,3,3726,桂林寛,51,32,7.02,3,0.19,.  .
大村,2,予選,晴,無風,0,1,まくり,06,1,3998,冨成謙児,68,74,7.02,1,0.22,.  .
大村,3,予選,晴,無風,0,1,逃げ,01,1,4252,松下哲也,69,55,6.98,1,0.19,1.51.4
大村,3,予選,晴,無風,0,1,逃げ,02,6,3809,吉田光,36,27,6.97,4,0.16,1.51.9
大村,3,予選,晴,無風,0,1,逃げ,03,2,5207,高山敬悟,52,34,6.92,6,0.14,1.53.5
大村,3,予選,晴,無風,0,1,逃げ,04,5,3743,林美憲,72,18,6.98,2,0.23,1.54.1
大村,3,予選,晴,無風,0,1,逃げ,05,3,5142,常住蓮,14,12,6.88,3,0.23,.  .
大村,3,予選,晴,無風,0,1,逃げ,06,4,5032,谷口知優,28,20,6.94,5,0.29,.  .
大村,4,予選,晴,無風,0,1,逃げ,01,1,4174,赤坂俊輔,55,40,6.91,1,0.15,1.49.4
大村,4,予選,晴,無風,0,1,逃げ,02,3,4894,原村拓也,32,73,6.96,3,0.04,1.51.6
大村,4,予選,晴,無風,0,1,逃げ,03,4,3554,仲口博崇,19,70,6.93,4,0.09,1.52.8
大村,4,予選,晴,無風,0,1,逃げ,04,2,4336,松田竜馬,62,59,6.98,2,0.11,1.53.6
大村,4,予選,晴,無風,0,1,逃げ,05,5,4416,三宅健太,66,25,6.95,5,0.27,.  .
大村,4,予選,晴,無風,0,1,逃げ,06,6,5312,川辺郭人,18,11,6.94,6,0.21,.  .
大村,5,予選,晴,無風,0,1,逃げ,01,1,4015,前野竜一,63,22,6.93,1,0.16,1.49.6
大村,5,予選,晴,無風,0,1,逃げ,02,2,4374,永田義紘,33,21,6.95,3,0.20,1.51.8
大村,5,予選,晴,無風,0,1,逃げ,03,6,3307,上瀧和則,15,65,7.00,2,0.20,1.53.5
大村,5,予選,晴,無風,0,1,逃げ,04,4,3837,秋山広一,21,58,6.97,5,0.27,1.54.3
大村,5,予選,晴,無風,0,1,逃げ,05,3,4803,飯田庄吾,17,38,6.95,4,0.22,.  .
大村,5,予選,晴,無風,0,1,逃げ,06,5,4562,阪本勇介,75,48,6.86,6,0.21,.  .
大村,6,予選,晴,南,1,1,逃げ,01,1,4369,丹下将,70,64,6.98,1,0.07,1.50.2
大村,6,予選,晴,南,1,1,逃げ,02,2,5121,定松勇樹,37,61,6.95,2,0.12,1.51.4
大村,6,予選,晴,南,1,1,逃げ,03,6,5298,水谷理人,56,45,6.89,6,0.06,1.52.8
大村,6,予選,晴,南,1,1,逃げ,04,4,4020,川上清人,50,75,7.01,4,0.22,1.54.1
大村,6,予選,晴,南,1,1,逃げ,05,3,5212,西川拓利,22,31,6.92,3,0.17,.  .
大村,6,予選,晴,南,1,1,逃げ,06,5,4072,森永淳,60,15,6.92,5,0.13,.  .
大村,7,予選,晴,無風,0,1,差し,01,4,4096,石橋道友,26,43,6.87,4,0.11,1.50.1
大村,7,予選,晴,無風,0,1,差し,02,3,4228,吉田慎二郎,76,49,6.92,3,0.15,1.51.0
大村,7,予選,晴,無風,0,1,差し,03,1,3878,胡本悟志,67,60,6.89,1,0.18,1.52.6
大村,7,予選,晴,無風,0,1,差し,04,2,4552,杉山勝匡,41,62,6.98,2,0.16,1.53.8
大村,7,予選,晴,無風,0,1,差し,05,5,4220,深川和仁,23,63,6.90,5,0.36,.  .
大村,7,予選,晴,無風,0,1,差し,06,6,5237,永松良教,11,13,6.94,6,0.24,.  .
大村,8,予選,晴,南東,1,1,逃げ,01,1,4051,清水敦揮,39,46,6.98,1,0.04,1.49.2
大村,8,予選,晴,南東,1,1,逃げ,02,3,4027,松江秀徳,25,56,6.94,3,0.04,1.50.9
大村,8,予選,晴,南東,1,1,逃げ,03,4,4252,松下哲也,69,55,6.95,4,0.05,1.53.1
大村,8,予選,晴,南東,1,1,逃げ,04,2,4416,三宅健太,66,25,6.98,2,0.11,1.54.0
大村,8,予選,晴,南東,1,1,逃げ,05,6,4023,柴田友和,47,30,6.94,6,0.13,.  .
大村,8,予選,晴,南東,1,1,逃げ,06,5,4583,古田祐貴,49,44,6.95,5,0.10,.  .
大村,9,予選特賞,晴,南,1,1,逃げ,01,1,3304,烏野賢太,61,71,6.91,1,0.11,1.49.6
大村,9,予選特賞,晴,南,1,1,逃げ,02,3,4015,前野竜一,63,22,6.97,3,0.11,1.50.7
大村,9,予選特賞,晴,南,1,1,逃げ,03,5,4894,原村拓也,32,73,7.00,5,0.18,1.53.7
大村,9,予選特賞,晴,南,1,1,逃げ,04,2,4905,土井祥伍,73,17,6.96,2,0.13,1.54.7
大村,9,予選特賞,晴,南,1,1,逃げ,05,6,4092,岡部大輔,54,28,6.97,6,0.17,.  .
大村,9,予選特賞,晴,南,1,1,逃げ,06,4,3998,冨成謙児,68,74,6.99,4,0.14,.  .
大村,10,予選特賞,晴,無風,0,1,逃げ,01,1,3554,仲口博崇,19,70,6.87,1,0.17,1.49.1
大村,10,予選特賞,晴,無風,0,1,逃げ,02,2,4072,森永淳,60,15,6.93,2,0.16,1.51.1
大村,10,予選特賞,晴,無風,0,1,逃げ,03,3,4562,阪本勇介,75,48,6.88,3,0.17,1.52.7
大村,10,予選特賞,晴,無風,0,1,逃げ,04,6,3726,桂林寛,51,32,6.96,6,0.14,1.54.9
大村,10,予選特賞,晴,無風,0,1,逃げ,05,5,4442,松竹大輔,38,35,6.96,5,0.13,.  .
大村,10,予選特賞,晴,無風,0,1,逃げ,06,4,3809,吉田光,36,27,7.00,4,0.17,.  .
大村,11,予選特選,晴,無風,0,1,逃げ,01,1,4776,竹田和哉,43,51,6.95,1,0.08,1.49.1
大村,11,予選特選,晴,無風,0,1,逃げ,02,2,5142,常住蓮,14,12,6.86,3,0.16,1.50.5
大村,11,予選特選,晴,無風,0,1,逃げ,03,3,3307,上瀧和則,15,65,7.01,2,0.14,1.53.2
大村,11,予選特選,晴,無風,0,1,逃げ,04,6,4228,吉田慎二郎,76,49,6.89,6,0.13,1.54.1
大村,11,予選特選,晴,無風,0,1,逃げ,05,4,4369,丹下将,70,64,7.00,4,0.13,.  .
大村,11,予選特選,晴,無風,0,1,逃げ,06,5,4336,松田竜馬,62,59,6.98,5,0.12,.  .
大村,12,龍神選抜,晴,南東,1,1,逃げ,01,1,4096,石橋道友,26,43,6.87,1,0.17,1.50.0
大村,12,龍神選抜,晴,南東,1,1,逃げ,02,5,4174,赤坂俊輔,55,40,6.92,5,0.12,1.50.8
大村,12,龍神選抜,晴,南東,1,1,逃げ,03,6,3837,秋山広一,21,58,6.94,6,0.13,1.52.2
大村,12,龍神選抜,晴,南東,1,1,逃げ,04,4,5121,定松勇樹,37,61,6.89,4,0.16,1.53.0
大村,12,龍神選抜,晴,南東,1,1,逃げ,05,2,3743,林美憲,72,18,6.98,2,0.20,.  .
大村,12,龍神選抜,晴,南東,1,1,逃げ,06,3,4051,清水敦揮,39,46,6.98,3,0.23,.  .
唐津,1,朝１戦予選,晴,北,1,1,まくり差し,01,3,5118,野田なづき,53,73,6.67,3,0.09,1.49.1
唐津,1,朝１戦予選,晴,北,1,1,まくり差し,02,1,3611,岩崎芳美,65,62,6.66,1,0.10,1.51.1
唐津,1,朝１戦予選,晴,北,1,1,まくり差し,03,2,3604,武藤綾子,20,52,6.67,2,0.18,1.52.4
唐津,1,朝１戦予選,晴,北,1,1,まくり差し,04,6,4484,稲生夏季,47,69,6.71,5,0.08,1.53.6
唐津,1,朝１戦予選,晴,北,1,1,まくり差し,05,5,5335,森陽多,55,48,6.63,6,0.10,1.57.0
唐津,1,朝１戦予選,晴,北,1,1,まくり差し,06,4,4909,薮内瑞希,41,70,6.69,4,0.08,1.58.7
唐津,2,モー２ング予,晴,北,2,2,逃げ,01,1,4627,藤原菜希,34,75,6.73,1,0.02,1.49.2
唐津,2,モー２ング予,晴,北,2,2,逃げ,02,6,4773,中川りな,19,51,6.62,6,0.24,1.51.4
唐津,2,モー２ング予,晴,北,2,2,逃げ,03,2,4011,堀之内紀代子,37,64,6.66,2,0.16,1.52.6
唐津,2,モー２ング予,晴,北,2,2,逃げ,04,3,4764,小池礼乃,42,46,6.71,3,0.20,1.53.7
唐津,2,モー２ング予,晴,北,2,2,逃げ,05,4,5250,嶋田有里,15,78,6.75,4,0.29,1.55.4
唐津,2,モー２ング予,晴,北,2,2,逃げ,06,5,4385,鈴木祐美子,64,56,6.65,5,0.23,1.56.4
唐津,3,３ライズ戦予,晴,北,3,3,逃げ,01,1,4286,平田さやか,70,63,6.74,1,0.17,1.51.0
唐津,3,３ライズ戦予,晴,北,3,3,逃げ,02,2,4098,赤澤文香,25,47,6.77,2,0.17,1.52.8
唐津,3,３ライズ戦予,晴,北,3,3,逃げ,03,3,4482,守屋美穂,13,76,6.73,3,0.18,1.53.6
唐津,3,３ライズ戦予,晴,北,3,3,逃げ,04,5,4349,犬童千秋,16,55,6.67,6,0.10,1.55.0
唐津,3,３ライズ戦予,晴,北,3,3,逃げ,05,6,5277,井上未都,40,36,6.76,5,0.11,1.55.5
唐津,3,３ライズ戦予,晴,北,3,3,逃げ,06,4,3334,角ひとみ,67,71,6.75,4,0.18,1.56.0
唐津,4,おは４戦予選,晴,北,2,2,まくり,01,2,3551,藤田美代,30,38,6.69,2,0.17,1.49.9
唐津,4,おは４戦予選,晴,北,2,2,まくり,02,4,4961,西橋奈未,44,39,6.70,4,0.20,1.50.4
唐津,4,おは４戦予選,晴,北,2,2,まくり,03,6,4243,西村歩,56,58,6.69,6,0.15,1.52.6
唐津,4,おは４戦予選,晴,北,2,2,まくり,04,5,4927,関野文,32,34,6.77,5,0.21,1.53.4
唐津,4,おは４戦予選,晴,北,2,2,まくり,05,1,4874,池田奈津美,22,49,6.77,1,0.19,1.55.2
唐津,4,おは４戦予選,晴,北,2,2,まくり,06,3,4845,前田紗希,38,61,6.69,3,0.17,1.55.4
唐津,5,予選,晴,北,2,2,差し,01,2,4387,平山智加,62,42,6.73,2,0.09,1.49.3
唐津,5,予選,晴,北,2,2,差し,02,1,4909,薮内瑞希,41,70,6.72,1,0.06,1.50.8
唐津,5,予選,晴,北,2,2,差し,03,4,3999,大瀧明日香,43,68,6.74,4,0.11,1.52.6
唐津,5,予選,晴,北,2,2,差し,04,3,4275,菅野はやか,14,77,6.79,3,0.09,1.54.8
唐津,5,予選,晴,北,2,2,差し,05,6,3207,田村美和,50,50,6.83,6,0.18,1.56.9
