レース場,レース番号,レース種別,艇番,登録番号,選手名,モーター番号,ボート番号,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム
福岡,1,一般,1,3256,三角哲男,62,129,晴,東,1,2,6.85,01,逃げ,1,0.21,1.48.3
福岡,1,一般,2,3627,井上恵一,71,172,晴,東,1,2,6.80,02,逃げ,2,0.21,1.50.0
福岡,1,一般,3,3107,平岡重典,14,140,晴,東,1,2,6.87,03,逃げ,3,0.21,1.52.7
福岡,1,一般,5,5239,上野俊樹,65,101,晴,東,1,2,6.83,04,逃げ,5,0.15,1.53.2
福岡,1,一般,4,3800,牧宏次,52,125,晴,東,1,2,6.87,05,逃げ,4,0.22,.  .
福岡,1,一般,6,3491,富永茂,39,112,晴,東,1,2,6.84,06,逃げ,6,0.28,.  .
福岡,2,一般,2,3439,大平誉史明,40,123,晴,北,1,2,6.93,01,差し,2,0.12,1.49.4
福岡,2,一般,1,4053,芦澤望,25,137,晴,北,1,2,6.80,02,差し,1,0.10,1.50.6
福岡,2,一般,5,3853,岩崎正哉,23,150,晴,北,1,2,6.79,03,差し,5,0.15,1.52.2
福岡,2,一般,6,5223,森清友翔,44,168,晴,北,1,2,6.83,04,差し,6,0.15,1.52.9
福岡,2,一般,4,3557,太田和美,34,131,晴,北,1,2,6.77,05,差し,4,0.15,.  .
福岡,2,一般,3,4274,長畑友輔,36,174,晴,北,1,2,6.92,06,差し,3,0.12,.  .
福岡,3,一般,1,5221,竹間隆晟,19,124,晴,北,1,2,6.78,01,逃げ,1,0.12,1.48.2
福岡,3,一般,2,4572,渡部悟,35,130,晴,北,1,2,6.86,02,逃げ,2,0.14,1.50.4
福岡,3,一般,4,4319,三宅潤,33,154,晴,北,1,2,6.84,03,逃げ,4,0.16,1.52.3
福岡,3,一般,3,4848,仲谷颯仁,68,141,晴,北,1,2,6.85,04,逃げ,3,0.14,1.53.2
福岡,3,一般,6,4211,村田敦,37,166,晴,北,1,2,6.92,05,逃げ,6,0.22,.  .
福岡,3,一般,5,4332,村上彰一,12,103,晴,北,1,2,6.80,06,逃げ,5,0.21,.  .
福岡,4,一般,3,4401,小林泰,61,134,晴,北,1,2,6.84,01,まくり,3,0.17,1.49.3
福岡,4,一般,1,4489,岩川仁士,50,102,晴,北,1,2,6.80,02,まくり,1,0.18,1.50.9
福岡,4,一般,5,4393,田中孝明,64,115,晴,北,1,2,6.87,03,まくり,5,0.22,1.52.4
福岡,4,一般,2,4759,今泉友吾,29,167,晴,北,1,2,6.81,04,まくり,2,0.22,1.52.7
福岡,4,一般,6,4668,楠本晃嗣,66,148,晴,北,1,2,6.83,05,まくり,6,0.19,.  .
福岡,4,一般,4,4561,藤山翔大,59,171,晴,北,1,2,6.70,06,まくり,4,0.22,.  .
福岡,5,一般,1,4684,楠原翔太,75,114,晴,北,2,2,6.82,01,逃げ,1,0.14,1.49.2
福岡,5,一般,4,3915,繁野谷圭介,55,105,晴,北,2,2,6.86,02,逃げ,4,0.29,1.50.9
福岡,5,一般,6,3107,平岡重典,14,140,晴,北,2,2,6.86,03,逃げ,6,0.23,1.52.6
福岡,5,一般,3,4967,中村魁生,51,149,晴,北,2,2,6.83,04,逃げ,3,0.30,1.53.0
福岡,5,一般,2,4200,早川尚人,42,120,晴,北,2,2,6.81,05,逃げ,2,0.22,.  .
福岡,5,一般,5,4934,佐々木翔斗,74,117,晴,北,2,2,6.81,06,逃げ,5,0.27,.  .
福岡,6,一般,1,4495,森晋太郎,11,118,晴,北,2,2,6.79,01,逃げ,1,0.08,1.49.1
福岡,6,一般,3,5092,篠原晟弥,63,155,晴,北,2,2,6.75,02,逃げ,3,0.10,1.49.4
福岡,6,一般,4,4477,篠崎仁志,67,156,晴,北,2,2,6.80,03,逃げ,4,0.11,1.52.2
福岡,6,一般,2,5063,大塚雅治,48,116,晴,北,2,2,6.81,04,逃げ,2,0.11,1.53.7
福岡,6,一般,5,5267,石本裕武,22,133,晴,北,2,2,6.81,05,逃げ,5,0.15,.  .
