レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
唐津,1,朝１戦予選,晴,北,1,1,差し,01,2,3617,竹田広樹,39,69,6.74,2,0.08,1.50.3
唐津,1,朝１戦予選,晴,北,1,1,差し,02,4,4651,佐藤大騎,42,83,6.81,4,0.01,1.52.1
唐津,1,朝１戦予選,晴,北,1,1,差し,03,1,4584,村岡賢人,64,86,6.73,1,0.06,1.53.1
唐津,1,朝１戦予選,晴,北,1,1,差し,04,5,4340,土性雅也,26,68,6.78,5,0.03,1.54.8
唐津,1,朝１戦予選,晴,北,1,1,差し,05,3,4406,幸野史明,63,84,6.81,3,0.08,1.56.8
唐津,1,朝１戦予選,晴,北,1,1,差し,06,6,5336,瀬川大地,21,48,6.86,6,0.08,1.56.9
唐津,2,モー２ング予,晴,北,1,1,逃げ,01,1,5196,鰐部太空海,31,67,6.69,1,0.10,1.50.9
唐津,2,モー２ング予,晴,北,1,1,逃げ,02,3,3656,伯母芳恒,28,43,6.76,4,0.12,1.52.1
唐津,2,モー２ング予,晴,北,1,1,逃げ,03,5,4956,齊藤大将,30,64,6.78,6,0.17,1.53.1
唐津,2,モー２ング予,晴,北,1,1,逃げ,04,6,4027,松江秀徳,60,52,6.86,2,0.16,1.55.0
唐津,2,モー２ング予,晴,北,1,1,逃げ,05,4,3434,松尾宣邦,23,76,6.78,5,0.11,1.55.9
唐津,2,モー２ング予,晴,北,1,1,逃げ,06,2,4839,四宮与寛,27,87,6.79,3,0.09,1.57.1
唐津,3,３ライズ戦予,晴,北,2,2,逃げ,01,1,3842,星野太郎,16,44,6.79,1,0.01,1.50.9
唐津,3,３ライズ戦予,晴,北,2,2,逃げ,02,5,3517,高橋勲,19,81,6.85,5,0.12,1.52.1
唐津,3,３ライズ戦予,晴,北,2,2,逃げ,03,3,4090,中村尊,33,90,6.82,3,0.02,1.52.9
唐津,3,３ライズ戦予,晴,北,2,2,逃げ,04,2,5177,松井貫太,40,77,6.78,2,0.01,1.54.7
唐津,3,３ライズ戦予,晴,北,2,2,逃げ,05,4,4875,大塚康雅,36,47,6.82,4,0.19,1.56.5
唐津,3,３ライズ戦予,晴,北,2,2,逃げ,06,6,5351,齊藤廉,69,63,6.82,6,0.19,1.56.7
唐津,4,おは４戦予選,晴,北,2,2,抜き,01,4,3333,丸尾義孝,35,80,6.80,4,0.09,1.51.3
唐津,4,おは４戦予選,晴,北,2,2,抜き,02,3,3569,増田進,66,65,6.77,3,0.13,1.52.2
唐津,4,おは４戦予選,晴,北,2,2,抜き,03,1,4976,金山立樹,61,89,6.76,1,0.09,1.52.5
唐津,4,おは４戦予選,晴,北,2,2,抜き,04,6,4562,阪本勇介,14,71,6.87,6,0.15,1.54.1
唐津,4,おは４戦予選,晴,北,2,2,抜き,05,5,5267,石本裕武,59,46,6.83,5,0.06,1.56.3
唐津,4,おは４戦予選,晴,北,2,2,抜き,06,2,4570,前田聖文,37,82,6.75,2,0.26,1.58.3
唐津,5,予選特賞Ｂ,晴,北,1,1,逃げ,01,1,4139,丹下健,32,85,6.74,1,0.08,1.51.6
唐津,5,予選特賞Ｂ,晴,北,1,1,逃げ,02,3,3159,江口晃生,68,51,6.84,2,0.07,1.52.8
唐津,5,予選特賞Ｂ,晴,北,1,1,逃げ,03,4,3777,樋口亮,18,55,6.76,4,0.13,1.53.6
唐津,5,予選特賞Ｂ,晴,北,1,1,逃げ,04,6,3726,桂林寛,67,70,6.80,5,0.18,1.55.8
唐津,5,予選特賞Ｂ,晴,北,1,1,逃げ,05,2,4639,雑賀勇貴,70,45,6.79,3,0.10,1.57.4
唐津,5,予選特賞Ｂ,晴,北,1,1,逃げ,06,5,5259,野田昇吾,20,72,6.78,6,0.28,1.57.9
唐津,6,予選,晴,北,2,2,まくり差し,01,3,4759,今泉友吾,17,37,6.75,3,0.12,1.49.9
唐津,6,予選,晴,北,2,2,まくり差し,02,2,4515,藤田浩人,38,61,6.82,2,0.13,1.52.7
唐津,6,予選,晴,北,2,2,まくり差し,03,1,4016,西川新太郎,11,39,6.80,1,0.11,1.53.7
唐津,6,予選,晴,北,2,2,まくり差し,04,5,4033,伊藤将吉,58,50,6.78,5,0.14,1.55.1
唐津,6,予選,晴,北,2,2,まくり差し,05,4,4695,尾崎雄二,13,40,6.81,4,0.14,1.55.2
唐津,6,予選,晴,北,2,2,まくり差し,06,6,4239,竹田辰也,62,36,6.83,6,0.14,1.56.4
唐津,7,予選,晴,北,2,2,差し,01,4,4236,松村敏,24,31,6.77,4,0.14,1.50.1
唐津,7,予選,晴,北,2,2,差し,02,1,3517,高橋勲,19,81,6.79,1,0.14,1.51.4
唐津,7,予選,晴,北,2,2,差し,03,3,4581,吉村誠,57,53,6.76,3,0.13,1.54.3
唐津,7,予選,晴,北,2,2,差し,04,6,3656,伯母芳恒,28,43,6.86,6,0.21,1.54.8
唐津,7,予選,晴,北,2,2,差し,05,2,4143,浦田晃嗣,25,42,6.80,2,0.11,1.56.4
唐津,7,予選,晴,北,2,2,差し,06,5,4406,幸野史明,63,84,6.84,5,0.15,1.57.0
唐津,8,予選,晴,北,3,3,差し,01,5,3623,深川真二,12,32,6.80,2,0.08,1.50.9
唐津,8,予選,晴,北,3,3,差し,02,2,4340,土性雅也,26,68,6.84,5,0.07,1.52.2
唐津,8,予選,晴,北,3,3,差し,03,6,3953,志道吉和,34,79,6.79,3,0.12,1.54.2
唐津,8,予選,晴,北,3,3,差し,04,3,4839,四宮与寛,27,87,6.84,6,0.11,1.55.8
唐津,8,予選,晴,北,3,3,差し,05,1,4875,大塚康雅,36,47,6.84,1,0.09,1.56.9
唐津,8,予選,晴,北,3,3,差し,06,4,4956,齊藤大将,30,64,6.87,4,0.13,1.57.4
唐津,9,予選,晴,北,3,3,逃げ,01,1,5267,石本裕武,59,46,6.76,1,0.15,1.50.8
唐津,9,予選,晴,北,3,3,逃げ,02,2,4027,松江秀徳,60,52,6.85,2,0.11,1.52.9
唐津,9,予選,晴,北,3,3,逃げ,03,6,4693,松下誉士,41,75,6.74,6,0.04,1.54.0
唐津,9,予選,晴,北,3,3,逃げ,04,3,4976,金山立樹,61,89,6.76,3,0.10,1.55.3
唐津,9,予選,晴,北,3,3,逃げ,05,4,5196,鰐部太空海,31,67,6.75,4,0.11,1.55.9
唐津,9,予選,晴,北,3,3,逃げ,06,5,4139,丹下健,32,85,6.81,5,0.07,1.57.5
唐津,10,予選特賞Ａ,晴,北,4,4,逃げ,01,1,3777,樋口亮,18,55,6.78,1,0.08,1.51.5
唐津,10,予選特賞Ａ,晴,北,4,4,逃げ,02,4,4090,中村尊,33,90,6.82,4,0.12,1.53.1
唐津,10,予選特賞Ａ,晴,北,4,4,逃げ,03,5,4570,前田聖文,37,82,6.85,5,0.36,1.54.0
唐津,10,予選特賞Ａ,晴,北,4,4,逃げ,04,3,4016,西川新太郎,11,39,6.89,3,0.11,1.54.1
唐津,10,予選特賞Ａ,晴,北,4,4,逃げ,05,6,3434,松尾宣邦,23,76,6.82,6,0.33,1.56.2
唐津,10,予選特賞Ａ,晴,北,4,4,逃げ,06,2,4942,柴田朋哉,29,88,6.75,2,0.17,1.57.5
唐津,11,予選特選,晴,北,5,5,逃げ,01,1,4033,伊藤将吉,58,50,6.83,1,0.06,1.51.7
唐津,11,予選特選,晴,北,5,5,逃げ,02,3,3842,星野太郎,16,44,6.85,3,0.15,1.53.0
唐津,11,予選特選,晴,北,5,5,逃げ,03,5,4793,金子萌,65,38,6.87,5,0.11,1.54.6
唐津,11,予選特選,晴,北,5,5,逃げ,04,4,3726,桂林寛,67,70,6.86,4,0.13,1.56.1
唐津,11,予選特選,晴,北,5,5,逃げ,05,2,3406,中里英夫,15,49,6.88,2,0.11,1.56.5
唐津,11,予選特選,晴,北,5,5,逃げ,06,6,4639,雑賀勇貴,70,45,6.87,6,0.13,1.59.6
唐津,12,選抜戦（Ａ）,晴,北,3,3,逃げ,01,1,4236,松村敏,24,31,6.82,1,0.05,1.50.9
唐津,12,選抜戦（Ａ）,晴,北,3,3,逃げ,02,4,4584,村岡賢人,64,86,6.87,4,0.12,1.52.1
唐津,12,選抜戦（Ａ）,晴,北,3,3,逃げ,03,2,3623,深川真二,12,32,6.79,2,0.11,1.53.0
唐津,12,選抜戦（Ａ）,晴,北,3,3,逃げ,04,6,4695,尾崎雄二,13,40,6.87,6,0.20,1.55.2
唐津,12,選抜戦（Ａ）,晴,北,3,3,逃げ,05,3,3333,丸尾義孝,35,80,6.88,3,0.11,1.56.4
唐津,12,選抜戦（Ａ）,晴,北,3,3,逃げ,06,5,4651,佐藤大騎,42,83,6.85,5,0.13,1.58.4
若松,1,一般戦,晴,南東,2,2,差し,01,2,5261,岡暢祐,42,70,6.99,2,0.27,1.53.1
若松,1,一般戦,晴,南東,2,2,差し,02,4,4567,上村慎太郎,30,60,7.00,4,0.28,1.56.0
若松,1,一般戦,晴,南東,2,2,差し,03,1,3722,西村秀樹,52,35,6.92,1,0.21,1.56.5
若松,1,一般戦,晴,南東,2,2,差し,04,5,3875,廣中良一,45,21,7.08,5,0.19,1.57.6
若松,1,一般戦,晴,南東,2,2,差し,05,3,5009,大賀龍之介,60,29,7.03,3,0.22,.  .
若松,1,一般戦,晴,南東,2,2,差し,06,6,5343,小林礼央,8,32,7.03,6,0.18,.  .
若松,2,一般戦,晴,南東,2,2,逃げ,01,1,4219,本岡勝利,55,13,6.99,1,0.16,1.52.4
若松,2,一般戦,晴,南東,2,2,逃げ,02,4,4840,鈴木秀茉,53,28,7.00,4,0.16,1.54.9
若松,2,一般戦,晴,南東,2,2,逃げ,03,5,5167,小川竜太朗,58,22,7.00,5,0.12,1.55.6
若松,2,一般戦,晴,南東,2,2,逃げ,04,3,4226,村田浩司,2,25,6.96,2,0.19,1.57.3
若松,2,一般戦,晴,南東,2,2,逃げ,05,6,5311,小林京平,25,15,6.98,6,0.11,.  .
若松,2,一般戦,晴,南東,2,2,逃げ,06,2,5240,高橋龍治,17,12,6.95,3,0.09,.  .
若松,3,一般戦,晴,南東,3,3,まくり差し,01,4,3773,津留浩一郎,22,50,6.91,4,0.18,1.52.2
若松,3,一般戦,晴,南東,3,3,まくり差し,02,3,4336,松田竜馬,43,23,6.97,3,0.09,1.54.1
若松,3,一般戦,晴,南東,3,3,まくり差し,03,1,3682,切田潤二,35,63,7.00,1,0.16,1.55.3
若松,3,一般戦,晴,南東,3,3,まくり差し,04,5,3904,森貴洋,19,11,6.98,5,0.13,1.55.9
若松,3,一般戦,晴,南東,3,3,まくり差し,05,2,3306,武田正紀,54,66,6.99,2,0.11,.  .
