レース場,レース番号,レース種別,艇番,登録番号,選手名,モーター番号,ボート番号,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム
福岡,1,予選,3,3683,小羽正作,32,144,晴,北,3,3,6.79,01,まくり,3,0.11,1.50.7
福岡,1,予選,1,3745,橋本年光,23,104,晴,北,3,3,6.84,02,まくり,1,0.18,1.51.5
福岡,1,予選,2,3385,渡邉睦広,28,107,晴,北,3,3,6.78,03,まくり,2,0.21,1.53.3
福岡,1,予選,5,3593,横井光弘,26,122,晴,北,3,3,6.91,04,まくり,5,0.08,1.55.4
福岡,1,予選,4,3568,木村光宏,70,103,晴,北,3,3,6.84,05,まくり,4,0.09,.  .
福岡,1,予選,6,3224,栗山繁洋,25,131,晴,北,3,3,6.88,06,まくり,6,0.06,.  .
福岡,2,予選,1,3869,井芹大志,16,146,晴,北,3,3,6.81,01,逃げ,1,0.17,1.49.6
福岡,2,予選,2,3319,山崎義明,52,164,晴,北,3,3,6.82,02,逃げ,2,0.17,1.51.4
福岡,2,予選,4,3313,本吉正樹,19,166,晴,北,3,3,6.82,03,逃げ,4,0.24,1.52.7
福岡,2,予選,3,3257,田頭実,35,137,晴,北,3,3,6.81,04,逃げ,3,0.17,1.54.7
福岡,2,予選,6,3930,岸本隆,69,151,晴,北,3,3,6.83,05,逃げ,6,0.18,.  .
福岡,2,予選,5,3176,長谷川巌,73,112,晴,北,3,3,6.82,06,逃げ,5,0.19,.  .
福岡,3,予選,1,3825,宮嵜隆太郎,14,123,晴,北,3,3,6.83,01,逃げ,1,0.19,1.50.9
福岡,3,予選,2,3737,上平真二,40,163,晴,北,3,3,6.84,02,逃げ,2,0.29,1.52.3
福岡,3,予選,4,2903,山崎毅,18,116,晴,北,3,3,6.87,03,逃げ,4,0.34,1.54.1
福岡,3,予選,3,3211,北川敏弘,49,147,晴,北,3,3,6.84,04,逃げ,3,0.21,1.54.7
福岡,3,予選,6,3822,平尾崇典,48,106,晴,北,3,3,6.84,05,逃げ,6,0.34,.  .
福岡,3,予選,5,3122,高山哲也,51,129,晴,北,3,3,6.89,06,逃げ,5,0.33,.  .
福岡,4,予選,2,3539,金子順一,71,149,晴,北,3,3,6.85,01,逃げ,1,0.09,1.51.2
福岡,4,予選,3,3075,中村裕将,46,168,晴,北,3,3,6.87,02,逃げ,3,0.13,1.52.6
福岡,4,予選,4,3918,深井利寿,24,145,晴,北,3,3,6.88,03,逃げ,4,0.12,1.54.0
福岡,4,予選,6,3606,川北浩貴,66,169,晴,北,3,3,6.81,04,逃げ,6,0.16,1.54.9
福岡,4,予選,5,3305,小野信樹,21,139,晴,北,3,3,6.84,05,逃げ,5,0.13,.  .
福岡,4,予選,1,3370,坪内実,55,159,晴,北,3,3,6.84,06,逃げ,2,0.18,.  .
福岡,5,予選,4,3224,栗山繁洋,25,131,晴,北,3,3,6.88,01,まくり,4,0.08,1.51.3
福岡,5,予選,2,3582,吉川昭男,30,115,晴,北,3,3,6.83,02,まくり,2,0.21,1.52.2
福岡,5,予選,5,3284,渡邊伸太郎,56,113,晴,北,3,3,6.83,03,まくり,5,0.11,1.52.9
福岡,5,予選,3,3888,山本英志,34,130,晴,北,3,3,6.86,04,まくり,3,0.19,1.54.1
福岡,5,予選,6,3462,竹上真司,45,109,晴,北,3,3,6.89,05,まくり,6,0.18,.  .
福岡,5,予選,1,3340,池田雷太,74,136,晴,北,3,3,6.81,06,まくり,1,0.19,.  .
福岡,6,予選,1,3158,島川光男,36,140,晴,北,3,3,6.91,01,逃げ,1,0.14,1.50.7
福岡,6,予選,2,3412,鈴木博,60,162,晴,北,3,3,6.83,02,逃げ,2,0.15,1.52.3
福岡,6,予選,4,3869,井芹大志,16,146,晴,北,3,3,6.86,03,逃げ,4,0.16,1.53.3
