レース場,レース番号,レース種別,艇番,登録番号,選手名,モーター番号,ボート番号,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム
福岡,1,一般戦,1,3327,野長瀬正孝,69,153,晴,南,1,2,6.87,01,逃げ,1,0.15,1.50.8
福岡,1,一般戦,2,4037,別府正幸,59,142,晴,南,1,2,6.82,02,逃げ,2,0.15,1.51.8
福岡,1,一般戦,3,3951,石川吉鎬,62,144,晴,南,1,2,6.90,03,逃げ,3,0.22,1.52.4
福岡,1,一般戦,4,3831,安藤裕貴,32,154,晴,南,1,2,6.90,04,逃げ,4,0.22,1.53.5
福岡,1,一般戦,6,3881,浦上拓也,56,172,晴,南,1,2,6.95,05,逃げ,6,0.17,.  .
福岡,1,一般戦,5,3921,川村正輝,41,170,晴,南,1,2,6.89,06,逃げ,5,0.21,.  .
福岡,2,一般戦,2,4389,伊藤喜智,30,106,晴,西,1,2,6.89,01,差し,2,0.18,1.49.8
福岡,2,一般戦,4,3290,倉谷和信,27,167,晴,西,1,2,6.95,02,差し,4,0.18,1.50.5
福岡,2,一般戦,1,3257,田頭実,63,111,晴,西,1,2,6.88,03,差し,1,0.14,1.52.3
福岡,2,一般戦,3,3687,花田和明,45,138,晴,西,1,2,6.92,04,差し,3,0.19,1.53.6
福岡,2,一般戦,6,3814,金子貴志,53,118,晴,西,1,2,6.97,05,差し,6,0.25,.  .
福岡,2,一般戦,5,3691,加藤知弘,19,140,晴,西,1,2,6.92,06,差し,5,0.22,.  .
福岡,3,一般戦,1,3834,細川明人,37,115,晴,北,1,2,6.85,01,逃げ,1,0.12,1.53.1
福岡,3,一般戦,3,4278,藤岡俊介,31,161,晴,北,1,2,6.89,02,逃げ,3,0.11,1.56.2
福岡,3,一般戦,5,3434,松尾宣邦,51,141,晴,北,1,2,6.93,03,逃げ,5,0.28,1.57.6
福岡,3,一般戦,2,3885,久田武,12,131,晴,北,1,2,6.92,04,逃げ,2,0.13,1.59.0
福岡,3,一般戦,6,5068,前田滉,48,156,晴,北,1,2,6.84,05,逃げ,6,0.19,.  .
福岡,4,一般戦,1,3227,長岡茂一,17,126,晴,北東,2,3,6.85,01,逃げ,1,0.16,1.49.8
福岡,4,一般戦,4,3517,高橋勲,39,160,晴,北東,2,3,6.87,02,逃げ,4,0.19,1.51.2
福岡,4,一般戦,3,3940,飯山泰,42,147,晴,北東,2,3,6.79,03,逃げ,3,0.18,1.52.7
福岡,4,一般戦,2,3508,久富政弘,55,105,晴,北東,2,3,6.90,04,逃げ,2,0.19,1.54.1
福岡,4,一般戦,6,3519,冨田秀幸,61,164,晴,北東,2,3,6.86,05,逃げ,6,0.29,.  .
福岡,4,一般戦,5,5081,篠原飛翔,49,139,晴,北東,2,3,6.90,06,逃げ,5,0.24,.  .
福岡,5,一般戦,4,4036,金田諭,29,119,晴,北東,2,3,6.84,01,まくり,4,0.12,1.50.4
福岡,5,一般戦,5,3575,田野邊秀樹,74,108,晴,北東,2,3,6.91,02,まくり,5,0.16,1.51.5
福岡,5,一般戦,2,4494,河合佑樹,13,133,晴,北東,2,3,6.76,03,まくり,2,0.27,1.53.4
福岡,5,一般戦,6,3714,梶原正,16,134,晴,北東,2,3,6.89,04,まくり,6,0.13,1.54.0
福岡,5,一般戦,1,3251,平石和男,66,143,晴,北東,2,3,6.89,05,まくり,1,0.31,.  .
福岡,5,一般戦,3,3151,落合敬一,46,155,晴,北東,2,3,6.91,06,まくり,3,0.24,.  .
福岡,6,一般戦,4,3574,大神康司,58,102,晴,北,2,3,6.91,01,まくり,4,0.09,1.50.5
福岡,6,一般戦,3,3814,金子貴志,53,118,晴,北,2,3,6.92,02,まくり,3,0.12,1.51.5
福岡,6,一般戦,1,3757,畑和宏,68,112,晴,北,2,3,6.86,03,まくり,1,0.14,1.52.7
福岡,6,一般戦,2,3631,田添康介,11,103,晴,北,2,3,6.87,04,まくり,2,0.13,1.53.8
福岡,6,一般戦,5,3482,金子猛志,22,107,晴,北,2,3,6.90,05,まくり,5,0.15,.  .
福岡,6,一般戦,6,4037,別府正幸,59,142,晴,北,2,3,6.81,06,まくり,6,0.15,.  .
福岡,7,一般戦,1,3434,松尾宣邦,51,141,晴,北,2,3,6.92,01,逃げ,1,0.19,1.49.6
福岡,7,一般戦,3,3921,川村正輝,41,170,晴,北,2,3,6.86,02,逃げ,3,0.16,1.51.0
福岡,7,一般戦,5,4432,黄金井力良,36,159,晴,北,2,3,6.93,03,逃げ,5,0.22,1.53.3
福岡,7,一般戦,2,4512,高野哲史,18,171,晴,北,2,3,6.94,04,逃げ,2,0.18,1.53.3
福岡,7,一般戦,4,4369,丹下将,47,165,晴,北,2,3,6.93,05,逃げ,4,0.19,.  .
福岡,7,一般戦,6,5119,真田翔磨,67,158,晴,北,2,3,6.94,06,逃げ,6,0.20,.  .
福岡,8,一般戦,1,2878,富山弘幸,60,145,晴,北,2,3,6.90,01,逃げ,1,0.11,1.49.9
福岡,8,一般戦,2,3600,玄馬徹,65,101,晴,北,2,3,6.90,02,逃げ,2,0.13,1.51.8
福岡,8,一般戦,5,3951,石川吉鎬,62,144,晴,北,2,3,6.95,03,逃げ,5,0.25,1.53.2
福岡,8,一般戦,4,4389,伊藤喜智,30,106,晴,北,2,3,6.91,04,逃げ,4,0.26,1.53.5
福岡,8,一般戦,3,5068,前田滉,48,156,晴,北,2,3,6.86,05,逃げ,3,0.10,.  .
福岡,8,一般戦,6,5081,篠原飛翔,49,139,晴,北,2,3,6.89,06,逃げ,6,0.26,.  .
福岡,9,一般戦,2,3575,田野邊秀樹,74,108,晴,北東,2,3,6.95,01,差し,2,0.10,1.50.1
福岡,9,一般戦,1,3353,前田光昭,71,135,晴,北東,2,3,6.95,02,差し,1,0.13,1.52.2
福岡,9,一般戦,4,3508,久富政弘,55,105,晴,北東,2,3,6.93,03,差し,4,0.18,1.52.8
福岡,9,一般戦,3,3831,安藤裕貴,32,154,晴,北東,2,3,6.92,04,差し,3,0.11,1.53.7
福岡,9,一般戦,6,3873,別府昌樹,64,169,晴,北東,2,3,6.94,05,差し,6,0.31,.  .
福岡,9,一般戦,5,3885,久田武,12,131,晴,北東,2,3,6.90,06,差し,5,0.23,.  .
福岡,10,準優勝戦,2,3290,倉谷和信,27,167,晴,北,2,3,6.90,01,差し,2,0.07,1.50.0
福岡,10,準優勝戦,6,3227,長岡茂一,17,126,晴,北,2,3,6.91,02,差し,4,0.02,1.51.8
福岡,10,準優勝戦,5,3631,田添康介,11,103,晴,北,2,3,6.88,03,差し,6,0.03,1.53.1
福岡,10,準優勝戦,3,3361,岡部浩,23,149,晴,北,2,3,6.86,04,差し,5,0.07,1.54.2
福岡,10,準優勝戦,1,4036,金田諭,29,119,晴,北,2,3,6.79,05,差し,1,0.06,.  .
福岡,10,準優勝戦,4,3251,平石和男,66,143,晴,北,2,3,6.89,06,差し,3,0.12,.  .
福岡,11,準優勝戦,3,3327,野長瀬正孝,69,153,晴,北,2,3,6.91,01,逃げ,1,0.14,1.59.9
福岡,11,準優勝戦,2,3517,高橋勲,39,160,晴,北,2,3,6.87,02,逃げ,3,0.13,2.01.1
福岡,11,準優勝戦,4,4512,高野哲史,18,171,晴,北,2,3,6.91,03,逃げ,4,0.14,2.04.5
福岡,11,準優勝戦,6,3757,畑和宏,68,112,晴,北,2,3,6.86,04,逃げ,6,0.21,2.07.3
福岡,11,準優勝戦,5,3940,飯山泰,42,147,晴,北,2,3,6.82,05,逃げ,5,0.17,.  .
福岡,12,準優勝戦,2,4278,藤岡俊介,31,161,晴,北,1,2,6.97,01,差し,2,0.14,1.49.2
福岡,12,準優勝戦,1,3574,大神康司,58,102,晴,北,1,2,6.89,02,差し,1,0.17,1.50.8
福岡,12,準優勝戦,4,4494,河合佑樹,13,133,晴,北,1,2,6.85,03,差し,4,0.17,1.51.9
福岡,12,準優勝戦,3,2878,富山弘幸,60,145,晴,北,1,2,6.93,04,差し,3,0.16,1.53.8
福岡,12,準優勝戦,6,3834,細川明人,37,115,晴,北,1,2,6.91,05,差し,6,0.15,.  .
福岡,12,準優勝戦,5,3257,田頭実,63,111,晴,北,1,2,6.88,06,差し,5,0.18,.  .
芦屋,1,一,2,4666,日笠勝弘,42,62,晴,南,1,1,6.77,01,差し,2,0.21,1.54.0
芦屋,1,一,1,3156,金子良昭,38,37,晴,南,1,1,6.73,02,差し,1,0.21,1.57.0
芦屋,1,一,3,4951,新田洋一,52,43,晴,南,1,1,6.75,03,差し,3,0.23,2.01.6
芦屋,1,一,5,4407,鹿島敏弘,23,40,晴,南,1,1,6.70,04,差し,5,0.27,2.04.2
芦屋,1,一,6,3860,松本浩貴,2,66,晴,南,1,1,6.89,05,差し,6,0.36,.  .
芦屋,2,一,1,3805,高橋英之,40,59,晴,南,1,1,6.77,01,逃げ,1,0.19,1.47.6
芦屋,2,一,2,4700,金子和之,53,70,晴,南,1,1,6.79,02,逃げ,2,0.19,1.48.5
芦屋,2,一,4,4477,篠崎仁志,19,29,晴,南,1,1,6.79,03,逃げ,3,0.20,1.50.4
芦屋,2,一,6,4683,向井田直弥,59,44,晴,南,1,1,6.79,04,逃げ,4,0.14,1.51.7
芦屋,2,一,5,4345,西舘健,47,55,晴,南,1,1,6.82,05,逃げ,6,0.19,.  .
芦屋,2,一,3,4273,佐藤旭,16,58,晴,南,1,1,6.81,06,逃げ,5,0.25,.  .
芦屋,3,一,1,3158,島川光男,33,34,晴,南,2,2,6.77,01,逃げ,1,0.11,1.48.2
芦屋,3,一,2,4967,中村魁生,8,42,晴,南,2,2,6.76,02,逃げ,2,0.14,1.49.8
芦屋,3,一,3,4503,上野真之介,14,27,晴,南,2,2,6.79,03,逃げ,3,0.14,1.51.1
芦屋,3,一,5,4713,白神優,17,67,晴,南,2,2,6.77,04,逃げ,5,0.22,1.52.2
芦屋,3,一,6,4821,妻鳥晋也,50,11,晴,南,2,2,6.78,05,逃げ,6,0.20,.  .
芦屋,3,一,4,3246,星野政彦,12,32,晴,南,2,2,6.77,06,逃げ,4,0.14,.  .
芦屋,4,一,1,4166,吉田拡郎,18,52,晴,南西,4,4,6.74,01,逃げ,1,0.12,1.48.3
芦屋,4,一,2,4505,島田賢人,9,68,晴,南西,4,4,6.83,02,逃げ,2,0.11,1.49.7
芦屋,4,一,3,4022,待鳥雄紀,25,51,晴,南西,4,4,6.78,03,逃げ,3,0.17,1.50.9
芦屋,4,一,4,4492,本多宏和,4,28,晴,南西,4,4,6.74,04,逃げ,4,0.17,1.50.9
芦屋,4,一,5,4103,山崎善庸,15,69,晴,南西,4,4,6.85,05,逃げ,5,0.21,.  .
芦屋,4,一,6,4550,石岡将太,10,26,晴,南西,4,4,6.81,06,逃げ,6,0.17,.  .
芦屋,5,一,1,4079,出畑孝典,13,19,晴,西,4,4,6.86,01,逃げ,1,0.16,1.48.5
芦屋,5,一,3,3680,森林太,20,49,晴,西,4,4,6.86,02,逃げ,3,0.19,1.49.7
芦屋,5,一,4,4564,山本景士郎,28,16,晴,西,4,4,6.88,03,逃げ,4,0.21,1.50.6
芦屋,5,一,2,3541,三嶌誠司,54,45,晴,西,4,4,6.84,04,逃げ,2,0.13,1.50.9
芦屋,5,一,6,4116,川田正人,49,22,晴,西,4,4,6.87,05,逃げ,6,0.21,.  .
芦屋,5,一,5,4831,羽野直也,27,38,晴,西,4,4,6.86,06,逃げ,5,0.25,.  .
芦屋,6,一,1,4345,西舘健,47,55,晴,西,6,6,6.90,01,逃げ,1,0.12,1.48.7
芦屋,6,一,4,4124,池田雄一,5,14,晴,西,6,6,6.81,02,逃げ,4,0.08,1.49.8
芦屋,6,一,6,4908,上田龍星,34,12,晴,西,6,6,6.84,03,逃げ,6,0.11,1.51.0
芦屋,6,一,2,4951,新田洋一,52,43,晴,西,6,6,6.81,04,逃げ,2,0.12,1.51.8
芦屋,6,一,5,4753,森照夫,58,50,晴,西,6,6,6.85,05,逃げ,5,0.20,.  .
