レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
唐津,1,朝１戦予選,晴,南,1,1,逃げ,01,1,4760,山崎郡,33,50,6.78,1,0.07,1.48.7
唐津,1,朝１戦予選,晴,南,1,1,逃げ,02,3,3708,岡部貴司,42,60,6.81,3,0.09,1.50.7
唐津,1,朝１戦予選,晴,南,1,1,逃げ,03,5,5352,西岡蒼志,46,35,6.76,6,0.11,1.51.5
唐津,1,朝１戦予選,晴,南,1,1,逃げ,04,6,4951,新田洋一,31,80,6.82,5,0.07,1.52.5
唐津,1,朝１戦予選,晴,南,1,1,逃げ,05,4,3715,倉尾大介,54,37,6.85,4,0.06,1.54.0
唐津,1,朝１戦予選,晴,南,1,1,逃げ,06,2,5054,佐々木大河,18,49,6.82,2,0.07,1.56.0
唐津,2,モー２ング予,晴,南西,1,1,逃げ,01,1,4108,吉村正明,41,83,6.75,1,0.13,1.49.1
唐津,2,モー２ング予,晴,南西,1,1,逃げ,02,2,5049,松井友汰,23,82,6.82,2,0.17,1.50.2
唐津,2,モー２ング予,晴,南西,1,1,逃げ,03,3,4006,小野勇作,44,64,6.80,3,0.16,1.51.2
唐津,2,モー２ング予,晴,南西,1,1,逃げ,04,5,3660,長谷川親王,17,36,6.86,5,0.19,1.53.9
唐津,2,モー２ング予,晴,南西,1,1,逃げ,05,6,4485,楠原正剛,35,79,6.85,6,0.20,1.54.9
唐津,2,モー２ング予,晴,南西,1,1,逃げ,06,4,4110,小澤和也,50,52,6.85,4,0.23,1.56.9
唐津,3,３ライズ戦予,晴,南西,1,1,逃げ,01,1,4102,益田啓司,16,47,6.77,1,0.19,1.49.3
唐津,3,３ライズ戦予,晴,南西,1,1,逃げ,02,3,4144,石塚久也,25,51,6.76,3,0.20,1.50.5
