レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
福岡,1,カタメン１一,曇り,南,2,2,逃げ,01,1,4967,中村魁生,32,140,6.81,1,0.12,1.48.9
福岡,1,カタメン１一,曇り,南,2,2,逃げ,02,4,5180,藤本紗弥香,14,160,6.80,4,0.08,1.49.9
福岡,1,カタメン１一,曇り,南,2,2,逃げ,03,5,4330,奈須啓太,46,117,6.84,5,0.11,1.52.6
福岡,1,カタメン１一,曇り,南,2,2,逃げ,04,3,4268,和合俊介,17,144,6.88,3,0.08,1.54.0
福岡,1,カタメン１一,曇り,南,2,2,逃げ,05,2,5020,宮村勇哉,73,101,6.81,2,0.13,.  .
福岡,1,カタメン１一,曇り,南,2,2,逃げ,06,6,3569,増田進,59,113,6.90,6,0.20,.  .
福岡,2,一般,曇り,南,1,2,抜き,01,4,5206,梅原祥平,13,120,6.81,4,0.10,1.49.9
福岡,2,一般,曇り,南,1,2,抜き,02,5,4154,森安弘雅,12,157,6.87,5,0.16,1.51.0
福岡,2,一般,曇り,南,1,2,抜き,03,6,3663,木山和幸,69,158,6.86,6,0.16,1.52.5
福岡,2,一般,曇り,南,1,2,抜き,04,2,4116,川田正人,58,109,6.86,2,0.16,1.52.8
福岡,2,一般,曇り,南,1,2,抜き,05,1,4274,長畑友輔,18,141,6.83,1,0.21,.  .
福岡,2,一般,曇り,南,1,2,抜き,06,3,4485,楠原正剛,30,123,6.86,3,0.23,.  .
福岡,3,カタメン３一,曇り,南,1,2,逃げ,01,1,4957,竹之内極,24,163,6.77,1,0.21,1.49.7
福岡,3,カタメン３一,曇り,南,1,2,逃げ,02,2,3752,宇土泰就,64,139,6.83,2,0.22,1.51.2
福岡,3,カタメン３一,曇り,南,1,2,逃げ,03,4,4245,高橋直哉,19,130,6.87,4,0.25,1.51.2
福岡,3,カタメン３一,曇り,南,1,2,逃げ,04,3,4538,笠置博之,39,105,6.81,3,0.22,1.53.2
福岡,3,カタメン３一,曇り,南,1,2,逃げ,05,5,4098,赤澤文香,37,118,6.81,5,0.37,.  .
福岡,3,カタメン３一,曇り,南,1,2,逃げ,06,6,3855,大熊辰弥,25,137,6.86,6,0.26,.  .
福岡,4,一般,晴,南,1,2,まくり,01,4,3898,平田忠則,27,135,6.84,4,0.10,1.49.3
福岡,4,一般,晴,南,1,2,まくり,02,3,3944,山口裕二,36,165,6.84,3,0.12,1.51.5
福岡,4,一般,晴,南,1,2,まくり,03,2,5241,門田栞,41,110,6.75,2,0.26,1.52.5
福岡,4,一般,晴,南,1,2,まくり,04,6,3372,加藤雅之,61,167,6.79,6,0.13,1.53.1
福岡,4,一般,晴,南,1,2,まくり,05,5,4111,奥田誠,15,126,6.84,5,0.14,.  .
福岡,4,一般,晴,南,1,2,まくり,06,1,5054,佐々木大河,72,161,6.77,1,0.15,.  .
福岡,5,一般,晴,南,1,2,まくり差し,01,4,4351,里岡右貴,31,106,6.83,4,0.14,1.48.7
福岡,5,一般,晴,南,1,2,まくり差し,02,2,4966,田川大貴,66,104,6.81,2,0.21,1.50.6
福岡,5,一般,晴,南,1,2,まくり差し,03,5,4377,濱本優一,57,111,6.91,5,0.17,1.51.9
福岡,5,一般,晴,南,1,2,まくり差し,04,3,3569,増田進,59,113,6.92,3,0.27,1.54.1
福岡,5,一般,晴,南,1,2,まくり差し,05,6,3207,田村美和,49,162,6.86,6,0.17,.  .
福岡,5,一般,晴,南,1,2,まくり差し,06,1,4958,溝口海義也,34,173,6.82,1,0.31,.  .
福岡,6,一般,晴,北,1,2,抜き,01,3,3663,木山和幸,69,158,6.92,3,0.11,1.50.0
福岡,6,一般,晴,北,1,2,抜き,02,5,4590,渡邉優美,63,121,6.85,5,0.17,1.50.5
福岡,6,一般,晴,北,1,2,抜き,03,1,3441,土屋太朗,42,152,6.90,1,0.24,1.52.7
福岡,6,一般,晴,北,1,2,抜き,04,4,4044,湯川浩司,43,116,6.87,4,0.15,1.54.4
福岡,6,一般,晴,北,1,2,抜き,05,6,5266,石田勇斗,22,145,6.94,6,0.29,.  .
福岡,6,一般,晴,北,1,2,抜き,06,2,4592,小林孝弘,51,148,6.88,2,0.21,.  .
福岡,7,一般,晴,北,1,2,まくり差し,01,3,4098,赤澤文香,37,118,6.84,3,0.08,1.50.3
福岡,7,一般,晴,北,1,2,まくり差し,02,1,3444,香月大介,71,132,6.80,1,0.11,1.51.2
福岡,7,一般,晴,北,1,2,まくり差し,03,5,5013,山下夏鈴,45,136,6.84,5,0.09,1.53.7
福岡,7,一般,晴,北,1,2,まくり差し,04,6,4762,藤原啓史朗,38,146,6.80,6,0.10,1.54.4
福岡,7,一般,晴,北,1,2,まくり差し,05,4,5020,宮村勇哉,73,101,6.85,4,0.07,.  .
福岡,7,一般,晴,北,1,2,まくり差し,06,2,5206,梅原祥平,13,120,6.83,2,0.13,.  .
福岡,8,一般,晴,北,1,2,逃げ,01,1,4424,松尾昂明,48,172,6.73,1,0.12,1.50.4
福岡,8,一般,晴,北,1,2,逃げ,02,3,4111,奥田誠,15,126,6.85,3,0.15,1.51.3
福岡,8,一般,晴,北,1,2,逃げ,03,4,4299,中島浩哉,70,166,6.85,4,0.16,1.53.4
福岡,8,一般,晴,北,1,2,逃げ,04,6,4485,楠原正剛,30,123,6.89,6,0.20,1.54.4
福岡,8,一般,晴,北,1,2,逃げ,05,2,5180,藤本紗弥香,14,160,6.82,2,0.13,.  .
福岡,8,一般,晴,北,1,2,逃げ,06,5,3752,宇土泰就,64,139,6.87,5,0.22,.  .
福岡,9,一般,曇り,北,1,2,差し,01,2,4245,高橋直哉,19,130,6.88,2,0.09,1.49.5
福岡,9,一般,曇り,北,1,2,差し,02,1,4377,濱本優一,57,111,6.86,1,0.09,1.51.0
福岡,9,一般,曇り,北,1,2,差し,03,4,5241,門田栞,41,110,6.75,4,0.09,1.52.8
福岡,9,一般,曇り,北,1,2,差し,04,3,4154,森安弘雅,12,157,6.88,3,0.06,1.53.0
福岡,9,一般,曇り,北,1,2,差し,05,6,4530,小野生奈,16,156,6.75,6,0.19,.  .
福岡,9,一般,曇り,北,1,2,差し,06,5,4268,和合俊介,17,144,6.94,5,0.16,.  .
福岡,10,準優勝戦,曇り,北,2,2,逃げ,01,1,4330,奈須啓太,46,117,6.84,1,0.08,1.49.9
