レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
大村,1,一般,晴,北,2,1,まくり,01,3,5086,本村大,24,55,6.88,3,0.06,1.51.2
大村,1,一般,晴,北,2,1,まくり,02,5,4181,花本夏樹,72,40,6.99,5,0.21,1.52.9
大村,1,一般,晴,北,2,1,まくり,03,1,3284,渡邊伸太郎,62,36,6.98,1,0.12,1.53.5
大村,1,一般,晴,北,2,1,まくり,04,4,5000,岡本翔太郎,66,76,6.98,4,0.14,1.54.8
大村,1,一般,晴,北,2,1,まくり,05,2,3825,宮嵜隆太郎,73,75,7.01,2,0.22,.  .
大村,1,一般,晴,北,2,1,まくり,06,6,5338,香月大輝,48,73,6.94,6,0.18,.  .
大村,2,一般,晴,北,2,1,まくり差し,01,5,5083,柳瀬幹太,21,52,6.97,5,0.08,1.50.3
大村,2,一般,晴,北,2,1,まくり差し,02,1,3718,伊達正利,17,20,6.99,1,0.19,1.52.5
大村,2,一般,晴,北,2,1,まくり差し,03,2,5009,大賀龍之介,69,69,6.96,2,0.16,1.54.0
大村,2,一般,晴,北,2,1,まくり差し,04,4,4164,岩永節也,23,41,6.91,4,0.08,1.54.2
大村,2,一般,晴,北,2,1,まくり差し,05,6,3948,大町利克,15,43,7.06,6,0.09,.  .
大村,2,一般,晴,北,2,1,まくり差し,06,3,4209,藤田竜弘,64,26,7.00,3,0.15,.  .
大村,3,一般,晴,北西,1,1,逃げ,01,1,4793,金子萌,59,39,6.94,1,0.12,1.50.3
大村,3,一般,晴,北西,1,1,逃げ,02,4,4006,小野勇作,11,35,6.97,4,0.16,1.52.0
大村,3,一般,晴,北西,1,1,逃げ,03,3,5161,登玉隼百,68,72,6.93,3,0.17,1.53.6
大村,3,一般,晴,北西,1,1,逃げ,04,6,3637,齋藤和政,61,11,6.95,5,0.18,1.55.2
大村,3,一般,晴,北西,1,1,逃げ,05,5,5312,川辺郭人,49,28,7.00,6,0.19,.  .
大村,3,一般,晴,北西,1,1,逃げ,06,2,4523,中村辰也,16,24,6.92,2,0.14,.  .
大村,4,一般,晴,西,1,1,差し,01,2,4150,山田雄太,27,57,7.03,2,0.09,1.51.4
大村,4,一般,晴,西,1,1,差し,02,1,4778,堤啓輔,35,31,7.04,1,0.11,1.52.9
大村,4,一般,晴,西,1,1,差し,03,6,3743,林美憲,29,66,7.01,3,0.13,1.54.1
大村,4,一般,晴,西,1,1,差し,04,5,5252,荒木颯斗,71,22,6.94,5,0.16,1.55.9
大村,4,一般,晴,西,1,1,差し,05,3,3776,横井健太,38,53,7.03,4,0.16,.  .
大村,4,一般,晴,西,1,1,差し,06,4,3852,澤大介,40,62,7.07,6,0.21,.  .
大村,5,一般,晴,北西,1,1,逃げ,01,1,4319,三宅潤,39,30,6.99,1,0.15,1.51.2
大村,5,一般,晴,北西,1,1,逃げ,02,2,4375,照屋厚仁,52,25,6.93,2,0.15,1.52.3
大村,5,一般,晴,北西,1,1,逃げ,03,5,5000,岡本翔太郎,66,76,7.01,5,0.07,1.54.0
大村,5,一般,晴,北西,1,1,逃げ,04,6,4167,片岡秀樹,58,58,7.10,6,0.11,1.54.7
大村,5,一般,晴,北西,1,1,逃げ,05,3,4301,関裕也,46,14,7.00,3,0.08,.  .
大村,5,一般,晴,北西,1,1,逃げ,06,4,4703,森永隆,51,56,7.05,4,0.06,.  .
大村,6,一般,晴,北,2,1,逃げ,01,1,4581,吉村誠,26,60,6.97,1,0.14,1.51.4
大村,6,一般,晴,北,2,1,逃げ,02,3,4989,石原翼,45,50,7.01,3,0.12,1.52.8
大村,6,一般,晴,北,2,1,逃げ,03,4,5083,柳瀬幹太,21,52,7.00,4,0.20,1.53.6
大村,6,一般,晴,北,2,1,逃げ,04,5,3304,烏野賢太,75,65,7.03,5,0.20,1.55.1
大村,6,一般,晴,北,2,1,逃げ,05,2,3519,冨田秀幸,63,59,7.03,2,0.15,.  .
大村,6,一般,晴,北,2,1,逃げ,06,6,3427,大賀広幸,14,12,7.06,6,0.33,.  .
大村,7,一般,晴,北,2,1,逃げ,01,1,3784,中島友和,67,16,6.98,1,0.18,1.51.2
大村,7,一般,晴,北,2,1,逃げ,02,4,5125,高井雄基,54,21,6.99,4,0.15,1.52.2
大村,7,一般,晴,北,2,1,逃げ,03,3,4174,赤坂俊輔,36,19,6.97,3,0.18,1.53.8
大村,7,一般,晴,北,2,1,逃げ,04,2,5274,城間盛渚,33,74,6.99,2,0.18,1.55.4
大村,7,一般,晴,北,2,1,逃げ,05,5,3718,伊達正利,17,20,6.98,5,0.19,.  .
大村,7,一般,晴,北,2,1,逃げ,06,6,5312,川辺郭人,49,28,7.00,6,0.17,.  .
大村,8,一般,晴,南東,1,1,逃げ,01,1,4278,藤岡俊介,43,47,7.01,1,0.06,1.51.3
大村,8,一般,晴,南東,1,1,逃げ,02,2,5161,登玉隼百,68,72,6.96,2,0.07,1.52.0
大村,8,一般,晴,南東,1,1,逃げ,03,5,4793,金子萌,59,39,6.96,4,0.12,1.53.7
大村,8,一般,晴,南東,1,1,逃げ,04,3,3852,澤大介,40,62,7.07,3,0.07,1.55.7
大村,8,一般,晴,南東,1,1,逃げ,05,4,5338,香月大輝,48,73,6.95,6,0.12,.  .
大村,8,一般,晴,南東,1,1,逃げ,06,6,4527,高野心吾,74,54,6.98,5,0.17,.  .
大村,9,一般特選,晴,南東,1,1,逃げ,01,1,4703,森永隆,51,56,7.03,1,0.14,1.51.4
大村,9,一般特選,晴,南東,1,1,逃げ,02,5,4778,堤啓輔,35,31,7.08,5,0.18,1.52.4
大村,9,一般特選,晴,南東,1,1,逃げ,03,4,4150,山田雄太,27,57,7.03,4,0.13,1.53.3
大村,9,一般特選,晴,南東,1,1,逃げ,04,3,4319,三宅潤,39,30,7.07,3,0.16,1.55.2
大村,9,一般特選,晴,南東,1,1,逃げ,05,6,3825,宮嵜隆太郎,73,75,6.98,6,0.25,.  .
大村,9,一般特選,晴,南東,1,1,逃げ,06,2,4164,岩永節也,23,41,6.98,2,0.13,.  .
大村,10,特別選抜戦,晴,南東,2,1,まくり,01,4,4581,吉村誠,26,60,7.06,4,0.11,2.00.1
大村,10,特別選抜戦,晴,南東,2,1,まくり,02,5,4375,照屋厚仁,52,25,7.00,5,0.13,2.02.7
大村,10,特別選抜戦,晴,南東,2,1,まくり,03,2,3304,烏野賢太,75,65,7.05,2,0.21,2.04.3
大村,10,特別選抜戦,晴,南東,2,1,まくり,04,6,5009,大賀龍之介,69,69,7.07,6,0.14,2.08.6
大村,10,特別選抜戦,晴,南東,2,1,まくり,05,1,4006,小野勇作,11,35,7.02,1,0.17,.  .
大村,11,特別選抜戦,晴,南東,1,1,まくり差し,01,3,4278,藤岡俊介,43,47,7.11,3,0.11,1.50.6
大村,11,特別選抜戦,晴,南東,1,1,まくり差し,02,1,3743,林美憲,29,66,6.97,1,0.06,1.52.5
大村,11,特別選抜戦,晴,南東,1,1,まくり差し,03,5,3519,冨田秀幸,63,59,7.07,5,0.24,1.53.6
大村,11,特別選抜戦,晴,南東,1,1,まくり差し,04,4,4301,関裕也,46,14,7.06,4,0.16,1.55.1
