レース場,レース番号,レース種別,艇番,登録番号,選手名,モーター番号,ボート番号,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム
大村,1,予選,1,4106,坂井康嗣,20,24,晴,北西,5,4,6.94,01,逃げ,1,0.24,1.49.7
大村,1,予選,2,4202,浮田圭浩,37,28,晴,北西,5,4,6.94,02,逃げ,2,0.24,1.50.7
大村,1,予選,4,4632,長尾京志郎,35,29,晴,北西,5,4,6.86,03,逃げ,4,0.17,1.51.9
大村,1,予選,3,3775,泉啓文,11,71,晴,北西,5,4,6.92,04,逃げ,3,0.19,1.52.8
大村,1,予選,5,3843,上之晃弘,52,55,晴,北西,5,4,6.93,05,逃げ,5,0.15,.  .
大村,1,予選,6,3851,森田昭彦,72,30,晴,北西,5,4,6.93,06,逃げ,6,0.27,.  .
大村,2,予選,2,4410,井上大輔,51,54,晴,北西,5,4,6.87,01,まくり,2,0.24,1.49.9
大村,2,予選,3,3297,藤丸光一,36,41,晴,北西,5,4,6.86,02,まくり,3,0.22,1.51.0
大村,2,予選,5,3477,近藤稔也,53,13,晴,北西,5,4,6.90,03,まくり,5,0.21,1.52.3
大村,2,予選,4,4523,中村辰也,17,81,晴,北西,5,4,6.85,04,まくり,4,0.18,1.53.9
大村,2,予選,6,5276,大島隆乃介,76,49,晴,北西,5,4,6.89,05,まくり,6,0.29,.  .
大村,2,予選,1,4332,村上彰一,12,61,晴,北西,5,4,6.86,06,まくり,1,0.24,.  .
大村,3,予選,6,3558,山本浩次,18,80,晴,北西,6,5,6.79,01,まくり,3,0.16,1.49.1
大村,3,予選,1,4949,横田貴満,38,15,晴,北西,6,5,6.80,02,まくり,1,0.23,1.50.6
大村,3,予選,4,5011,高木圭大,63,36,晴,北西,6,5,6.80,03,まくり,5,0.21,1.52.6
大村,3,予選,2,5143,常盤海心,61,68,晴,北西,6,5,6.85,04,まくり,2,0.27,1.53.5
大村,3,予選,5,3491,富永茂,45,26,晴,北西,6,5,6.84,05,まくり,6,0.29,.  .
大村,3,予選,3,4250,藤川利文,21,82,晴,北西,6,5,6.92,06,まくり,4,0.18,.  .
大村,4,予選,4,4952,吉武真也,81,56,晴,北西,5,4,6.82,01,まくり,4,0.08,1.49.4
大村,4,予選,5,4747,山戸信二,28,37,晴,北西,5,4,6.85,02,まくり,5,0.04,1.50.2
大村,4,予選,6,3931,黒崎竜也,44,63,晴,北西,5,4,6.82,03,まくり,6,0.11,1.50.4
大村,4,予選,2,4072,森永淳,66,58,晴,北西,5,4,6.77,04,まくり,2,0.12,1.51.8
大村,4,予選,3,4879,山崎鉄平,25,32,晴,北西,5,4,6.86,05,まくり,3,0.22,.  .
大村,4,予選,1,4204,柴田大輔,26,59,晴,北西,5,4,6.75,06,まくり,1,0.09,.  .
大村,5,予選,1,4948,木場悠介,57,39,晴,北西,5,4,6.86,01,逃げ,1,0.12,1.48.7
大村,5,予選,2,3898,平田忠則,58,34,晴,北西,5,4,6.88,02,逃げ,2,0.08,1.49.8
大村,5,予選,3,3834,細川明人,56,33,晴,北西,5,4,6.85,03,逃げ,5,0.14,1.51.4
大村,5,予選,5,4064,原田篤志,62,48,晴,北西,5,4,6.83,04,逃げ,4,0.19,1.51.9
大村,5,予選,6,4151,下河誉史,15,50,晴,北西,5,4,6.85,05,逃げ,3,0.24,.  .
大村,5,予選,4,5258,仲本舜,50,64,晴,北西,5,4,6.88,06,逃げ,6,0.21,.  .
大村,6,予選,2,3897,白井英治,29,16,晴,北西,5,4,6.83,01,まくり,2,0.14,1.48.4
大村,6,予選,3,4315,山崎昂介,59,72,晴,北西,5,4,6.82,02,まくり,3,0.15,1.49.2
大村,6,予選,4,4545,岡村慶太,70,57,晴,北西,5,4,6.81,03,まくり,4,0.05,1.50.3
大村,6,予選,1,4552,杉山勝匡,30,27,晴,北西,5,4,6.86,04,まくり,1,0.15,1.52.5
大村,6,予選,5,5276,大島隆乃介,76,49,晴,北西,5,4,6.86,05,まくり,5,0.09,.  .
大村,6,予選,6,3851,森田昭彦,72,30,晴,北西,5,4,6.92,06,まくり,6,0.31,.  .
大村,7,予選,1,4614,石倉洋行,34,22,晴,北西,4,3,6.77,01,逃げ,1,0.04,1.46.8
大村,7,予選,2,3702,貞兼淳二,43,62,晴,北西,4,3,6.81,02,逃げ,2,0.03,1.49.5
大村,7,予選,4,4513,河野真也,48,17,晴,北西,4,3,6.83,03,逃げ,4,0.19,1.51.5
大村,7,予選,3,4106,坂井康嗣,20,24,晴,北西,4,3,6.88,04,逃げ,3,0.17,1.53.5
大村,7,予選,5,5143,常盤海心,61,68,晴,北西,4,3,6.84,05,逃げ,5,0.17,.  .
大村,7,予選,6,3919,村上純,68,35,晴,北西,4,3,6.88,06,逃げ,6,0.21,.  .
大村,8,予選,5,4410,井上大輔,51,54,晴,北,5,4,6.78,01,まくり,5,0.11,1.49.3
大村,8,予選,1,3944,山口裕二,55,44,晴,北,5,4,6.81,02,まくり,1,0.20,1.50.5
大村,8,予選,6,4015,前野竜一,39,19,晴,北,5,4,6.87,03,まくり,6,0.21,1.51.9
大村,8,予選,4,4202,浮田圭浩,37,28,晴,北,5,4,6.88,04,まくり,4,0.15,1.52.8
大村,8,予選,2,4747,山戸信二,28,37,晴,北,5,4,6.85,05,まくり,2,0.19,.  .
大村,8,予選,3,3491,富永茂,45,26,晴,北,5,4,6.86,06,まくり,3,0.21,.  .
大村,9,予選特選,1,3297,藤丸光一,36,41,晴,北西,4,3,6.83,01,逃げ,1,0.12,1.48.2
大村,9,予選特選,2,3931,黒崎竜也,44,63,晴,北西,4,3,6.74,02,逃げ,2,0.10,1.49.6
大村,9,予選特選,4,3558,山本浩次,18,80,晴,北西,4,3,6.81,03,逃げ,4,0.14,1.51.5
大村,9,予選特選,3,3741,松尾基成,60,66,晴,北西,4,3,6.83,04,逃げ,3,0.14,1.52.4
大村,9,予選特選,6,3834,細川明人,56,33,晴,北西,4,3,6.87,05,逃げ,6,0.14,.  .
大村,9,予選特選,5,3715,倉尾大介,78,78,晴,北西,4,3,6.85,06,逃げ,5,0.18,.  .
大村,10,予選特選,4,4498,宮本夏樹,79,76,晴,北,5,4,6.80,01,まくり,4,0.13,1.48.8
大村,10,予選特選,5,4332,村上彰一,12,61,晴,北,5,4,6.84,02,まくり,5,0.18,1.50.0
大村,10,予選特選,6,4006,小野勇作,31,21,晴,北,5,4,6.83,03,まくり,6,0.23,1.50.8
大村,10,予選特選,2,4949,横田貴満,38,15,晴,北,5,4,6.80,04,まくり,2,0.22,1.51.8
大村,10,予選特選,3,4545,岡村慶太,70,57,晴,北,5,4,6.78,05,まくり,3,0.19,.  .
大村,10,予選特選,1,4043,桐本康臣,41,40,晴,北,5,4,6.81,06,まくり,1,0.17,.  .
大村,11,一般特賞,1,4072,森永淳,66,58,晴,北,4,3,6.74,01,逃げ,1,0.15,1.48.0
大村,11,一般特賞,2,4948,木場悠介,57,39,晴,北,4,3,6.83,02,逃げ,2,0.16,1.49.7
大村,11,一般特賞,3,4614,石倉洋行,34,22,晴,北,4,3,6.78,03,逃げ,3,0.17,1.50.1
大村,11,一般特賞,5,4250,藤川利文,21,82,晴,北,4,3,6.82,04,逃げ,5,0.27,1.52.5
大村,11,一般特賞,4,3775,泉啓文,11,71,晴,北,4,3,6.77,05,逃げ,4,0.23,.  .
大村,11,一般特賞,6,4315,山崎昂介,59,72,晴,北,4,3,6.78,06,逃げ,6,0.32,.  .
大村,12,一般特賞,1,3898,平田忠則,58,34,晴,無風,0,1,6.83,01,逃げ,1,0.06,1.47.1
