レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
丸亀,8,予選,晴,南東,1,1,逃げ,03,3,4739,中村晃朋,21,16,6.87,3,0.09,1.51.6
丸亀,8,予選,晴,南東,1,1,逃げ,04,5,4364,池永太,6,52,6.87,5,0.17,1.52.9
丸亀,8,予選,晴,南東,1,1,逃げ,05,4,3941,池田浩二,16,6,6.85,4,0.18,1.53.4
丸亀,8,予選,晴,南東,1,1,逃げ,06,6,4826,井上一輝,19,32,6.84,6,0.16,1.54.7
丸亀,9,予選,晴,南西,1,1,逃げ,01,1,3783,瓜生正義,52,26,6.75,1,0.16,1.49.1
丸亀,9,予選,晴,南西,1,1,逃げ,02,2,4686,丸野一樹,59,28,6.81,2,0.15,1.50.4
丸亀,9,予選,晴,南西,1,1,逃げ,03,5,4324,海野康志郎,29,45,6.78,5,0.11,1.51.7
丸亀,9,予選,晴,南西,1,1,逃げ,04,4,4030,森高一真,4,35,6.85,4,0.12,1.52.9
丸亀,9,予選,晴,南西,1,1,逃げ,05,3,3952,中澤和志,13,40,6.83,3,0.07,1.53.3
丸亀,9,予選,晴,南西,1,1,逃げ,06,6,4847,佐藤隆太郎,33,66,6.89,6,0.14,1.53.7
丸亀,10,予選,晴,南西,1,1,逃げ,01,1,4166,吉田拡郎,57,31,6.67,1,0.07,1.48.7
丸亀,10,予選,晴,南西,1,1,逃げ,02,6,4500,山田康二,65,24,6.72,5,0.11,1.49.2
丸亀,10,予選,晴,南西,1,1,逃げ,03,2,4238,毒島誠,28,43,6.73,2,0.14,1.51.3
丸亀,10,予選,晴,南西,1,1,逃げ,04,5,3590,濱野谷憲吾,10,41,6.75,4,0.09,1.52.2
丸亀,10,予選,晴,南西,1,1,逃げ,05,3,4772,石丸海渡,32,64,6.78,3,0.11,1.54.1
丸亀,11,予選,晴,南東,2,2,逃げ,01,1,4337,平本真之,45,56,6.73,1,0.03,1.48.0
丸亀,11,予選,晴,南東,2,2,逃げ,02,2,4459,片岡雅裕,3,62,6.80,2,0.08,1.49.4
丸亀,11,予選,晴,南東,2,2,逃げ,03,4,4688,永井彪也,63,5,6.82,4,0.04,1.50.7
丸亀,11,予選,晴,南東,2,2,逃げ,04,6,4762,藤原啓史朗,12,38,6.83,6,0.01,1.52.1
丸亀,11,予選,晴,南東,2,2,逃げ,05,5,4320,峰竜太,56,23,6.70,5,0.07,1.52.4
丸亀,11,予選,晴,南東,2,2,逃げ,06,3,4344,新田雄史,26,19,6.82,3,0.02,1.55.5
丸亀,12,一般,晴,南東,3,3,逃げ,01,1,4547,中田竜太,46,36,6.83,1,0.08,1.48.3
丸亀,12,一般,晴,南東,3,3,逃げ,02,3,4682,大上卓人,5,14,6.74,3,0.12,1.49.7
丸亀,12,一般,晴,南東,3,3,逃げ,03,4,5084,末永和也,66,12,6.76,4,0.11,1.50.9
丸亀,12,一般,晴,南東,3,3,逃げ,04,6,4295,小坂尚哉,14,3,6.84,6,0.05,1.52.2
丸亀,12,一般,晴,南東,3,3,逃げ,05,2,4932,新開航,60,65,6.76,2,0.15,1.53.3
丸亀,12,一般,晴,南東,3,3,逃げ,06,5,4914,吉田裕平,31,60,6.82,5,0.09,1.56.0
鳴門,1,とるならなる,晴,南東,1,1,逃げ,01,1,3612,馬袋義則,22,35,6.87,1,0.16,1.47.9
鳴門,1,とるならなる,晴,南東,1,1,逃げ,02,4,4077,品田直樹,53,64,6.85,4,0.24,1.49.7
鳴門,1,とるならなる,晴,南東,1,1,逃げ,03,3,4007,榮田将彦,67,34,6.87,3,0.26,1.51.6
鳴門,1,とるならなる,晴,南東,1,1,逃げ,04,6,3477,近藤稔也,60,77,6.85,6,0.22,1.52.1
鳴門,1,とるならなる,晴,南東,1,1,逃げ,05,5,4037,別府正幸,25,37,6.92,5,0.21,.  .
鳴門,1,とるならなる,晴,南東,1,1,逃げ,06,2,3773,津留浩一郎,68,24,6.84,2,0.19,.  .
鳴門,2,どーなるなる,晴,南東,1,1,逃げ,01,1,3621,天野晶夫,33,79,6.84,1,0.07,1.49.4
鳴門,2,どーなるなる,晴,南東,1,1,逃げ,02,3,3863,海老澤泰行,37,33,6.88,3,0.11,1.50.1
鳴門,2,どーなるなる,晴,南東,1,1,逃げ,03,5,3813,佐藤大介,59,58,6.89,5,0.12,1.51.4
鳴門,2,どーなるなる,晴,南東,1,1,逃げ,04,2,3911,鈴木猛,10,29,6.82,2,0.09,1.52.0
鳴門,2,どーなるなる,晴,南東,1,1,逃げ,05,4,3563,堤昇,23,36,6.88,4,0.15,.  .
鳴門,2,どーなるなる,晴,南東,1,1,逃げ,06,6,3820,樫葉次郎,18,12,6.84,6,0.17,.  .
鳴門,3,どきどきなる,晴,南東,1,1,まくり差し,01,4,3747,國崎良春,73,31,6.83,4,0.08,1.49.8
鳴門,3,どきどきなる,晴,南東,1,1,まくり差し,02,3,3717,立間充宏,66,62,6.86,3,0.04,1.50.7
鳴門,3,どきどきなる,晴,南東,1,1,まくり差し,03,1,3349,吉田一郎,38,26,6.86,1,0.12,1.51.9
鳴門,3,どきどきなる,晴,南東,1,1,まくり差し,04,5,3869,井芹大志,54,59,6.93,5,0.09,1.52.3
鳴門,3,どきどきなる,晴,南東,1,1,まくり差し,05,6,3505,山田竜一,24,63,6.86,6,0.08,.  .
鳴門,3,どきどきなる,晴,南東,1,1,まくり差し,06,2,3930,岸本隆,57,16,6.87,2,0.14,.  .
鳴門,4,とにかくなる,晴,南東,1,1,逃げ,01,1,3300,川崎智幸,65,51,6.88,1,0.17,1.47.7
鳴門,4,とにかくなる,晴,南東,1,1,逃げ,02,4,3517,高橋勲,70,55,6.83,4,0.14,1.49.7
鳴門,4,とにかくなる,晴,南東,1,1,逃げ,03,3,3660,長谷川親王,51,18,6.88,3,0.18,1.52.6
鳴門,4,とにかくなる,晴,南東,1,1,逃げ,04,6,3873,別府昌樹,82,52,6.89,6,0.16,1.53.1
鳴門,4,とにかくなる,晴,南東,1,1,逃げ,05,5,3977,山本兼士,55,28,6.83,5,0.18,.  .
鳴門,4,とにかくなる,晴,南東,1,1,逃げ,06,2,3933,山地正樹,69,20,6.86,2,0.22,.  .
鳴門,5,一般,晴,南東,1,1,まくり,01,6,3946,赤岩善生,35,13,6.82,2,0.11,1.48.7
鳴門,5,一般,晴,南東,1,1,まくり,02,2,3740,大澤普司,72,78,6.88,3,0.15,1.49.7
鳴門,5,一般,晴,南東,1,1,まくり,03,3,3860,松本浩貴,77,22,6.92,4,0.11,1.52.1
鳴門,5,一般,晴,南東,1,1,まくり,04,4,3619,長谷川充,17,38,6.92,5,0.13,1.52.9
鳴門,5,一般,晴,南東,1,1,まくり,05,5,3773,津留浩一郎,68,24,6.89,6,0.11,.  .
鳴門,5,一般,晴,南東,1,1,まくり,06,1,3680,森林太,14,14,6.89,1,0.21,.  .
鳴門,6,一般,晴,無風,0,1,逃げ,01,1,3627,井上恵一,31,25,6.81,1,0.09,1.49.6
鳴門,6,一般,晴,無風,0,1,逃げ,02,4,3909,佐々木康幸,50,60,6.85,4,0.11,1.50.3
鳴門,6,一般,晴,無風,0,1,逃げ,03,2,3478,嶋田貴支,32,30,6.87,2,0.12,1.51.6
鳴門,6,一般,晴,無風,0,1,逃げ,04,6,4007,榮田将彦,67,34,6.87,6,0.10,1.52.4
鳴門,6,一般,晴,無風,0,1,逃げ,05,5,3743,林美憲,20,11,6.87,5,0.11,.  .
鳴門,6,一般,晴,無風,0,1,逃げ,06,3,3875,廣中良一,19,75,6.86,3,0.05,.  .
鳴門,7,一般,晴,北西,2,2,差し,01,2,4040,廣瀬将亨,21,15,6.83,2,0.13,1.49.0
鳴門,7,一般,晴,北西,2,2,差し,02,4,3869,井芹大志,54,59,6.85,4,0.14,1.49.9
鳴門,7,一般,晴,北西,2,2,差し,03,1,3477,近藤稔也,60,77,6.82,1,0.18,1.51.6
鳴門,7,一般,晴,北西,2,2,差し,04,6,3412,鈴木博,28,57,6.86,6,0.10,1.53.5
鳴門,7,一般,晴,北西,2,2,差し,05,5,3563,堤昇,23,36,6.84,5,0.12,.  .
鳴門,7,一般,晴,北西,2,2,差し,06,3,4077,品田直樹,53,64,6.93,3,0.23,.  .
鳴門,8,一般,晴,北西,2,2,まくり,01,4,3911,鈴木猛,10,29,6.88,4,0.11,1.49.5
鳴門,8,一般,晴,北西,2,2,まくり,02,1,3820,樫葉次郎,18,12,6.88,1,0.15,1.50.7
鳴門,8,一般,晴,北西,2,2,まくり,03,2,3977,山本兼士,55,28,6.98,2,0.19,1.52.0
鳴門,8,一般,晴,北西,2,2,まくり,04,5,3737,上平真二,61,50,6.91,5,0.17,1.52.1
鳴門,8,一般,晴,北西,2,2,まくり,05,6,3660,長谷川親王,51,18,6.90,6,0.21,.  .
鳴門,8,一般,晴,北西,2,2,まくり,06,3,3747,國崎良春,73,31,6.91,3,0.20,.  .
鳴門,9,一般,晴,北,1,1,逃げ,01,1,3505,山田竜一,24,63,6.98,1,0.07,1.48.4
鳴門,9,一般,晴,北,1,1,逃げ,02,2,4037,別府正幸,25,37,6.85,2,0.09,1.51.2
鳴門,9,一般,晴,北,1,1,逃げ,03,4,3933,山地正樹,69,20,6.90,4,0.12,1.51.4
鳴門,9,一般,晴,北,1,1,逃げ,04,3,3161,古場輝義,36,67,7.00,3,0.11,1.52.8
鳴門,9,一般,晴,北,1,1,逃げ,05,6,3680,森林太,14,14,6.99,6,0.12,.  .
鳴門,9,一般,晴,北,1,1,逃げ,06,5,3930,岸本隆,57,16,6.94,5,0.08,.  .
鳴門,10,準優勝戦,晴,北西,3,3,まくり,01,2,3813,佐藤大介,59,58,6.87,2,0.10,1.48.5
鳴門,10,準優勝戦,晴,北西,3,3,まくり,02,3,3909,佐々木康幸,50,60,6.87,3,0.23,1.50.1
鳴門,10,準優勝戦,晴,北西,3,3,まくり,03,5,3740,大澤普司,72,78,6.91,5,0.14,1.51.4
鳴門,10,準優勝戦,晴,北西,3,3,まくり,04,6,3627,井上恵一,31,25,6.96,6,0.13,1.52.4
鳴門,10,準優勝戦,晴,北西,3,3,まくり,05,4,3717,立間充宏,66,62,6.98,4,0.12,.  .
鳴門,10,準優勝戦,晴,北西,3,3,まくり,06,1,3873,別府昌樹,82,52,6.96,1,0.15,.  .
鳴門,11,準優勝戦,晴,北西,1,1,逃げ,01,1,3412,鈴木博,28,57,6.85,1,0.11,1.48.1
鳴門,11,準優勝戦,晴,北西,1,1,逃げ,02,3,3517,高橋勲,70,55,6.81,3,0.15,1.50.0
鳴門,11,準優勝戦,晴,北西,1,1,逃げ,03,2,3743,林美憲,20,11,6.91,2,0.14,1.52.1
鳴門,11,準優勝戦,晴,北西,1,1,逃げ,04,6,3621,天野晶夫,33,79,6.92,6,0.19,1.52.9
鳴門,11,準優勝戦,晴,北西,1,1,逃げ,05,5,3478,嶋田貴支,32,30,6.99,5,0.22,.  .
鳴門,11,準優勝戦,晴,北西,1,1,逃げ,06,4,3349,吉田一郎,38,26,6.97,4,0.18,.  .
鳴門,12,準優勝戦,曇り,北西,2,2,差し,01,2,3737,上平真二,61,50,6.81,2,0.03,1.47.2
鳴門,12,準優勝戦,曇り,北西,2,2,差し,02,1,3946,赤岩善生,35,13,6.84,1,0.04,1.48.3
鳴門,12,準優勝戦,曇り,北西,2,2,差し,03,3,3612,馬袋義則,22,35,6.93,3,0.04,1.50.9
鳴門,12,準優勝戦,曇り,北西,2,2,差し,04,5,4040,廣瀬将亨,21,15,6.86,5,0.07,1.51.8
鳴門,12,準優勝戦,曇り,北西,2,2,差し,05,6,3300,川崎智幸,65,51,6.95,6,0.05,.  .
鳴門,12,準優勝戦,曇り,北西,2,2,差し,06,4,3875,廣中良一,19,75,6.93,4,0.08,.  .
尼崎,1,予選,晴,北東,1,0,逃げ,01,1,4427,秦英悟,40,32,6.89,1,0.05,1.47.9
尼崎,1,予選,晴,北東,1,0,逃げ,02,2,4503,上野真之介,13,72,6.91,2,0.03,1.49.3
尼崎,1,予選,晴,北東,1,0,逃げ,03,3,4055,吉田俊彦,24,27,6.93,3,0.07,1.51.0
尼崎,1,予選,晴,北東,1,0,逃げ,04,5,4262,馬場貴也,59,14,6.93,5,0.06,1.51.9
尼崎,1,予選,晴,北東,1,0,逃げ,05,6,4044,湯川浩司,33,25,6.84,6,0.03,1.52.1
尼崎,1,予選,晴,北東,1,0,逃げ,06,4,3983,須藤博倫,11,30,6.89,4,0.10,1.56.1
尼崎,2,予選,晴,無風,0,0,逃げ,01,1,3918,深井利寿,60,18,6.83,1,0.18,1.49.2
尼崎,2,予選,晴,無風,0,0,逃げ,02,5,4261,岡祐臣,57,54,6.84,5,0.12,1.50.2
尼崎,2,予選,晴,無風,0,0,逃げ,03,4,4545,岡村慶太,16,28,6.85,4,0.16,1.51.0
尼崎,2,予選,晴,無風,0,0,逃げ,04,6,3854,吉川元浩,15,16,6.85,6,0.15,1.51.6
尼崎,2,予選,晴,無風,0,0,逃げ,05,3,3557,太田和美,18,45,6.87,3,0.12,1.53.1
尼崎,2,予選,晴,無風,0,0,逃げ,06,2,4361,柳生泰二,37,50,6.87,2,0.14,1.55.3
尼崎,3,予選,晴,無風,0,0,逃げ,01,1,3780,魚谷智之,44,57,6.75,1,0.15,1.47.9
尼崎,3,予選,晴,無風,0,0,逃げ,02,3,4497,桑原悠,7,66,6.86,3,0.09,1.49.1
尼崎,3,予選,晴,無風,0,0,逃げ,03,5,4397,西村拓也,47,39,6.84,5,0.07,1.50.3
尼崎,3,予選,晴,無風,0,0,逃げ,04,2,4908,上田龍星,9,43,6.85,2,0.09,1.52.0
尼崎,3,予選,晴,無風,0,0,逃げ,05,6,4418,茅原悠紀,62,41,6.82,6,0.17,1.53.0
尼崎,3,予選,晴,無風,0,0,逃げ,06,4,4828,松山将吾,29,17,6.85,4,0.02,1.54.1
尼崎,4,予選,晴,無風,0,0,逃げ,01,1,4391,松田祐季,19,58,6.83,1,0.21,1.49.2
尼崎,4,予選,晴,無風,0,0,逃げ,02,3,4256,渡辺浩司,49,36,6.79,3,0.15,1.49.7
尼崎,4,予選,晴,無風,0,0,逃げ,03,2,3415,松井繁,1,12,6.89,2,0.18,1.51.9
尼崎,4,予選,晴,無風,0,0,逃げ,04,6,4504,前田将太,4,67,6.78,6,0.07,1.52.6
尼崎,4,予選,晴,無風,0,0,逃げ,05,5,4188,久田敏之,3,71,6.91,5,0.11,1.52.9
尼崎,4,予選,晴,無風,0,0,逃げ,06,4,3874,山本寛久,22,48,6.85,4,0.13,1.53.6
尼崎,5,予選,曇り,南西,2,0,まくり差し,01,3,4586,磯部誠,17,75,6.84,3,0.11,1.48.9
尼崎,5,予選,曇り,南西,2,0,まくり差し,02,1,3556,田中信一郎,35,59,6.84,1,0.12,1.50.3
尼崎,5,予選,曇り,南西,2,0,まくり差し,03,4,4524,深谷知博,39,60,6.81,4,0.10,1.51.8
尼崎,5,予選,曇り,南西,2,0,まくり差し,04,5,4013,中島孝平,32,69,6.92,5,0.13,1.52.6
尼崎,5,予選,曇り,南西,2,0,まくり差し,05,6,5016,宮田龍馬,23,23,6.84,6,0.14,1.53.3
尼崎,5,予選,曇り,南西,2,0,まくり差し,06,2,4715,村上遼,6,51,6.86,2,0.16,1.53.4
尼崎,6,予選,晴,西,1,0,逃げ,01,1,4512,高野哲史,42,20,6.80,1,0.15,1.48.9
尼崎,6,予選,晴,西,1,0,逃げ,02,5,4024,井口佳典,34,49,6.80,5,0.11,1.50.8
尼崎,6,予選,晴,西,1,0,逃げ,03,6,4760,山崎郡,8,40,6.80,6,0.11,1.51.8
尼崎,6,予選,晴,西,1,0,逃げ,04,3,4659,木下翔太,56,26,6.83,3,0.10,1.52.8
尼崎,6,予選,晴,西,1,0,逃げ,05,2,4350,篠崎元志,45,64,6.82,2,0.11,1.52.9
尼崎,6,予選,晴,西,1,0,逃げ,06,4,3918,深井利寿,60,18,6.85,4,0.12,1.55.0
尼崎,7,予選,曇り,西,1,0,逃げ,01,1,4262,馬場貴也,59,14,6.84,1,0.08,1.48.1
尼崎,7,予選,曇り,西,1,0,逃げ,02,3,4397,西村拓也,47,39,6.78,3,0.04,1.49.0
尼崎,7,予選,曇り,西,1,0,逃げ,03,6,4370,山口達也,25,55,6.86,6,0.09,1.51.2
尼崎,7,予選,曇り,西,1,0,逃げ,04,4,3897,白井英治,63,15,6.83,4,0.06,1.51.5
尼崎,7,予選,曇り,西,1,0,逃げ,05,5,4794,和田拓也,41,70,6.79,5,0.06,1.53.1
尼崎,7,予選,曇り,西,1,0,逃げ,06,2,4278,藤岡俊介,52,29,6.81,2,0.05,1.54.8
尼崎,8,予選,曇り,南西,4,0,まくり差し,01,3,4418,茅原悠紀,62,41,6.80,3,0.17,1.48.3
尼崎,8,予選,曇り,南西,4,0,まくり差し,02,5,5121,定松勇樹,50,73,6.82,5,0.19,1.50.1
尼崎,8,予選,曇り,南西,4,0,まくり差し,03,4,4504,前田将太,4,67,6.77,4,0.18,1.50.3
尼崎,8,予選,曇り,南西,4,0,まくり差し,04,1,4055,吉田俊彦,24,27,6.86,1,0.18,1.51.7
尼崎,8,予選,曇り,南西,4,0,まくり差し,05,2,4483,北野輝季,61,21,6.85,2,0.17,1.52.1
尼崎,8,予選,曇り,南西,4,0,まくり差し,06,6,4477,篠崎仁志,2,34,6.79,6,0.17,1.53.1
尼崎,9,予選,曇り,南西,3,0,逃げ,01,1,3995,重野哲之,54,19,6.77,1,0.14,1.48.1
尼崎,9,予選,曇り,南西,3,0,逃げ,02,3,4028,田村隆信,30,62,6.86,3,0.11,1.49.9
尼崎,9,予選,曇り,南西,3,0,逃げ,03,4,4908,上田龍星,9,43,6.79,4,0.10,1.50.8
尼崎,9,予選,曇り,南西,3,0,逃げ,04,6,4503,上野真之介,13,72,6.82,6,0.13,1.51.6
尼崎,9,予選,曇り,南西,3,0,逃げ,05,5,4586,磯部誠,17,75,6.84,5,0.09,1.53.0
尼崎,9,予選,曇り,南西,3,0,逃げ,06,2,3854,吉川元浩,15,16,6.82,2,0.14,1.55.4
尼崎,10,予選,晴,南,3,0,抜き,01,4,4445,宮地元輝,10,11,6.76,4,0.12,1.48.9
尼崎,10,予選,晴,南,3,0,抜き,02,1,3415,松井繁,1,12,6.85,1,0.17,1.50.3
尼崎,10,予選,晴,南,3,0,抜き,03,3,4528,黒井達矢,5,38,6.79,3,0.15,1.51.2
尼崎,10,予選,晴,南,3,0,抜き,04,5,4512,高野哲史,42,20,6.80,5,0.14,1.52.6
尼崎,10,予選,晴,南,3,0,抜き,05,6,4261,岡祐臣,57,54,6.78,6,0.20,1.53.4
尼崎,10,予選,晴,南,3,0,抜き,06,2,4828,松山将吾,29,17,6.79,2,0.18,1.55.3
尼崎,11,予選,晴,南,2,0,逃げ,01,1,3897,白井英治,63,15,6.83,1,0.19,1.49.8
尼崎,11,予選,晴,南,2,0,逃げ,02,3,3874,山本寛久,22,48,6.86,3,0.18,1.50.2
尼崎,11,予選,晴,南,2,0,逃げ,03,5,3744,徳増秀樹,14,52,6.79,5,0.12,1.52.2
尼崎,11,予選,晴,南,2,0,逃げ,04,2,4427,秦英悟,40,32,6.82,2,0.21,1.54.0
尼崎,11,予選,晴,南,2,0,逃げ,05,6,3557,太田和美,18,45,6.84,6,0.21,1.55.4
尼崎,11,予選,晴,南,2,0,逃げ,06,4,4362,土屋智則,28,68,6.82,4,0.11,1.57.1
尼崎,12,予選,晴,西,2,0,まくり差し,01,5,4786,佐藤博亮,36,56,6.81,5,0.14,1.49.0
尼崎,12,予選,晴,西,2,0,まくり差し,02,3,3780,魚谷智之,44,57,6.70,3,0.06,1.49.3
尼崎,12,予選,晴,西,2,0,まくり差し,03,1,5121,定松勇樹,50,73,6.78,1,0.07,1.51.3
尼崎,12,予選,晴,西,2,0,まくり差し,04,2,3556,田中信一郎,35,59,6.82,2,0.07,1.51.9
尼崎,12,予選,晴,西,2,0,まくり差し,05,6,4024,井口佳典,34,49,6.80,6,0.18,1.54.3
尼崎,12,予選,晴,西,2,0,まくり差し,06,4,4757,山田祐也,20,74,6.84,4,0.09,1.56.0
三国,1,みくにあさイ,晴,南東,2,2,逃げ,01,1,3158,島川光男,70,27,6.82,1,0.17,1.50.1
三国,1,みくにあさイ,晴,南東,2,2,逃げ,02,3,3814,金子貴志,66,43,6.75,3,0.22,1.51.9
三国,1,みくにあさイ,晴,南東,2,2,逃げ,03,2,5239,上野俊樹,36,30,6.75,2,0.15,1.53.0
三国,1,みくにあさイ,晴,南東,2,2,逃げ,04,5,3989,熊本英一,33,47,6.81,5,0.27,1.53.8
三国,1,みくにあさイ,晴,南東,2,2,逃げ,05,6,3620,信濃由行,62,19,6.83,6,0.22,.  .
三国,1,みくにあさイ,晴,南東,2,2,逃げ,06,4,3583,齋藤智裕,60,44,6.79,4,0.19,.  .
三国,2,みくにあさガ,晴,南東,3,3,逃げ,01,1,4692,酒井俊弘,13,69,6.75,1,0.14,1.50.0
三国,2,みくにあさガ,晴,南東,3,3,逃げ,02,2,3716,石渡鉄兵,54,29,6.76,2,0.16,1.51.4
三国,2,みくにあさガ,晴,南東,3,3,逃げ,03,3,4226,村田浩司,56,54,6.81,3,0.22,1.53.0
三国,2,みくにあさガ,晴,南東,3,3,逃げ,04,4,4355,小川広大,43,67,6.77,4,0.23,1.53.4
三国,2,みくにあさガ,晴,南東,3,3,逃げ,05,5,5240,高橋龍治,50,11,6.71,5,0.28,.  .
三国,2,みくにあさガ,晴,南東,3,3,逃げ,06,6,4592,小林孝弘,21,63,6.82,6,0.25,.  .
三国,3,みくにあさズ,晴,南東,2,2,逃げ,01,1,4302,西野翔太,58,26,6.71,1,0.14,1.50.1
三国,3,みくにあさズ,晴,南東,2,2,逃げ,02,3,3582,吉川昭男,12,58,6.69,3,0.15,1.51.4
三国,3,みくにあさズ,晴,南東,2,2,逃げ,03,4,3419,栗原謙治,24,52,6.82,4,0.24,1.53.2
三国,3,みくにあさズ,晴,南東,2,2,逃げ,04,2,5286,坂井滉哉,15,21,6.75,2,0.21,1.54.6
三国,3,みくにあさズ,晴,南東,2,2,逃げ,05,5,5355,萩原丈太朗,19,61,6.77,5,0.22,.  .
三国,3,みくにあさズ,晴,南東,2,2,逃げ,06,6,3370,坪内実,29,32,6.82,6,0.39,.  .
三国,4,みくにあさ推,晴,南東,1,1,差し,01,2,3514,山一鉄也,27,38,6.73,2,0.20,1.49.9
三国,4,みくにあさ推,晴,南東,1,1,差し,02,1,4531,武富智亮,65,59,6.73,1,0.17,1.51.4
三国,4,みくにあさ推,晴,南東,1,1,差し,03,5,4491,田中堅,57,53,6.84,5,0.21,1.52.9
三国,4,みくにあさ推,晴,南東,1,1,差し,04,6,3870,寺嶋雄,11,56,6.92,6,0.21,1.54.3
