レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
大村,1,一般,曇り,北西,2,1,逃げ,01,1,4301,関裕也,46,14,6.92,1,0.16,1.50.7
大村,1,一般,曇り,北西,2,1,逃げ,02,3,5274,城間盛渚,33,74,6.98,3,0.17,1.51.2
大村,1,一般,曇り,北西,2,1,逃げ,03,6,4006,小野勇作,11,35,6.98,6,0.16,1.53.3
大村,1,一般,曇り,北西,2,1,逃げ,04,4,4523,中村辰也,16,24,6.98,4,0.17,1.55.1
大村,1,一般,曇り,北西,2,1,逃げ,05,5,4209,藤田竜弘,64,26,7.04,5,0.18,.  .
大村,1,一般,曇り,北西,2,1,逃げ,06,2,3852,澤大介,40,62,7.10,2,0.22,.  .
大村,2,一般,晴,北西,1,1,逃げ,01,1,3825,宮嵜隆太郎,73,75,7.00,1,0.11,1.51.4
大村,2,一般,晴,北西,1,1,逃げ,02,2,4375,照屋厚仁,52,25,6.96,2,0.18,1.52.5
大村,2,一般,晴,北西,1,1,逃げ,03,4,4581,吉村誠,26,60,6.99,4,0.12,1.53.3
大村,2,一般,晴,北西,1,1,逃げ,04,3,5083,柳瀬幹太,21,52,7.00,3,0.19,1.54.6
大村,2,一般,晴,北西,1,1,逃げ,05,5,3637,齋藤和政,61,11,7.04,5,0.11,.  .
大村,2,一般,晴,北西,1,1,逃げ,06,6,3284,渡邊伸太郎,62,36,6.99,6,0.11,.  .
大村,3,一般,晴,北西,1,1,逃げ,01,1,3743,林美憲,29,66,7.02,1,0.14,1.51.2
大村,3,一般,晴,北西,1,1,逃げ,02,3,3519,冨田秀幸,63,59,7.07,3,0.17,1.52.5
大村,3,一般,晴,北西,1,1,逃げ,03,6,4269,杉山裕也,34,37,6.92,6,0.19,1.53.2
大村,3,一般,晴,北西,1,1,逃げ,04,2,4181,花本夏樹,72,40,7.02,2,0.20,1.55.0
大村,3,一般,晴,北西,1,1,逃げ,05,5,3718,伊達正利,17,20,7.08,5,0.21,.  .
大村,3,一般,晴,北西,1,1,逃げ,06,4,4778,堤啓輔,35,31,7.09,4,0.17,.  .
大村,4,一般,晴,北西,1,1,まくり差し,01,5,4518,大須賀友,22,48,6.93,5,0.11,1.51.2
大村,4,一般,晴,北西,1,1,まくり差し,02,3,4793,金子萌,59,39,7.01,3,0.12,1.51.6
大村,4,一般,晴,北西,1,1,まくり差し,03,1,5125,高井雄基,54,21,7.07,1,0.14,1.53.4
大村,4,一般,晴,北西,1,1,まくり差し,04,4,3784,中島友和,67,16,7.05,4,0.10,1.53.7
大村,4,一般,晴,北西,1,1,まくり差し,05,6,4522,古澤光紀,70,17,6.98,6,0.12,.  .
大村,4,一般,晴,北西,1,1,まくり差し,06,2,3948,大町利克,15,43,7.07,2,0.12,.  .
大村,5,一般,晴,北西,1,1,逃げ,01,1,4500,山田康二,76,29,7.00,1,0.14,1.48.9
大村,5,一般,晴,北西,1,1,逃げ,02,3,3304,烏野賢太,75,65,7.02,3,0.13,1.51.9
大村,5,一般,晴,北西,1,1,逃げ,03,6,4512,高野哲史,12,13,7.02,6,0.14,1.53.1
大村,5,一般,晴,北西,1,1,逃げ,04,5,3776,横井健太,38,53,7.02,5,0.14,1.53.8
大村,5,一般,晴,北西,1,1,逃げ,05,2,4527,高野心吾,74,54,7.06,2,0.19,.  .
