レース場,レース番号,レース種別,艇番,登録番号,選手名,モーター番号,ボート番号,天候,風向,風速(m),波高(cm),展示タイム,着順,決まり手,進入,スタートタイミング,レースタイム
福岡,1,一般戦,1,4967,中村魁生,43,143,晴,南西,4,4,6.96,01,逃げ,1,0.14,1.51.3
福岡,1,一般戦,2,4574,東潤樹,16,134,晴,南西,4,4,7.08,02,逃げ,2,0.19,1.52.2
福岡,1,一般戦,3,4803,飯田庄吾,27,125,晴,南西,4,4,6.99,03,逃げ,3,0.15,1.53.6
福岡,1,一般戦,4,4268,和合俊介,54,145,晴,南西,4,4,7.06,04,逃げ,4,0.15,1.55.6
福岡,1,一般戦,6,3701,大西隆洋,47,150,晴,南西,4,4,7.09,05,逃げ,6,0.09,.  .
福岡,1,一般戦,5,5067,山田真聖,34,147,晴,南西,4,4,6.99,06,逃げ,5,0.11,.  .
福岡,2,一般戦,2,4668,楠本晃嗣,46,104,晴,南西,5,5,6.89,01,抜き,2,0.16,1.50.7
福岡,2,一般戦,4,3717,立間充宏,49,130,晴,南西,5,5,6.98,02,抜き,4,0.17,1.52.6
福岡,2,一般戦,1,4834,浜本裕己,20,118,晴,南西,5,5,6.95,03,抜き,1,0.17,1.53.8
福岡,2,一般戦,3,3925,大田誠,18,123,晴,南西,5,5,6.96,04,抜き,3,0.16,1.55.4
福岡,2,一般戦,5,4034,西原明生,35,133,晴,南西,5,5,7.03,05,抜き,5,0.25,.  .
福岡,2,一般戦,6,5131,江藤敦宏,66,132,晴,南西,5,5,6.93,06,抜き,6,0.31,.  .
福岡,3,一般戦,1,3974,深山祐二,48,110,晴,南西,4,4,7.07,01,逃げ,1,0.15,1.52.1
福岡,3,一般戦,3,3566,川添英正,15,139,晴,南西,4,4,7.09,02,逃げ,3,0.16,1.53.4
福岡,3,一般戦,5,3471,赤峰和也,31,120,晴,南西,4,4,7.14,03,逃げ,5,0.13,1.55.1
福岡,3,一般戦,2,3797,岩井繁,68,149,晴,南西,4,4,7.12,04,逃げ,2,0.19,1.56.5
福岡,3,一般戦,6,4727,安部慎一,67,106,晴,南西,4,4,7.03,05,逃げ,6,0.19,.  .
