レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
唐津,1,朝１戦一般,晴,無風,0,0,差し,01,2,5054,佐々木大河,18,49,6.70,2,0.10,1.48.8
唐津,1,朝１戦一般,晴,無風,0,0,差し,02,1,4451,松崎祐太郎,69,85,6.76,1,0.11,1.50.1
唐津,1,朝１戦一般,晴,無風,0,0,差し,03,4,4951,新田洋一,31,80,6.71,4,0.07,1.50.8
唐津,1,朝１戦一般,晴,無風,0,0,差し,04,3,3832,下田哲也,40,71,6.80,3,0.11,1.52.7
唐津,1,朝１戦一般,晴,無風,0,0,差し,05,5,4785,木幡純也,13,66,6.76,5,0.14,1.53.7
唐津,1,朝１戦一般,晴,無風,0,0,差し,06,6,4100,松田隆司,70,75,6.70,6,0.19,1.55.8
唐津,2,モー２ング一,晴,北西,1,1,逃げ,01,1,3300,川崎智幸,66,56,6.76,1,0.07,1.48.2
唐津,2,モー２ング一,晴,北西,1,1,逃げ,02,2,4906,鈴木雅希,26,84,6.72,2,0.09,1.50.2
唐津,2,モー２ング一,晴,北西,1,1,逃げ,03,4,4006,小野勇作,44,64,6.76,4,0.19,1.51.7
唐津,2,モー２ング一,晴,北西,1,1,逃げ,04,5,4567,上村慎太郎,61,86,6.78,5,0.21,1.52.7
唐津,2,モー２ング一,晴,北西,1,1,逃げ,05,3,4232,笠雅雄,62,53,6.85,3,0.08,1.52.8
唐津,2,モー２ング一,晴,北西,1,1,逃げ,06,6,5339,石井伸長,53,39,6.86,6,0.18,1.55.3
唐津,3,３ライズ戦一,晴,北西,1,1,逃げ,01,1,4446,和田兼輔,68,89,6.70,1,0.10,1.48.9
唐津,3,３ライズ戦一,晴,北西,1,1,逃げ,02,4,3715,倉尾大介,54,37,6.81,4,0.18,1.50.4
唐津,3,３ライズ戦一,晴,北西,1,1,逃げ,03,3,4496,内堀学,43,44,6.74,3,0.13,1.52.4
唐津,3,３ライズ戦一,晴,北西,1,1,逃げ,04,5,4164,岩永節也,20,57,6.84,5,0.24,1.53.2
唐津,3,３ライズ戦一,晴,北西,1,1,逃げ,05,2,3660,長谷川親王,17,36,6.79,2,0.19,1.53.8
唐津,3,３ライズ戦一,晴,北西,1,1,逃げ,06,6,4104,木下陽介,63,38,6.85,6,0.20,1.56.3
唐津,4,おは４戦一般,晴,北西,1,1,逃げ,01,1,5055,眞鳥章太,39,41,6.69,1,0.09,1.48.5
唐津,4,おは４戦一般,晴,北西,1,1,逃げ,02,2,5049,松井友汰,23,82,6.73,2,0.09,1.49.8
唐津,4,おは４戦一般,晴,北西,1,1,逃げ,03,5,4432,黄金井力良,36,32,6.75,5,0.19,1.51.6
唐津,4,おは４戦一般,晴,北西,1,1,逃げ,04,3,5243,三馬崇史,34,90,6.76,3,0.18,1.52.7
唐津,4,おは４戦一般,晴,北西,1,1,逃げ,05,4,3708,岡部貴司,42,60,6.77,4,0.17,1.53.6
唐津,4,おは４戦一般,晴,北西,1,1,逃げ,06,6,4172,森定晃史,19,43,6.75,6,0.18,1.54.4
唐津,5,一般,晴,西,2,2,まくり差し,01,4,3621,天野晶夫,67,45,6.83,3,0.03,1.48.5
唐津,5,一般,晴,西,2,2,まくり差し,02,1,4951,新田洋一,31,80,6.85,1,0.01,1.50.4
唐津,5,一般,晴,西,2,2,まくり差し,03,2,4949,横田貴満,58,59,6.83,2,0.06,1.51.7
唐津,5,一般,晴,西,2,2,まくり差し,04,6,4108,吉村正明,41,83,6.85,4,0.11,1.53.5
唐津,5,一般,晴,西,2,2,まくり差し,05,3,4204,柴田大輔,15,72,6.78,5,0.16,1.54.5
唐津,5,一般,晴,西,2,2,まくり差し,06,5,5384,八戸琉楓,12,68,6.83,6,0.25,1.56.6
唐津,6,一般,晴,北西,1,1,抜き,01,1,4232,笠雅雄,62,53,6.89,1,0.07,1.49.4
唐津,6,一般,晴,北西,1,1,抜き,02,2,3746,岡瀬正人,51,58,6.81,2,0.12,1.50.2
唐津,6,一般,晴,北西,1,1,抜き,03,3,4785,木幡純也,13,66,6.89,3,0.06,1.51.9
唐津,6,一般,晴,北西,1,1,抜き,04,6,4144,石塚久也,25,51,6.84,6,0.11,1.52.8
唐津,6,一般,晴,北西,1,1,抜き,05,5,4640,山ノ内雅人,48,62,6.88,5,0.10,1.54.4
唐津,6,一般,晴,北西,1,1,抜き,06,4,5167,小川竜太朗,52,40,6.83,4,0.11,1.56.4
唐津,7,一般,晴,西,3,3,差し,01,2,3888,山本英志,47,67,6.81,2,0.13,1.49.1
唐津,7,一般,晴,西,3,3,差し,02,6,4760,山崎郡,33,50,6.75,6,0.11,1.50.9
唐津,7,一般,晴,西,3,3,差し,03,4,4485,楠原正剛,35,79,6.87,4,0.15,1.52.0
唐津,7,一般,晴,西,3,3,差し,04,5,4102,益田啓司,16,47,6.87,5,0.13,1.53.1
