レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
大村,1,予選,曇り,北西,3,2,逃げ,01,1,4603,谷川将太,24,50,7.01,1,0.16,1.50.6
大村,1,予選,曇り,北西,3,2,逃げ,02,2,4248,岡本大,15,27,7.06,2,0.18,1.53.1
大村,1,予選,曇り,北西,3,2,逃げ,03,4,4171,榎幸司,64,51,7.09,4,0.20,1.54.1
大村,1,予選,曇り,北西,3,2,逃げ,04,6,3527,中嶋誠一郎,44,29,7.07,6,0.17,1.54.6
大村,1,予選,曇り,北西,3,2,逃げ,05,5,5011,高木圭大,18,21,7.02,5,0.16,.  .
大村,1,予選,曇り,北西,3,2,逃げ,06,3,4789,古賀智之,19,69,7.05,3,0.15,.  .
大村,2,予選,曇り,北西,2,1,逃げ,01,1,3501,川上昇平,28,37,7.04,1,0.17,1.52.6
大村,2,予選,曇り,北西,2,1,逃げ,02,3,4498,宮本夏樹,67,20,7.01,3,0.14,1.53.3
大村,2,予選,曇り,北西,2,1,逃げ,03,2,3741,松尾基成,16,74,7.07,2,0.18,1.54.5
大村,2,予選,曇り,北西,2,1,逃げ,04,4,5208,屋良龍紀,57,60,7.03,4,0.18,1.56.2
大村,2,予選,曇り,北西,2,1,逃げ,05,6,4747,山戸信二,69,67,7.01,6,0.14,.  .
大村,2,予選,曇り,北西,2,1,逃げ,06,5,4969,町田洸希,14,15,7.01,5,0.32,.  .
大村,3,予選,曇り,北西,2,1,逃げ,01,1,4213,重富伸也,50,71,6.98,1,0.14,1.52.1
大村,3,予選,曇り,北西,2,1,逃げ,02,2,3944,山口裕二,66,43,7.04,2,0.09,1.53.6
大村,3,予選,曇り,北西,2,1,逃げ,03,6,4695,尾崎雄二,58,63,7.02,6,0.18,1.54.0
大村,3,予選,曇り,北西,2,1,逃げ,04,4,3871,池田紫乃,39,12,7.05,4,0.11,1.55.6
大村,3,予選,曇り,北西,2,1,逃げ,05,5,4060,島田一生,41,73,7.01,5,0.11,.  .
大村,3,予選,曇り,北西,2,1,逃げ,06,3,5261,岡暢祐,73,30,6.98,3,0.10,.  .
大村,4,予選,曇り,北西,3,2,差し,01,3,5129,山口真喜子,60,65,7.00,4,0.12,1.51.1
大村,4,予選,曇り,北西,3,2,差し,02,2,4315,山崎昂介,20,75,6.99,3,0.12,1.53.7
大村,4,予選,曇り,北西,3,2,差し,03,4,5048,眞鳥康太,38,66,7.05,5,0.15,1.54.4
大村,4,予選,曇り,北西,3,2,差し,04,6,3349,吉田一郎,49,57,7.12,2,0.13,1.54.9
大村,4,予選,曇り,北西,3,2,差し,05,5,4004,山本浩輔,33,19,7.03,6,0.17,.  .
大村,4,予選,曇り,北西,3,2,差し,06,1,3627,井上恵一,53,39,7.01,1,0.22,.  .
大村,5,予選,曇り,北西,2,1,差し,01,2,4715,村上遼,63,38,6.97,2,0.13,1.50.7
大村,5,予選,曇り,北西,2,1,差し,02,1,3989,熊本英一,35,47,7.01,1,0.12,1.52.8
