レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
唐津,10,準優勝戦,晴,北,3,3,まくり差し,04,2,4336,松田竜馬,20,87,6.91,2,0.10,1.52.7
唐津,10,準優勝戦,晴,北,3,3,まくり差し,05,4,4352,下條雄太郎,39,83,6.89,4,0.13,1.53.7
唐津,10,準優勝戦,晴,北,3,3,まくり差し,06,3,3385,渡邉睦広,34,61,6.92,3,0.20,1.56.7
唐津,11,準優勝戦,晴,北,4,4,差し,01,2,4500,山田康二,62,45,6.85,2,0.09,1.48.0
唐津,11,準優勝戦,晴,北,4,4,差し,02,1,4953,尾上雅也,56,37,6.85,1,0.04,1.50.3
唐津,11,準優勝戦,晴,北,4,4,差し,03,4,4292,麻生慎介,61,78,6.84,4,0.05,1.51.8
唐津,11,準優勝戦,晴,北,4,4,差し,04,6,3721,守田俊介,52,34,7.01,6,0.07,1.52.6
唐津,11,準優勝戦,晴,北,4,4,差し,05,5,3484,芝田浩治,66,42,6.86,5,0.08,1.52.8
唐津,11,準優勝戦,晴,北,4,4,差し,06,3,4375,照屋厚仁,30,66,6.83,3,0.07,1.55.4
唐津,12,準優勝戦,晴,北東,4,4,差し,01,2,4515,藤田浩人,63,85,6.92,2,0.07,1.48.3
唐津,12,準優勝戦,晴,北東,4,4,差し,02,1,3557,太田和美,58,84,6.87,1,0.03,1.49.5
唐津,12,準優勝戦,晴,北東,4,4,差し,03,3,4518,大須賀友,57,58,6.84,3,0.12,1.52.2
唐津,12,準優勝戦,晴,北東,4,4,差し,04,5,4794,和田拓也,26,69,6.88,5,0.21,1.53.2
唐津,12,準優勝戦,晴,北東,4,4,差し,05,4,4529,嶋義信,35,86,6.84,4,0.17,1.54.3
唐津,12,準優勝戦,晴,北東,4,4,差し,06,6,3544,豊田訓靖,16,51,6.96,6,0.21,1.54.7
福岡,1,カタメン１一,晴,北東,2,2,逃げ,01,1,4420,津久井拓也,66,174,6.78,1,0.19,1.49.8
福岡,1,カタメン１一,晴,北東,2,2,逃げ,02,2,3757,畑和宏,31,145,6.77,2,0.17,1.50.9
福岡,1,カタメン１一,晴,北東,2,2,逃げ,03,4,4465,大西賢,70,144,6.80,4,0.13,1.51.9
福岡,1,カタメン１一,晴,北東,2,2,逃げ,04,5,5178,成貞琳平,27,162,6.85,5,0.17,1.54.3
福岡,1,カタメン１一,晴,北東,2,2,逃げ,05,3,4990,田中博子,44,130,6.82,3,0.15,.  .
福岡,1,カタメン１一,晴,北東,2,2,逃げ,06,6,5370,日隈茜,39,109,6.83,6,0.18,.  .
福岡,2,一般,晴,東,2,2,まくり差し,01,3,4467,渡邉俊介,61,163,6.78,3,0.09,1.48.6
福岡,2,一般,晴,東,2,2,まくり差し,02,1,3505,山田竜一,36,118,6.81,1,0.11,1.50.8
福岡,2,一般,晴,東,2,2,まくり差し,03,5,4815,伏島祐介,13,167,6.78,5,0.13,1.51.9
福岡,2,一般,晴,東,2,2,まくり差し,04,4,4786,佐藤博亮,67,134,6.85,4,0.10,1.53.4
福岡,2,一般,晴,東,2,2,まくり差し,05,2,4456,鎌倉涼,20,114,6.80,2,0.17,.  .
福岡,2,一般,晴,東,2,2,まくり差し,06,6,5389,恵良琴美,32,152,6.85,6,0.19,.  .
福岡,3,カタメン３一,晴,東,2,2,逃げ,01,1,3637,齋藤和政,19,172,6.77,1,0.13,1.50.3
福岡,3,カタメン３一,晴,東,2,2,逃げ,02,3,3300,川崎智幸,65,104,6.78,3,0.14,1.50.9
福岡,3,カタメン３一,晴,東,2,2,逃げ,03,2,5122,相馬翔,74,131,6.74,2,0.12,1.51.6
福岡,3,カタメン３一,晴,東,2,2,逃げ,04,4,5031,渡辺空依,18,165,6.69,4,0.55,1.52.5
福岡,3,カタメン３一,晴,東,2,2,逃げ,05,6,3752,宇土泰就,49,142,6.75,6,0.04,.  .
福岡,3,カタメン３一,晴,東,2,2,逃げ,06,5,3801,五反田忍,57,140,6.78,5,0.08,.  .
福岡,4,一般,晴,東,2,2,まくり,01,3,4908,上田龍星,60,169,6.76,3,0.21,1.49.7
福岡,4,一般,晴,東,2,2,まくり,02,5,4681,太田潮,29,136,6.83,5,0.22,1.51.2
福岡,4,一般,晴,東,2,2,まくり,03,4,4146,柳橋宏紀,52,111,6.88,4,0.21,1.52.5
福岡,4,一般,晴,東,2,2,まくり,04,6,4872,山下流心,59,119,6.89,6,0.35,1.53.4
福岡,4,一般,晴,東,2,2,まくり,05,2,3619,長谷川充,30,158,6.87,2,0.26,.  .
福岡,4,一般,晴,東,2,2,まくり,06,1,4949,横田貴満,26,157,6.78,1,0.26,.  .
福岡,5,一般,晴,東,2,2,逃げ,01,1,4734,安河内将,35,168,6.74,1,0.18,1.49.3
福岡,5,一般,晴,東,2,2,逃げ,02,3,4506,稗田聖也,43,127,6.79,3,0.17,1.50.9
福岡,5,一般,晴,東,2,2,逃げ,03,4,4402,乙藤智史,37,125,6.73,4,0.27,1.52.4
福岡,5,一般,晴,東,2,2,逃げ,04,2,4558,宮野仁,71,105,6.80,2,0.18,1.53.6
福岡,5,一般,晴,東,2,2,逃げ,05,6,4973,栗原直也,48,156,6.79,6,0.27,.  .
福岡,5,一般,晴,東,2,2,逃げ,06,5,4990,田中博子,44,130,6.78,5,0.27,.  .
福岡,6,一般,晴,東,2,2,まくり差し,01,4,4347,魚谷香織,58,141,6.77,5,0.10,1.48.8
福岡,6,一般,晴,東,2,2,まくり差し,02,1,4826,井上一輝,21,121,6.78,1,0.19,1.51.4
福岡,6,一般,晴,東,2,2,まくり差し,03,3,3357,福島陽子,11,160,6.86,4,0.12,1.52.5
福岡,6,一般,晴,東,2,2,まくり差し,04,5,4467,渡邉俊介,61,163,6.76,6,0.09,1.53.0
福岡,6,一般,晴,東,2,2,まくり差し,05,6,3612,馬袋義則,38,124,6.80,2,0.39,.  .
福岡,6,一般,晴,東,2,2,まくり差し,06,2,4465,大西賢,70,144,6.85,3,0.17,.  .
福岡,7,一般,晴,北東,2,2,逃げ,01,1,4786,佐藤博亮,67,134,6.80,1,0.21,1.50.4
福岡,7,一般,晴,北東,2,2,逃げ,02,2,4129,宇野博之,47,116,6.79,2,0.27,1.51.5
福岡,7,一般,晴,北東,2,2,逃げ,03,5,3637,齋藤和政,19,172,6.81,5,0.22,1.52.1
福岡,7,一般,晴,北東,2,2,逃げ,04,3,3752,宇土泰就,49,142,6.78,3,0.24,1.53.1
福岡,7,一般,晴,北東,2,2,逃げ,05,4,4363,大野芳顕,40,150,6.82,4,0.23,.  .
福岡,7,一般,晴,北東,2,2,逃げ,06,6,5370,日隈茜,39,109,6.78,6,0.36,.  .
福岡,8,一般,晴,北東,2,2,差し,01,3,5178,成貞琳平,27,162,6.84,3,0.16,1.49.9
福岡,8,一般,晴,北東,2,2,差し,02,5,4949,横田貴満,26,157,6.76,5,0.17,1.51.2
福岡,8,一般,晴,北東,2,2,差し,03,4,4824,松井洪弥,34,117,6.79,4,0.15,1.52.8
福岡,8,一般,晴,北東,2,2,差し,04,2,3801,五反田忍,57,140,6.80,2,0.16,1.55.1
福岡,8,一般,晴,北東,2,2,差し,05,1,4580,長谷川雅和,51,102,6.76,1,0.24,.  .
福岡,8,一般,晴,北東,2,2,差し,06,6,5389,恵良琴美,32,152,6.80,6,0.21,.  .
福岡,9,ペラ坊特選,晴,北東,2,2,逃げ,01,1,4402,乙藤智史,37,125,6.73,1,0.17,1.50.3
福岡,9,ペラ坊特選,晴,北東,2,2,逃げ,02,4,4734,安河内将,35,168,6.75,4,0.12,1.50.9
福岡,9,ペラ坊特選,晴,北東,2,2,逃げ,03,3,3757,畑和宏,31,145,6.76,3,0.11,1.52.3
福岡,9,ペラ坊特選,晴,北東,2,2,逃げ,04,2,4681,太田潮,29,136,6.77,2,0.18,1.53.7
福岡,9,ペラ坊特選,晴,北東,2,2,逃げ,05,6,3300,川崎智幸,65,104,6.86,6,0.09,.  .
福岡,9,ペラ坊特選,晴,北東,2,2,逃げ,06,5,3505,山田竜一,36,118,6.83,5,0.16,.  .
福岡,10,選抜戦,晴,北東,2,2,抜き,01,3,4347,魚谷香織,58,141,6.77,3,0.08,1.48.9
福岡,10,選抜戦,晴,北東,2,2,抜き,02,4,5122,相馬翔,74,131,6.80,4,0.06,1.50.6
福岡,10,選抜戦,晴,北東,2,2,抜き,03,1,4815,伏島祐介,13,167,6.80,1,0.16,1.52.0
福岡,10,選抜戦,晴,北東,2,2,抜き,04,2,3612,馬袋義則,38,124,6.79,2,0.09,1.52.7
福岡,10,選抜戦,晴,北東,2,2,抜き,05,6,3619,長谷川充,30,158,6.84,6,0.23,.  .
福岡,10,選抜戦,晴,北東,2,2,抜き,06,5,4506,稗田聖也,43,127,6.80,5,0.02,.  .
福岡,11,選抜戦,晴,北東,2,2,逃げ,01,1,4824,松井洪弥,34,117,6.82,1,0.13,1.49.6
福岡,11,選抜戦,晴,北東,2,2,逃げ,02,3,4826,井上一輝,21,121,6.80,3,0.13,1.51.1
福岡,11,選抜戦,晴,北東,2,2,逃げ,03,2,4363,大野芳顕,40,150,6.80,2,0.13,1.52.1
福岡,11,選抜戦,晴,北東,2,2,逃げ,04,5,4908,上田龍星,60,169,6.80,5,0.21,1.54.0
福岡,11,選抜戦,晴,北東,2,2,逃げ,05,4,4420,津久井拓也,66,174,6.85,4,0.15,.  .
福岡,11,選抜戦,晴,北東,2,2,逃げ,06,6,4456,鎌倉涼,20,114,6.85,6,0.21,.  .
福岡,12,優勝戦,晴,北東,3,3,差し,01,2,4261,岡祐臣,24,147,6.77,2,0.09,1.48.1
福岡,12,優勝戦,晴,北東,3,3,差し,02,1,4545,岡村慶太,22,133,6.83,1,0.10,1.48.9
福岡,12,優勝戦,晴,北東,3,3,差し,03,4,4075,中野次郎,68,103,6.80,4,0.15,1.51.1
福岡,12,優勝戦,晴,北東,3,3,差し,04,5,4278,藤岡俊介,17,149,6.84,5,0.12,1.52.6
福岡,12,優勝戦,晴,北東,3,3,差し,05,3,3577,向所浩二,55,101,6.80,3,0.12,.  .
福岡,12,優勝戦,晴,北東,3,3,差し,06,6,4448,青木玄太,16,138,6.75,6,0.15,.  .
芦屋,1,サンライズＶ,晴,南,1,1,逃げ,01,1,4981,牧山敦也,37,61,6.79,1,0.13,1.47.6
芦屋,1,サンライズＶ,晴,南,1,1,逃げ,02,2,5105,富田恕生,34,67,6.75,2,0.27,1.48.3
芦屋,1,サンライズＶ,晴,南,1,1,逃げ,03,3,5246,楠将太郎,18,27,6.85,3,0.15,1.51.1
芦屋,1,サンライズＶ,晴,南,1,1,逃げ,04,6,5190,大月遊雅,26,31,6.76,6,0.21,1.52.1
芦屋,1,サンライズＶ,晴,南,1,1,逃げ,05,5,5337,出畑孝成,15,39,6.69,5,0.17,.  .
芦屋,1,サンライズＶ,晴,南,1,1,逃げ,06,4,5294,豊田祥生,3,20,6.84,4,0.23,.  .
芦屋,2,サンライズＷ,曇り,南,2,2,逃げ,01,1,5125,高井雄基,31,30,6.78,1,0.09,1.47.6
芦屋,2,サンライズＷ,曇り,南,2,2,逃げ,02,2,5133,堀越雄貴,29,69,6.74,2,0.09,1.48.9
芦屋,2,サンライズＷ,曇り,南,2,2,逃げ,03,3,5160,藤森陸斗,24,11,6.77,3,0.01,1.49.5
芦屋,2,サンライズＷ,曇り,南,2,2,逃げ,04,4,5084,末永和也,59,62,6.75,4,0.04,1.50.2
芦屋,2,サンライズＷ,曇り,南,2,2,逃げ,05,6,5090,生方靖亜,49,16,6.71,6,0.19,.  .
芦屋,2,サンライズＷ,曇り,南,2,2,逃げ,06,5,5092,篠原晟弥,16,49,6.82,5,0.09,.  .
芦屋,3,サンライズＸ,晴,南,2,2,抜き,01,5,4980,佐々木完太,43,23,6.70,5,0.09,1.47.3
芦屋,3,サンライズＸ,晴,南,2,2,抜き,02,3,4931,木谷賢太,28,14,6.80,3,0.18,1.48.1
芦屋,3,サンライズＸ,晴,南,2,2,抜き,03,1,4910,中村泰平,53,56,6.68,1,0.13,1.51.4
芦屋,3,サンライズＸ,晴,南,2,2,抜き,04,2,5271,杉山太陽,20,58,6.75,2,0.22,1.52.8
芦屋,3,サンライズＸ,晴,南,2,2,抜き,05,6,5276,大島隆乃介,39,66,6.73,6,0.05,.  .
芦屋,3,サンライズＸ,晴,南,2,2,抜き,06,4,5307,富永夏哉人,46,36,6.77,4,0.11,.  .
芦屋,4,サンライズＹ,晴,東,4,4,逃げ,01,1,5029,中亮太,38,64,6.71,1,0.09,1.48.5
芦屋,4,サンライズＹ,晴,東,4,4,逃げ,02,2,5074,大澤誠也,55,37,6.78,2,0.10,1.49.8
芦屋,4,サンライズＹ,晴,東,4,4,逃げ,03,3,5127,沼田大都,25,44,6.79,3,0.18,1.51.6
芦屋,4,サンライズＹ,晴,東,4,4,逃げ,04,5,4989,石原翼,36,19,6.66,5,0.27,1.53.1
芦屋,4,サンライズＹ,晴,東,4,4,逃げ,05,4,5207,高山敬悟,32,13,6.74,4,0.25,.  .
芦屋,4,サンライズＹ,晴,東,4,4,逃げ,06,6,5339,石井伸長,51,70,6.68,6,0.44,.  .
芦屋,5,サンライズＺ,曇り,東,4,4,逃げ,01,1,5217,藤原碧生,45,54,6.63,1,0.23,1.46.9
芦屋,5,サンライズＺ,曇り,東,4,4,逃げ,02,6,5141,大澤風葵,57,68,6.74,4,0.19,1.48.9
芦屋,5,サンライズＺ,曇り,東,4,4,逃げ,03,3,5105,富田恕生,34,67,6.73,3,0.22,1.50.8
芦屋,5,サンライズＺ,曇り,東,4,4,逃げ,04,5,5289,佃來紀,1,40,6.73,6,0.19,1.51.8
芦屋,5,サンライズＺ,曇り,東,4,4,逃げ,05,4,5336,瀬川大地,9,41,6.79,5,0.45,.  .
芦屋,5,サンライズＺ,曇り,東,4,4,逃げ,06,2,5138,村本大成,50,55,6.75,2,0.27,.  .
芦屋,6,予選,晴,東,4,4,逃げ,01,1,5063,大塚雅治,8,43,6.68,1,0.03,1.53.8
芦屋,6,予選,晴,東,4,4,逃げ,02,6,5191,飛田江己,40,12,6.66,6,0.05,1.55.7
芦屋,6,予選,晴,東,4,4,逃げ,03,2,5267,石本裕武,42,46,6.70,2,0.08,2.01.7
芦屋,6,予選,晴,東,4,4,逃げ,04,5,5259,野田昇吾,22,45,6.67,5,0.02,2.03.7
芦屋,6,予選,晴,東,4,4,逃げ,05,4,5337,出畑孝成,15,39,6.71,4,0.09,.  .
芦屋,7,予選,晴,東,4,4,逃げ,01,1,5093,浦野海,30,26,6.72,1,0.31,1.48.7
芦屋,7,予選,晴,東,4,4,逃げ,02,2,5234,塚越海斗,17,50,6.71,2,0.28,1.50.4
芦屋,7,予選,晴,東,4,4,逃げ,03,6,5133,堀越雄貴,29,69,6.65,6,0.17,1.51.3
芦屋,7,予選,晴,東,4,4,逃げ,04,3,5132,中野希一,48,60,6.71,3,0.23,1.52.4
芦屋,7,予選,晴,東,4,4,逃げ,05,4,5271,杉山太陽,20,58,6.73,4,0.20,.  .
芦屋,7,予選,晴,東,4,4,逃げ,06,5,5292,佐藤右京,52,63,6.71,5,0.24,.  .
芦屋,8,予選,晴,東,4,4,まくり,01,5,5028,原田才一郎,54,57,6.62,5,0.10,1.48.4
芦屋,8,予選,晴,東,4,4,まくり,02,2,4981,牧山敦也,37,61,6.73,2,0.17,1.50.4
芦屋,8,予選,晴,東,4,4,まくり,03,6,5066,鈴木孝明,33,33,6.68,6,0.11,1.51.3
芦屋,8,予選,晴,東,4,4,まくり,04,1,5046,松山裕基,13,22,6.62,1,0.19,1.53.9
芦屋,8,予選,晴,東,4,4,まくり,05,4,5074,大澤誠也,55,37,6.75,4,0.11,.  .
芦屋,8,予選,晴,東,4,4,まくり,06,3,5307,富永夏哉人,46,36,6.68,3,0.15,.  .
芦屋,9,予選特賞,晴,東,4,4,逃げ,01,1,5228,若林樹蘭,6,32,6.66,1,0.19,1.47.2
芦屋,9,予選特賞,晴,東,4,4,逃げ,02,5,5339,石井伸長,51,70,6.65,5,0.05,1.49.1
芦屋,9,予選特賞,晴,東,4,4,逃げ,03,3,5190,大月遊雅,26,31,6.69,3,0.13,1.50.1
芦屋,9,予選特賞,晴,東,4,4,逃げ,04,6,5084,末永和也,59,62,6.68,6,0.09,1.51.2
芦屋,9,予選特賞,晴,東,4,4,逃げ,05,4,5160,藤森陸斗,24,11,6.74,4,0.09,.  .
芦屋,9,予選特賞,晴,東,4,4,逃げ,06,2,4910,中村泰平,53,56,6.65,2,0.19,.  .
芦屋,10,予選特賞,晴,北東,4,4,まくり,01,6,4980,佐々木完太,43,23,6.68,3,0.21,1.47.7
芦屋,10,予選特賞,晴,北東,4,4,まくり,02,3,5191,飛田江己,40,12,6.63,4,0.13,1.49.2
芦屋,10,予選特賞,晴,北東,4,4,まくり,03,1,5111,三村岳人,60,18,6.72,1,0.34,1.52.1
芦屋,10,予選特賞,晴,北東,4,4,まくり,04,5,5138,村本大成,50,55,6.79,6,0.19,1.52.2
芦屋,10,予選特賞,晴,北東,4,4,まくり,05,2,5092,篠原晟弥,16,49,6.81,2,0.26,.  .
芦屋,10,予選特賞,晴,北東,4,4,まくり,06,4,5127,沼田大都,25,44,6.77,5,0.21,.  .
芦屋,11,予選特選,晴,東,3,3,逃げ,01,1,5112,砂長知輝,58,24,6.69,1,0.20,1.47.5
芦屋,11,予選特選,晴,東,3,3,逃げ,02,6,5267,石本裕武,42,46,6.69,6,0.13,1.47.9
芦屋,11,予選特選,晴,東,3,3,逃げ,03,3,4989,石原翼,36,19,6.65,3,0.36,1.51.1
芦屋,11,予選特選,晴,東,3,3,逃げ,04,4,5125,高井雄基,31,30,6.72,4,0.24,1.52.4
芦屋,11,予選特選,晴,東,3,3,逃げ,05,5,5234,塚越海斗,17,50,6.75,5,0.24,.  .
芦屋,11,予選特選,晴,東,3,3,逃げ,06,2,5289,佃來紀,1,40,6.70,2,0.31,.  .
芦屋,12,予選特選,晴,北東,2,2,逃げ,01,1,5028,原田才一郎,54,57,6.63,1,0.15,1.47.3
芦屋,12,予選特選,晴,北東,2,2,逃げ,02,4,5141,大澤風葵,57,68,6.78,4,0.08,1.48.4
芦屋,12,予選特選,晴,北東,2,2,逃げ,03,5,5217,藤原碧生,45,54,6.65,5,0.13,1.49.3
芦屋,12,予選特選,晴,北東,2,2,逃げ,04,6,4931,木谷賢太,28,14,6.71,6,0.16,1.51.5
芦屋,12,予選特選,晴,北東,2,2,逃げ,05,2,5066,鈴木孝明,33,33,6.69,2,0.21,.  .
下関,1,一般,晴,北東,3,3,差し,01,2,3611,岩崎芳美,25,52,6.86,2,0.15,1.48.3
下関,1,一般,晴,北東,3,3,差し,02,1,3435,寺田千恵,12,35,6.86,1,0.16,1.50.1
下関,1,一般,晴,北東,3,3,差し,03,3,4286,平田さやか,27,43,6.92,3,0.17,1.51.8
下関,1,一般,晴,北東,3,3,差し,04,5,4017,向井美鈴,33,24,6.82,5,0.21,1.52.2
下関,1,一般,晴,北東,3,3,差し,05,6,3999,大瀧明日香,34,13,6.86,6,0.19,1.53.7
下関,1,一般,晴,北東,3,3,差し,06,4,4738,清埜翔子,30,69,6.95,4,0.24,1.53.9
下関,2,一般,晴,北東,3,3,まくり差し,01,5,3897,白井英治,68,30,6.77,5,0.13,1.47.4
下関,2,一般,晴,北東,3,3,まくり差し,02,2,5121,定松勇樹,45,58,6.80,2,0.14,1.48.2
下関,2,一般,晴,北東,3,3,まくり差し,03,1,4337,平本真之,62,18,6.82,1,0.12,1.50.7
下関,2,一般,晴,北東,3,3,まくり差し,04,3,4459,片岡雅裕,22,41,6.73,3,0.13,1.50.9
下関,2,一般,晴,北東,3,3,まくり差し,05,6,4760,山崎郡,59,65,6.71,6,0.11,1.53.0
下関,2,一般,晴,北東,3,3,まくり差し,06,4,4787,椎名豊,71,29,6.79,4,0.18,1.53.7
下関,3,一般,晴,北東,3,3,差し,01,2,4320,峰竜太,19,46,6.82,2,0.14,1.47.6
下関,3,一般,晴,北東,3,3,差し,02,1,4350,篠崎元志,69,74,6.80,1,0.11,1.49.7
下関,3,一般,晴,北東,3,3,差し,03,5,3854,吉川元浩,55,39,6.77,5,0.11,1.50.5
下関,3,一般,晴,北東,3,3,差し,04,3,3946,赤岩善生,50,27,6.80,3,0.15,1.52.4
下関,3,一般,晴,北東,3,3,差し,05,4,4586,磯部誠,73,51,6.79,4,0.12,1.53.6
下関,3,一般,晴,北東,3,3,差し,06,6,4503,上野真之介,18,34,6.76,6,0.12,1.55.1
下関,4,一般,晴,北東,3,3,逃げ,01,1,3783,瓜生正義,60,22,6.76,1,0.11,1.47.9
下関,4,一般,晴,北東,3,3,逃げ,02,3,3716,石渡鉄兵,65,67,6.82,3,0.09,1.49.0
下関,4,一般,晴,北東,3,3,逃げ,03,6,4685,島村隆幸,56,72,6.79,6,0.06,1.51.1
下関,4,一般,晴,北東,3,3,逃げ,04,5,3978,齊藤仁,36,47,6.75,5,0.06,1.51.3
下関,4,一般,晴,北東,3,3,逃げ,05,2,3415,松井繁,57,66,6.86,2,0.14,1.52.6
