レース場,レース番号,レース種別,天候,風向,風速(m),波高(cm),決まり手,着順,艇番,登録番号,選手名,モーター,ボート,展示タイム,進入,スタートタイミング,レースタイム
大村,1,予選,晴,北西,1,1,逃げ,01,1,4498,宮本夏樹,14,57,6.83,1,0.24,1.48.4
大村,1,予選,晴,北西,1,1,逃げ,02,2,4880,澤崎雄哉,24,48,6.92,2,0.22,1.50.2
大村,1,予選,晴,北西,1,1,逃げ,03,5,4416,三宅健太,50,12,6.87,5,0.16,1.50.4
大村,1,予選,晴,北西,1,1,逃げ,04,3,4164,岩永節也,34,60,6.89,3,0.21,1.52.0
大村,1,予選,晴,北西,1,1,逃げ,05,6,5250,嶋田有里,52,39,6.93,6,0.18,.  .
大村,1,予選,晴,北西,1,1,逃げ,06,4,5186,遠藤圭吾,39,72,7.00,4,0.18,.  .
大村,2,予選,晴,北西,1,1,逃げ,01,1,4705,吉川勇作,31,50,6.88,1,0.10,1.48.6
大村,2,予選,晴,北西,1,1,逃げ,02,3,4241,大串重幸,44,25,6.94,3,0.16,1.49.8
大村,2,予選,晴,北西,1,1,逃げ,03,2,3692,竹腰正樹,13,32,6.92,2,0.18,1.51.8
大村,2,予選,晴,北西,1,1,逃げ,04,4,4593,小坂宗司,63,45,6.91,4,0.14,1.51.8
大村,2,予選,晴,北西,1,1,逃げ,05,6,5195,北村寧々,70,70,6.91,6,0.15,.  .
大村,2,予選,晴,北西,1,1,逃げ,06,5,5319,近藤颯斗,28,27,6.88,5,0.13,.  .
大村,3,予選,晴,北西,1,1,逃げ,01,1,5143,常盤海心,46,26,6.92,1,0.11,1.49.3
大村,3,予選,晴,北西,1,1,逃げ,02,2,4286,平田さやか,43,47,6.92,2,0.07,1.49.8
大村,3,予選,晴,北西,1,1,逃げ,03,3,4159,向後龍一,21,73,6.88,3,0.12,1.51.6
大村,3,予選,晴,北西,1,1,逃げ,04,4,4603,谷川将太,25,46,6.90,4,0.15,1.52.6
大村,3,予選,晴,北西,1,1,逃げ,05,5,3501,川上昇平,74,35,6.90,5,0.11,.  .
大村,3,予選,晴,北西,1,1,逃げ,06,6,5324,畑田希咲,17,33,6.88,6,0.16,.  .
大村,4,予選,晴,北西,1,1,抜き,01,2,4790,柳内敬太,57,36,6.90,2,0.13,1.49.7
大村,4,予選,晴,北西,1,1,抜き,02,4,3572,安田政彦,38,14,6.89,4,0.14,1.50.7
