日付,レース場,レース番号,舟券種,組合せ,払戻金
2023-10-01,大村,1,単勝,6,2400
2023-10-01,大村,1,複勝,6,450
2023-10-01,大村,1,複勝,1,120
2023-10-01,大村,1,２連単,6-1,15720
2023-10-01,大村,1,２連複,1-6,3780
2023-10-01,大村,1,拡連複,1-6,560
2023-10-01,大村,1,３連単,6-1-4,60900
2023-10-01,大村,1,３連複,1-4-6,1660
2023-10-01,大村,2,単勝,1,140
2023-10-01,大村,2,複勝,1,150
2023-10-01,大村,2,複勝,3,440
2023-10-01,大村,2,２連単,1-3,330
2023-10-01,大村,2,２連複,1-3,260
2023-10-01,大村,2,拡連複,1-3,140
2023-10-01,大村,2,３連単,1-3-5,1230
2023-10-01,大村,2,３連複,1-3-5,770
2023-10-01,大村,3,単勝,1,110
2023-10-01,大村,3,複勝,1,130
2023-10-01,大村,3,複勝,4,240
2023-10-01,大村,3,２連単,1-4,1160
2023-10-01,大村,3,２連複,1-4,870
2023-10-01,大村,3,拡連複,1-4,350
2023-10-01,大村,3,３連単,1-4-6,3880
2023-10-01,大村,3,３連複,1-4-6,1930
2023-10-01,大村,4,単勝,1,100
2023-10-01,大村,4,複勝,1,150
2023-10-01,大村,4,複勝,3,600
2023-10-01,大村,4,２連単,1-3,550
2023-10-01,大村,4,２連複,1-3,540
2023-10-01,大村,4,拡連複,1-3,200
2023-10-01,大村,4,３連単,1-3-4,1590
2023-10-01,大村,4,３連複,1-3-4,580
2023-10-01,大村,5,単勝,1,130
2023-10-01,大村,5,複勝,1,100
2023-10-01,大村,5,複勝,2,190
2023-10-01,大村,5,２連単,1-2,240
2023-10-01,大村,5,２連複,1-2,250
2023-10-01,大村,5,拡連複,1-2,110
2023-10-01,大村,5,３連単,1-2-3,580
2023-10-01,大村,5,３連複,1-2-3,280
2023-10-01,大村,6,単勝,1,100
2023-10-01,大村,6,複勝,1,130
2023-10-01,大村,6,複勝,5,220
2023-10-01,大村,6,２連単,1-5,440
2023-10-01,大村,6,２連複,1-5,280
