日付,レース場,レース番号,舟券種,組合せ,払戻金
2022-11-04,福岡,1,単勝,1,100
2022-11-04,福岡,1,複勝,1,100
2022-11-04,福岡,1,複勝,3,100
2022-11-04,福岡,1,２連単,1-3,210
2022-11-04,福岡,1,２連複,1-3,200
2022-11-04,福岡,1,拡連複,1-3,100
2022-11-04,福岡,1,３連単,1-3-2,1010
2022-11-04,福岡,1,３連複,1-2-3,430
2022-11-04,福岡,2,単勝,1,270
2022-11-04,福岡,2,複勝,1,260
2022-11-04,福岡,2,複勝,4,110
2022-11-04,福岡,2,２連単,1-4,450
2022-11-04,福岡,2,２連複,1-4,160
2022-11-04,福岡,2,拡連複,1-4,140
2022-11-04,福岡,2,３連単,1-4-3,1530
2022-11-04,福岡,2,３連複,1-3-4,450
2022-11-04,福岡,3,単勝,2,1590
2022-11-04,福岡,3,複勝,2,130
2022-11-04,福岡,3,複勝,4,320
2022-11-04,福岡,3,２連単,2-4,3050
2022-11-04,福岡,3,２連複,2-4,1050
2022-11-04,福岡,3,拡連複,2-4,310
2022-11-04,福岡,3,３連単,2-4-6,2510
2022-11-04,福岡,3,３連複,2-4-6,360
2022-11-04,福岡,4,単勝,1,260
2022-11-04,福岡,4,複勝,1,100
2022-11-04,福岡,4,複勝,2,100
2022-11-04,福岡,4,２連単,1-2,400
2022-11-04,福岡,4,２連複,1-2,190
2022-11-04,福岡,4,拡連複,1-2,140
2022-11-04,福岡,4,３連単,1-2-3,1680
2022-11-04,福岡,4,３連複,1-2-3,600
2022-11-04,福岡,5,単勝,1,150
2022-11-04,福岡,5,複勝,1,300
2022-11-04,福岡,5,複勝,3,430
2022-11-04,福岡,5,２連単,1-3,780
2022-11-04,福岡,5,２連複,1-3,760
2022-11-04,福岡,5,拡連複,1-3,370
2022-11-04,福岡,5,３連単,1-3-5,2650
2022-11-04,福岡,5,３連複,1-3-5,1060
2022-11-04,福岡,6,単勝,1,250
2022-11-04,福岡,6,複勝,1,110
2022-11-04,福岡,6,複勝,2,230
2022-11-04,福岡,6,２連単,1-2,940
2022-11-04,福岡,6,２連複,1-2,640
2022-11-04,福岡,6,拡連複,1-2,340
2022-11-04,福岡,6,３連単,1-2-4,5830
2022-11-04,福岡,6,３連複,1-2-4,1420
2022-11-04,福岡,7,単勝,3,200
2022-11-04,福岡,7,複勝,3,200
2022-11-04,福岡,7,複勝,1,260
2022-11-04,福岡,7,２連単,3-1,670
2022-11-04,福岡,7,２連複,1-3,360
2022-11-04,福岡,7,拡連複,1-3,210
2022-11-04,福岡,7,３連単,3-1-2,1910
2022-11-04,福岡,7,３連複,1-2-3,380
2022-11-04,福岡,8,単勝,1,110
2022-11-04,福岡,8,複勝,1,150
2022-11-04,福岡,8,複勝,5,340
2022-11-04,福岡,8,２連単,1-5,960
2022-11-04,福岡,8,２連複,1-5,570
2022-11-04,福岡,8,拡連複,1-5,290
2022-11-04,福岡,8,３連単,1-5-2,4130
2022-11-04,福岡,8,３連複,1-2-5,1420
2022-11-04,福岡,9,単勝,3,240
2022-11-04,福岡,9,複勝,3,100
2022-11-04,福岡,9,複勝,1,130
2022-11-04,福岡,9,２連単,3-1,750
2022-11-04,福岡,9,２連複,1-3,530
2022-11-04,福岡,9,拡連複,1-3,190
2022-11-04,福岡,9,３連単,3-1-6,1320
2022-11-04,福岡,9,３連複,1-3-6,450
2022-11-04,福岡,10,単勝,2,1080
2022-11-04,福岡,10,複勝,2,190
2022-11-04,福岡,10,複勝,1,100
2022-11-04,福岡,10,２連単,2-1,1610
2022-11-04,福岡,10,２連複,1-2,210
