日付,レース場,レース番号,舟券種,組合せ,払戻金
2024-09-27,福岡,1,単勝,1,100
2024-09-27,福岡,1,複勝,1,100
2024-09-27,福岡,1,複勝,4,110
2024-09-27,福岡,1,２連単,1-4,250
2024-09-27,福岡,1,２連複,1-4,270
2024-09-27,福岡,1,拡連複,1-4,120
2024-09-27,福岡,1,３連単,1-4-2,1010
2024-09-27,福岡,1,３連複,1-2-4,500
2024-09-27,福岡,2,単勝,1,110
2024-09-27,福岡,2,複勝,1,120
2024-09-27,福岡,2,複勝,3,120
2024-09-27,福岡,2,２連単,1-3,380
2024-09-27,福岡,2,２連複,1-3,230
2024-09-27,福岡,2,拡連複,1-3,140
2024-09-27,福岡,2,３連単,1-3-4,770
2024-09-27,福岡,2,３連複,1-3-4,270
2024-09-27,福岡,3,単勝,3,170
2024-09-27,福岡,3,複勝,3,140
2024-09-27,福岡,3,複勝,4,130
2024-09-27,福岡,3,２連単,3-4,980
2024-09-27,福岡,3,２連複,3-4,800
2024-09-27,福岡,3,拡連複,3-4,230
2024-09-27,福岡,3,３連単,3-4-6,8320
2024-09-27,福岡,3,３連複,3-4-6,3970
2024-09-27,福岡,4,単勝,1,280
2024-09-27,福岡,4,複勝,1,100
2024-09-27,福岡,4,複勝,3,100
2024-09-27,福岡,4,２連単,1-3,510
2024-09-27,福岡,4,２連複,1-3,410
2024-09-27,福岡,4,拡連複,1-3,130
2024-09-27,福岡,4,３連単,1-3-4,890
2024-09-27,福岡,4,３連複,1-3-4,310
2024-09-27,福岡,5,単勝,3,330
2024-09-27,福岡,5,複勝,3,150
2024-09-27,福岡,5,複勝,4,100
2024-09-27,福岡,5,２連単,3-4,650
2024-09-27,福岡,5,２連複,3-4,440
2024-09-27,福岡,5,拡連複,3-4,150
2024-09-27,福岡,5,３連単,3-4-1,1530
2024-09-27,福岡,5,３連複,1-3-4,280
2024-09-27,福岡,6,単勝,1,300
2024-09-27,福岡,6,複勝,1,340
2024-09-27,福岡,6,複勝,2,150
2024-09-27,福岡,6,２連単,1-2,990
2024-09-27,福岡,6,２連複,1-2,610
2024-09-27,福岡,6,拡連複,1-2,170
2024-09-27,福岡,6,３連単,1-2-5,2200
2024-09-27,福岡,6,３連複,1-2-5,430
2024-09-27,福岡,7,単勝,4,1460
2024-09-27,福岡,7,複勝,4,370
2024-09-27,福岡,7,複勝,2,370
2024-09-27,福岡,7,２連単,4-2,7510
2024-09-27,福岡,7,２連複,2-4,4520
2024-09-27,福岡,7,拡連複,2-4,580
2024-09-27,福岡,7,３連単,4-2-1,31840
2024-09-27,福岡,7,３連複,1-2-4,1880
2024-09-27,福岡,8,単勝,2,190
2024-09-27,福岡,8,複勝,2,120
2024-09-27,福岡,8,複勝,1,130
2024-09-27,福岡,8,２連単,2-1,550
2024-09-27,福岡,8,２連複,1-2,450
2024-09-27,福岡,8,拡連複,1-2,220
2024-09-27,福岡,8,３連単,2-1-3,2950
2024-09-27,福岡,8,３連複,1-2-3,770
2024-09-27,福岡,9,単勝,1,200
2024-09-27,福岡,9,複勝,1,100
2024-09-27,福岡,9,複勝,2,130
2024-09-27,福岡,9,２連単,1-2,240
2024-09-27,福岡,9,２連複,1-2,210
2024-09-27,福岡,9,拡連複,1-2,140
2024-09-27,福岡,9,３連単,1-2-5,730
2024-09-27,福岡,9,３連複,1-2-5,260
2024-09-27,福岡,10,単勝,2,390
2024-09-27,福岡,10,複勝,2,150
2024-09-27,福岡,10,複勝,3,100
2024-09-27,福岡,10,２連単,2-3,400
2024-09-27,福岡,10,２連複,2-3,260
2024-09-27,福岡,10,拡連複,2-3,110
2024-09-27,福岡,10,３連単,2-3-4,1280
2024-09-27,福岡,10,３連複,2-3-4,640
2024-09-27,福岡,11,単勝,4,1540
2024-09-27,福岡,11,複勝,4,630
2024-09-27,福岡,11,複勝,6,2020
2024-09-27,福岡,11,２連単,4-6,44500
2024-09-27,福岡,11,２連複,4-6,10850
2024-09-27,福岡,11,拡連複,4-6,1150
2024-09-27,福岡,11,３連単,4-6-1,91380
2024-09-27,福岡,11,３連複,1-4-6,2690
2024-09-27,福岡,12,単勝,1,130
2024-09-27,福岡,12,複勝,1,110
2024-09-27,福岡,12,複勝,2,130
2024-09-27,福岡,12,２連単,1-2,280
2024-09-27,福岡,12,２連複,1-2,200
2024-09-27,福岡,12,拡連複,1-2,140
2024-09-27,福岡,12,３連単,1-2-4,730
2024-09-27,福岡,12,３連複,1-2-4,390
2024-09-27,芦屋,1,単勝,1,110
2024-09-27,芦屋,1,複勝,1,100
2024-09-27,芦屋,1,複勝,3,150
2024-09-27,芦屋,1,２連単,1-3,260
2024-09-27,芦屋,1,２連複,1-3,180
2024-09-27,芦屋,1,拡連複,1-3,100
2024-09-27,芦屋,1,３連単,1-3-4,500
2024-09-27,芦屋,1,３連複,1-3-4,280
2024-09-27,芦屋,2,単勝,4,200
2024-09-27,芦屋,2,複勝,4,140
2024-09-27,芦屋,2,複勝,2,660
2024-09-27,芦屋,2,２連単,4-2,4820
2024-09-27,芦屋,2,２連複,2-4,4440
2024-09-27,芦屋,2,拡連複,2-4,690
2024-09-27,芦屋,2,３連単,4-2-5,17700
2024-09-27,芦屋,2,３連複,2-4-5,4160
2024-09-27,芦屋,3,単勝,4,480
2024-09-27,芦屋,3,複勝,4,390
2024-09-27,芦屋,3,複勝,1,140
2024-09-27,芦屋,3,２連単,4-1,2310
2024-09-27,芦屋,3,２連複,1-4,580
2024-09-27,芦屋,3,拡連複,1-4,200
2024-09-27,芦屋,3,３連単,4-1-5,9110
2024-09-27,芦屋,3,３連複,1-4-5,2010
2024-09-27,芦屋,4,単勝,1,130
2024-09-27,芦屋,4,複勝,1,100
2024-09-27,芦屋,4,複勝,3,490
2024-09-27,芦屋,4,２連単,1-3,970
2024-09-27,芦屋,4,２連複,1-3,870
2024-09-27,芦屋,4,拡連複,1-3,290
2024-09-27,芦屋,4,３連単,1-3-4,3030
2024-09-27,芦屋,4,３連複,1-3-4,860
2024-09-27,芦屋,5,単勝,6,510
2024-09-27,芦屋,5,複勝,6,170
2024-09-27,芦屋,5,複勝,1,110
2024-09-27,芦屋,5,２連単,6-1,2260
2024-09-27,芦屋,5,２連複,1-6,890
2024-09-27,芦屋,5,拡連複,1-6,170
