日付,レース場,レース番号,舟券種,組合せ,払戻金
2023-02-26,唐津,1,単勝,1,110
2023-02-26,唐津,1,複勝,1,100
2023-02-26,唐津,1,複勝,3,140
2023-02-26,唐津,1,２連単,1-3,190
2023-02-26,唐津,1,２連複,1-3,170
2023-02-26,唐津,1,拡連複,1-3,130
2023-02-26,唐津,1,３連単,1-3-4,790
2023-02-26,唐津,1,３連複,1-3-4,440
2023-02-26,唐津,2,単勝,2,280
2023-02-26,唐津,2,複勝,2,190
2023-02-26,唐津,2,複勝,4,290
2023-02-26,唐津,2,２連単,2-4,1610
2023-02-26,唐津,2,２連複,2-4,1510
2023-02-26,唐津,2,拡連複,2-4,270
2023-02-26,唐津,2,３連単,2-4-5,5860
2023-02-26,唐津,2,３連複,2-4-5,1750
2023-02-26,唐津,3,単勝,1,150
2023-02-26,唐津,3,複勝,1,130
2023-02-26,唐津,3,複勝,3,110
2023-02-26,唐津,3,２連単,1-3,190
2023-02-26,唐津,3,２連複,1-3,140
2023-02-26,唐津,3,拡連複,1-3,110
2023-02-26,唐津,3,３連単,1-3-2,670
2023-02-26,唐津,3,３連複,1-2-3,310
2023-02-26,唐津,4,単勝,1,140
2023-02-26,唐津,4,複勝,1,130
2023-02-26,唐津,4,複勝,6,310
2023-02-26,唐津,4,２連単,1-6,640
2023-02-26,唐津,4,２連複,1-6,640
2023-02-26,唐津,4,拡連複,1-6,180
2023-02-26,唐津,4,３連単,1-6-3,1530
2023-02-26,唐津,4,３連複,1-3-6,300
2023-02-26,唐津,5,単勝,2,220
2023-02-26,唐津,5,複勝,2,120
2023-02-26,唐津,5,複勝,1,120
2023-02-26,唐津,5,２連単,2-1,650
2023-02-26,唐津,5,２連複,1-2,130
2023-02-26,唐津,5,拡連複,1-2,110
2023-02-26,唐津,5,３連単,2-1-3,1050
2023-02-26,唐津,5,３連複,1-2-3,220
2023-02-26,唐津,6,単勝,4,150
2023-02-26,唐津,6,複勝,4,100
2023-02-26,唐津,6,複勝,5,100
