日付,レース場,レース番号,舟券種,組合せ,払戻金
2022-09-10,唐津,1,単勝,1,130
2022-09-10,唐津,1,複勝,1,100
2022-09-10,唐津,1,複勝,2,120
2022-09-10,唐津,1,２連単,1-2,190
2022-09-10,唐津,1,２連複,1-2,180
2022-09-10,唐津,1,拡連複,1-2,140
2022-09-10,唐津,1,３連単,1-2-5,1190
2022-09-10,唐津,1,３連複,1-2-5,740
2022-09-10,唐津,2,単勝,5,1150
2022-09-10,唐津,2,複勝,5,350
2022-09-10,唐津,2,複勝,2,130
2022-09-10,唐津,2,２連単,5-2,7730
2022-09-10,唐津,2,２連複,2-5,2720
2022-09-10,唐津,2,拡連複,2-5,280
2022-09-10,唐津,2,３連単,5-2-1,17930
2022-09-10,唐津,2,３連複,1-2-5,580
2022-09-10,唐津,3,単勝,1,120
2022-09-10,唐津,3,複勝,1,110
2022-09-10,唐津,3,複勝,3,210
2022-09-10,唐津,3,２連単,1-3,290
2022-09-10,唐津,3,２連複,1-3,250
2022-09-10,唐津,3,拡連複,1-3,140
2022-09-10,唐津,3,３連単,1-3-2,770
2022-09-10,唐津,3,３連複,1-2-3,290
2022-09-10,唐津,4,単勝,1,130
2022-09-10,唐津,4,複勝,1,110
2022-09-10,唐津,4,複勝,3,330
2022-09-10,唐津,4,２連単,1-3,1030
2022-09-10,唐津,4,２連複,1-3,1050
2022-09-10,唐津,4,拡連複,1-3,190
2022-09-10,唐津,4,３連単,1-3-4,2460
2022-09-10,唐津,4,３連複,1-3-4,520
2022-09-10,唐津,5,単勝,1,130
2022-09-10,唐津,5,複勝,1,210
2022-09-10,唐津,5,複勝,3,1610
2022-09-10,唐津,5,２連単,1-3,590
2022-09-10,唐津,5,２連複,1-3,720
2022-09-10,唐津,5,拡連複,1-3,200
2022-09-10,唐津,5,３連単,1-3-4,1320
2022-09-10,唐津,5,３連複,1-3-4,410
2022-09-10,唐津,6,単勝,4,140
2022-09-10,唐津,6,複勝,4,110
2022-09-10,唐津,6,複勝,2,360
2022-09-10,唐津,6,２連単,4-2,1130
2022-09-10,唐津,6,２連複,2-4,650
2022-09-10,唐津,6,拡連複,2-4,280
2022-09-10,唐津,6,３連単,4-2-6,3960
2022-09-10,唐津,6,３連複,2-4-6,1540
2022-09-10,唐津,7,単勝,1,440
2022-09-10,唐津,7,複勝,1,160
2022-09-10,唐津,7,複勝,3,140
2022-09-10,唐津,7,２連単,1-3,810
2022-09-10,唐津,7,２連複,1-3,480
2022-09-10,唐津,7,拡連複,1-3,260
2022-09-10,唐津,7,３連単,1-3-6,3500
2022-09-10,唐津,7,３連複,1-3-6,1120
2022-09-10,唐津,8,単勝,1,310
2022-09-10,唐津,8,複勝,1,140
2022-09-10,唐津,8,複勝,6,410
2022-09-10,唐津,8,２連単,1-6,3220
2022-09-10,唐津,8,２連複,1-6,2680
2022-09-10,唐津,8,拡連複,1-6,340
2022-09-10,唐津,8,３連単,1-6-3,17850
2022-09-10,唐津,8,３連複,1-3-6,3510
2022-09-10,唐津,9,単勝,5,1860
2022-09-10,唐津,9,複勝,5,560
