日付,レース場,レース番号,舟券種,組合せ,払戻金
2023-07-28,大村,1,単勝,2,240
2023-07-28,大村,1,複勝,2,240
2023-07-28,大村,1,複勝,1,160
2023-07-28,大村,1,２連単,2-1,1150
2023-07-28,大村,1,２連複,1-2,350
2023-07-28,大村,1,拡連複,1-2,210
2023-07-28,大村,1,３連単,2-1-3,4000
2023-07-28,大村,1,３連複,1-2-3,410
2023-07-28,大村,2,単勝,5,650
2023-07-28,大村,2,複勝,5,240
2023-07-28,大村,2,複勝,3,140
2023-07-28,大村,2,２連単,5-3,2940
2023-07-28,大村,2,２連複,3-5,1530
2023-07-28,大村,2,拡連複,3-5,390
2023-07-28,大村,2,３連単,5-3-2,20750
2023-07-28,大村,2,３連複,2-3-5,2040
2023-07-28,大村,3,単勝,3,700
2023-07-28,大村,3,複勝,3,150
2023-07-28,大村,3,複勝,2,110
2023-07-28,大村,3,２連単,3-2,1840
2023-07-28,大村,3,２連複,2-3,390
2023-07-28,大村,3,拡連複,2-3,170
2023-07-28,大村,3,３連単,3-2-5,7210
2023-07-28,大村,3,３連複,2-3-5,620
2023-07-28,大村,4,単勝,2,290
2023-07-28,大村,4,複勝,2,150
2023-07-28,大村,4,複勝,3,100
2023-07-28,大村,4,２連単,2-3,850
2023-07-28,大村,4,２連複,2-3,510
2023-07-28,大村,4,拡連複,2-3,320
2023-07-28,大村,4,３連単,2-3-5,21740
2023-07-28,大村,4,３連複,2-3-5,5710
2023-07-28,大村,5,単勝,3,520
2023-07-28,大村,5,複勝,3,140
2023-07-28,大村,5,複勝,2,230
2023-07-28,大村,5,２連単,3-2,750
2023-07-28,大村,5,２連複,2-3,400
2023-07-28,大村,5,拡連複,2-3,210
2023-07-28,大村,5,３連単,3-2-5,1380
2023-07-28,大村,5,３連複,2-3-5,240
2023-07-28,大村,6,単勝,1,140
2023-07-28,大村,6,複勝,1,100
2023-07-28,大村,6,複勝,2,210
2023-07-28,大村,6,２連単,1-2,310
2023-07-28,大村,6,２連複,1-2,400
2023-07-28,大村,6,拡連複,1-2,100
2023-07-28,大村,6,３連単,1-2-3,1230
2023-07-28,大村,6,３連複,1-2-3,690
2023-07-28,大村,7,単勝,1,140
2023-07-28,大村,7,複勝,1,100
2023-07-28,大村,7,複勝,3,110
2023-07-28,大村,7,２連単,1-3,180
2023-07-28,大村,7,２連複,1-3,140
2023-07-28,大村,7,拡連複,1-3,100
2023-07-28,大村,7,３連単,1-3-6,1250
2023-07-28,大村,7,３連複,1-3-6,600
2023-07-28,大村,8,単勝,1,160
2023-07-28,大村,8,複勝,1,110
2023-07-28,大村,8,複勝,5,680
2023-07-28,大村,8,２連単,1-5,7280
2023-07-28,大村,8,２連複,1-5,4500
2023-07-28,大村,8,拡連複,1-5,1650
2023-07-28,大村,8,３連単,1-5-6,14280
2023-07-28,大村,8,３連複,1-5-6,4280
2023-07-28,大村,9,単勝,4,410
2023-07-28,大村,9,複勝,4,130
2023-07-28,大村,9,複勝,1,110
2023-07-28,大村,9,２連単,4-1,1570
2023-07-28,大村,9,２連複,1-4,310
2023-07-28,大村,9,拡連複,1-4,170
2023-07-28,大村,9,３連単,4-1-6,2900
2023-07-28,大村,9,３連複,1-4-6,390
2023-07-28,大村,10,単勝,1,130
