日付,レース場,レース番号,舟券種,組合せ,払戻金
2023-02-16,唐津,1,単勝,2,620
2023-02-16,唐津,1,複勝,2,310
2023-02-16,唐津,1,複勝,5,540
2023-02-16,唐津,1,２連単,2-5,9190
2023-02-16,唐津,1,２連複,2-5,3860
2023-02-16,唐津,1,拡連複,2-5,530
2023-02-16,唐津,1,３連単,2-5-1,16980
2023-02-16,唐津,1,３連複,1-2-5,840
2023-02-16,唐津,2,単勝,3,430
2023-02-16,唐津,2,複勝,3,100
2023-02-16,唐津,2,複勝,1,100
2023-02-16,唐津,2,２連単,3-1,830
2023-02-16,唐津,2,２連複,1-3,260
2023-02-16,唐津,2,拡連複,1-3,120
2023-02-16,唐津,2,３連単,3-1-6,4860
2023-02-16,唐津,2,３連複,1-3-6,1240
2023-02-16,唐津,3,単勝,1,100
2023-02-16,唐津,3,複勝,1,100
2023-02-16,唐津,3,複勝,3,130
2023-02-16,唐津,3,２連単,1-3,280
2023-02-16,唐津,3,２連複,1-3,190
2023-02-16,唐津,3,拡連複,1-3,100
2023-02-16,唐津,3,３連単,1-3-4,450
2023-02-16,唐津,3,３連複,1-3-4,190
2023-02-16,唐津,4,単勝,4,660
2023-02-16,唐津,4,複勝,4,710
2023-02-16,唐津,4,複勝,1,1860
2023-02-16,唐津,4,２連単,4-1,5610
2023-02-16,唐津,4,２連複,1-4,2550
2023-02-16,唐津,4,拡連複,1-4,460
2023-02-16,唐津,4,３連単,4-1-3,21810
2023-02-16,唐津,4,３連複,1-3-4,2090
2023-02-16,唐津,5,単勝,2,340
2023-02-16,唐津,5,複勝,2,120
2023-02-16,唐津,5,複勝,1,120
2023-02-16,唐津,5,２連単,2-1,640
2023-02-16,唐津,5,２連複,1-2,160
2023-02-16,唐津,5,拡連複,1-2,120
2023-02-16,唐津,5,３連単,2-1-4,1120
2023-02-16,唐津,5,３連複,1-2-4,160
2023-02-16,唐津,6,単勝,2,110
2023-02-16,唐津,6,複勝,2,100
2023-02-16,唐津,6,複勝,3,110
2023-02-16,唐津,6,２連単,2-3,210
2023-02-16,唐津,6,２連複,2-3,200
2023-02-16,唐津,6,拡連複,2-3,100
2023-02-16,唐津,6,３連単,2-3-5,620
2023-02-16,唐津,6,３連複,2-3-5,340
2023-02-16,唐津,7,単勝,1,220
2023-02-16,唐津,7,複勝,1,160
2023-02-16,唐津,7,複勝,4,190
2023-02-16,唐津,7,２連単,1-4,460
2023-02-16,唐津,7,２連複,1-4,300
2023-02-16,唐津,7,拡連複,1-4,150
2023-02-16,唐津,7,３連単,1-4-3,1140
2023-02-16,唐津,7,３連複,1-3-4,290
2023-02-16,唐津,8,単勝,1,180
2023-02-16,唐津,8,複勝,1,100
2023-02-16,唐津,8,複勝,4,130
2023-02-16,唐津,8,２連単,1-4,320
2023-02-16,唐津,8,２連複,1-4,220
2023-02-16,唐津,8,拡連複,1-4,150
2023-02-16,唐津,8,３連単,1-4-5,4910
2023-02-16,唐津,8,３連複,1-4-5,2620
2023-02-16,唐津,9,単勝,1,140
2023-02-16,唐津,9,複勝,1,170
2023-02-16,唐津,9,複勝,4,800
2023-02-16,唐津,9,２連単,1-4,1050
2023-02-16,唐津,9,２連複,1-4,860
2023-02-16,唐津,9,拡連複,1-4,190
2023-02-16,唐津,9,３連単,1-4-2,1840
2023-02-16,唐津,9,３連複,1-2-4,310
2023-02-16,唐津,10,単勝,1,120
2023-02-16,唐津,10,複勝,1,100
2023-02-16,唐津,10,複勝,4,270
2023-02-16,唐津,10,２連単,1-4,1030
2023-02-16,唐津,10,２連複,1-4,890
2023-02-16,唐津,10,拡連複,1-4,330
