日付,レース場,レース番号,舟券種,組合せ,払戻金
2023-06-18,福岡,1,単勝,4,600
2023-06-18,福岡,1,複勝,4,300
2023-06-18,福岡,1,複勝,1,100
2023-06-18,福岡,1,２連単,4-1,1500
2023-06-18,福岡,1,２連複,1-4,450
2023-06-18,福岡,1,拡連複,1-4,160
2023-06-18,福岡,1,３連単,4-1-5,4430
2023-06-18,福岡,1,３連複,1-4-5,980
2023-06-18,福岡,2,単勝,2,730
2023-06-18,福岡,2,複勝,2,280
2023-06-18,福岡,2,複勝,6,2620
2023-06-18,福岡,2,２連単,2-6,37970
2023-06-18,福岡,2,２連複,2-6,11430
2023-06-18,福岡,2,拡連複,2-6,1910
2023-06-18,福岡,2,３連単,2-6-4,72790
2023-06-18,福岡,2,３連複,2-4-6,2360
2023-06-18,福岡,3,単勝,1,360
2023-06-18,福岡,3,複勝,1,180
2023-06-18,福岡,3,複勝,2,170
2023-06-18,福岡,3,２連単,1-2,580
2023-06-18,福岡,3,２連複,1-2,330
2023-06-18,福岡,3,拡連複,1-2,210
2023-06-18,福岡,3,３連単,1-2-5,6300
2023-06-18,福岡,3,３連複,1-2-5,2350
2023-06-18,福岡,4,単勝,1,170
2023-06-18,福岡,4,複勝,1,100
2023-06-18,福岡,4,複勝,5,450
2023-06-18,福岡,4,２連単,1-5,2320
2023-06-18,福岡,4,２連複,1-5,1230
2023-06-18,福岡,4,拡連複,1-5,520
2023-06-18,福岡,4,３連単,1-5-3,6520
2023-06-18,福岡,4,３連複,1-3-5,1470
2023-06-18,福岡,5,単勝,5,470
2023-06-18,福岡,5,複勝,5,180
2023-06-18,福岡,5,複勝,4,260
2023-06-18,福岡,5,２連単,5-4,1360
2023-06-18,福岡,5,２連複,4-5,660
2023-06-18,福岡,5,拡連複,4-5,100
2023-06-18,福岡,5,３連単,5-4-1,2230
2023-06-18,福岡,5,３連複,1-4-5,260
2023-06-18,福岡,6,単勝,3,790
2023-06-18,福岡,6,複勝,3,240
2023-06-18,福岡,6,複勝,1,150
2023-06-18,福岡,6,２連単,3-1,4760
2023-06-18,福岡,6,２連複,1-3,560
2023-06-18,福岡,6,拡連複,1-3,480
2023-06-18,福岡,6,３連単,3-1-5,7700
2023-06-18,福岡,6,３連複,1-3-5,690
2023-06-18,福岡,7,単勝,1,120
2023-06-18,福岡,7,複勝,1,130
2023-06-18,福岡,7,複勝,2,300
2023-06-18,福岡,7,２連単,1-2,410
2023-06-18,福岡,7,２連複,1-2,390
2023-06-18,福岡,7,拡連複,1-2,220
2023-06-18,福岡,7,３連単,1-2-6,6960
2023-06-18,福岡,7,３連複,1-2-6,4280
2023-06-18,福岡,8,単勝,1,160
2023-06-18,福岡,8,複勝,1,100
2023-06-18,福岡,8,複勝,3,100
2023-06-18,福岡,8,２連単,1-3,190
2023-06-18,福岡,8,２連複,1-3,110
2023-06-18,福岡,8,拡連複,1-3,110
2023-06-18,福岡,8,３連単,1-3-2,460
2023-06-18,福岡,8,３連複,1-2-3,150
2023-06-18,福岡,9,単勝,1,110
2023-06-18,福岡,9,複勝,1,100
2023-06-18,福岡,9,複勝,3,170
2023-06-18,福岡,9,２連単,1-3,470
2023-06-18,福岡,9,２連複,1-3,440
2023-06-18,福岡,9,拡連複,1-3,150
2023-06-18,福岡,9,３連単,1-3-5,1400
2023-06-18,福岡,9,３連複,1-3-5,990
2023-06-18,福岡,10,単勝,1,100
2023-06-18,福岡,10,複勝,1,100
2023-06-18,福岡,10,複勝,3,450
2023-06-18,福岡,10,２連単,1-3,410
2023-06-18,福岡,10,２連複,1-3,420
2023-06-18,福岡,10,拡連複,1-3,250
2023-06-18,福岡,10,３連単,1-3-6,2870
2023-06-18,福岡,10,３連複,1-3-6,2820
2023-06-18,福岡,11,単勝,1,140
2023-06-18,福岡,11,複勝,1,110
2023-06-18,福岡,11,複勝,3,320
2023-06-18,福岡,11,２連単,1-3,480
2023-06-18,福岡,11,２連複,1-3,430
2023-06-18,福岡,11,拡連複,1-3,170
2023-06-18,福岡,11,３連単,1-3-2,1230
2023-06-18,福岡,11,３連複,1-2-3,420
2023-06-18,福岡,12,単勝,1,100
2023-06-18,福岡,12,複勝,1,100
2023-06-18,福岡,12,複勝,2,110
2023-06-18,福岡,12,２連単,1-2,210
2023-06-18,福岡,12,２連複,1-2,180
2023-06-18,福岡,12,拡連複,1-2,110
2023-06-18,福岡,12,３連単,1-2-5,1080
2023-06-18,福岡,12,３連複,1-2-5,770
2023-06-18,芦屋,1,単勝,1,100
2023-06-18,芦屋,1,複勝,1,100
2023-06-18,芦屋,1,複勝,4,220
2023-06-18,芦屋,1,２連単,1-4,670
2023-06-18,芦屋,1,２連複,1-4,440
2023-06-18,芦屋,1,拡連複,1-4,190
2023-06-18,芦屋,1,３連単,1-4-2,1570
2023-06-18,芦屋,1,３連複,1-2-4,420
2023-06-18,芦屋,2,単勝,4,220
2023-06-18,芦屋,2,複勝,4,100
2023-06-18,芦屋,2,複勝,1,100
2023-06-18,芦屋,2,２連単,4-1,460
2023-06-18,芦屋,2,２連複,1-4,190
2023-06-18,芦屋,2,拡連複,1-4,130
2023-06-18,芦屋,2,３連単,4-1-6,2460
2023-06-18,芦屋,2,３連複,1-4-6,980
2023-06-18,芦屋,3,単勝,1,130
2023-06-18,芦屋,3,複勝,1,110
2023-06-18,芦屋,3,複勝,5,150
2023-06-18,芦屋,3,２連単,1-5,330
2023-06-18,芦屋,3,２連複,1-5,260
2023-06-18,芦屋,3,拡連複,1-5,150
2023-06-18,芦屋,3,３連単,1-5-4,1100
