日付,レース場,レース番号,舟券種,組合せ,払戻金
2024-04-28,大村,1,単勝,6,630
2024-04-28,大村,1,複勝,6,280
2024-04-28,大村,1,複勝,2,140
2024-04-28,大村,1,２連単,6-2,2750
2024-04-28,大村,1,２連複,2-6,990
2024-04-28,大村,1,拡連複,2-6,160
2024-04-28,大村,1,３連単,6-2-1,6050
2024-04-28,大村,1,３連複,1-2-6,400
2024-04-28,大村,2,単勝,6,150
2024-04-28,大村,2,複勝,6,100
2024-04-28,大村,2,複勝,2,130
2024-04-28,大村,2,２連単,6-2,470
2024-04-28,大村,2,２連複,2-6,220
2024-04-28,大村,2,拡連複,2-6,150
2024-04-28,大村,2,３連単,6-2-1,1120
2024-04-28,大村,2,３連複,1-2-6,210
2024-04-28,大村,3,単勝,2,300
2024-04-28,大村,3,複勝,2,150
2024-04-28,大村,3,複勝,3,350
2024-04-28,大村,3,２連単,2-3,4140
2024-04-28,大村,3,２連複,2-3,1170
2024-04-28,大村,3,拡連複,2-3,460
2024-04-28,大村,3,３連単,2-3-4,5400
2024-04-28,大村,3,３連複,2-3-4,640
2024-04-28,大村,4,単勝,5,350
2024-04-28,大村,4,複勝,5,130
2024-04-28,大村,4,複勝,1,110
2024-04-28,大村,4,２連単,5-1,570
2024-04-28,大村,4,２連複,1-5,180
2024-04-28,大村,4,拡連複,1-5,160
2024-04-28,大村,4,３連単,5-1-6,2240
2024-04-28,大村,4,３連複,1-5-6,900
2024-04-28,大村,5,単勝,1,160
2024-04-28,大村,5,複勝,1,140
2024-04-28,大村,5,複勝,3,870
2024-04-28,大村,5,２連単,1-3,1090
2024-04-28,大村,5,２連複,1-3,930
2024-04-28,大村,5,拡連複,1-3,490
2024-04-28,大村,5,３連単,1-3-5,3310
2024-04-28,大村,5,３連複,1-3-5,1410
2024-04-28,大村,6,単勝,1,130
2024-04-28,大村,6,複勝,1,100
2024-04-28,大村,6,複勝,5,100
2024-04-28,大村,6,２連単,1-5,280
2024-04-28,大村,6,２連複,1-5,190
2024-04-28,大村,6,拡連複,1-5,110
2024-04-28,大村,6,３連単,1-5-4,830
2024-04-28,大村,6,３連複,1-4-5,370
2024-04-28,大村,7,単勝,3,460
2024-04-28,大村,7,複勝,3,110
2024-04-28,大村,7,複勝,4,100
2024-04-28,大村,7,２連単,3-4,670
2024-04-28,大村,7,２連複,3-4,430
2024-04-28,大村,7,拡連複,3-4,170
2024-04-28,大村,7,３連単,3-4-5,1090
2024-04-28,大村,7,３連複,3-4-5,330
2024-04-28,大村,8,単勝,1,130
2024-04-28,大村,8,複勝,1,100
2024-04-28,大村,8,複勝,5,100
2024-04-28,大村,8,２連単,1-5,290
2024-04-28,大村,8,２連複,1-5,170
2024-04-28,大村,8,拡連複,1-5,110
2024-04-28,大村,8,３連単,1-5-2,950
2024-04-28,大村,8,３連複,1-2-5,550
2024-04-28,大村,9,単勝,1,100
2024-04-28,大村,9,複勝,1,100
2024-04-28,大村,9,複勝,3,130
2024-04-28,大村,9,２連単,1-3,260
2024-04-28,大村,9,２連複,1-3,220
2024-04-28,大村,9,拡連複,1-3,130
2024-04-28,大村,9,３連単,1-3-2,860
2024-04-28,大村,9,３連複,1-2-3,450
2024-04-28,大村,10,単勝,1,180
2024-04-28,大村,10,複勝,1,100
2024-04-28,大村,10,複勝,2,110
2024-04-28,大村,10,２連単,1-2,240
2024-04-28,大村,10,２連複,1-2,140
2024-04-28,大村,10,拡連複,1-2,110
2024-04-28,大村,10,３連単,1-2-5,2040
2024-04-28,大村,10,３連複,1-2-5,1430
2024-04-28,大村,11,単勝,1,130
2024-04-28,大村,11,複勝,1,110
2024-04-28,大村,11,複勝,2,120
2024-04-28,大村,11,２連単,1-2,250
2024-04-28,大村,11,２連複,1-2,180
2024-04-28,大村,11,拡連複,1-2,110
2024-04-28,大村,11,３連単,1-2-5,660
2024-04-28,大村,11,３連複,1-2-5,230
2024-04-28,大村,12,単勝,1,120
2024-04-28,大村,12,複勝,1,100
2024-04-28,大村,12,複勝,2,130
2024-04-28,大村,12,２連単,1-2,190
2024-04-28,大村,12,２連複,1-2,160
2024-04-28,大村,12,拡連複,1-2,120
2024-04-28,大村,12,３連単,1-2-3,400
2024-04-28,大村,12,３連複,1-2-3,230
2024-04-28,唐津,1,単勝,1,120
2024-04-28,唐津,1,複勝,1,100
2024-04-28,唐津,1,複勝,4,640
2024-04-28,唐津,1,２連単,1-4,1200
2024-04-28,唐津,1,２連複,1-4,830
2024-04-28,唐津,1,拡連複,1-4,210
2024-04-28,唐津,1,３連単,1-4-2,2730
2024-04-28,唐津,1,３連複,1-2-4,430
2024-04-28,唐津,2,単勝,1,110
2024-04-28,唐津,2,複勝,1,100
2024-04-28,唐津,2,複勝,2,100
2024-04-28,唐津,2,２連単,1-2,200
2024-04-28,唐津,2,２連複,1-2,160
2024-04-28,唐津,2,拡連複,1-2,110
2024-04-28,唐津,2,３連単,1-2-3,500
2024-04-28,唐津,2,３連複,1-2-3,330
2024-04-28,唐津,3,単勝,1,130
2024-04-28,唐津,3,複勝,1,110
2024-04-28,唐津,3,複勝,2,120
2024-04-28,唐津,3,２連単,1-2,210
2024-04-28,唐津,3,２連複,1-2,170
2024-04-28,唐津,3,拡連複,1-2,100
2024-04-28,唐津,3,３連単,1-2-3,350
2024-04-28,唐津,3,３連複,1-2-3,160
2024-04-28,唐津,4,単勝,1,150
2024-04-28,唐津,4,複勝,1,140
2024-04-28,唐津,4,複勝,2,280
2024-04-28,唐津,4,２連単,1-2,650
2024-04-28,唐津,4,２連複,1-2,530
2024-04-28,唐津,4,拡連複,1-2,210
2024-04-28,唐津,4,３連単,1-2-4,2060
2024-04-28,唐津,4,３連複,1-2-4,720
2024-04-28,唐津,5,単勝,4,1100
2024-04-28,唐津,5,複勝,4,370
2024-04-28,唐津,5,複勝,5,200
2024-04-28,唐津,5,２連単,4-5,4140
2024-04-28,唐津,5,２連複,4-5,1340
2024-04-28,唐津,5,拡連複,4-5,310
2024-04-28,唐津,5,３連単,4-5-3,12750
2024-04-28,唐津,5,３連複,3-4-5,1220
2024-04-28,唐津,6,単勝,1,270
2024-04-28,唐津,6,複勝,1,200
2024-04-28,唐津,6,複勝,4,150
2024-04-28,唐津,6,２連単,1-4,750
2024-04-28,唐津,6,２連複,1-4,440
2024-04-28,唐津,6,拡連複,1-4,190
2024-04-28,唐津,6,３連単,1-4-2,1970
2024-04-28,唐津,6,３連複,1-2-4,320
2024-04-28,唐津,7,単勝,6,430
2024-04-28,唐津,7,複勝,6,140
2024-04-28,唐津,7,複勝,1,120
2024-04-28,唐津,7,２連単,6-1,800
2024-04-28,唐津,7,２連複,1-6,350
2024-04-28,唐津,7,拡連複,1-6,120
2024-04-28,唐津,7,３連単,6-1-2,1850
2024-04-28,唐津,7,３連複,1-2-6,240
2024-04-28,唐津,8,単勝,3,180
2024-04-28,唐津,8,複勝,3,110
2024-04-28,唐津,8,複勝,2,160
2024-04-28,唐津,8,２連単,3-2,340
2024-04-28,唐津,8,２連複,2-3,240
2024-04-28,唐津,8,拡連複,2-3,120
2024-04-28,唐津,8,３連単,3-2-4,710
2024-04-28,唐津,8,３連複,2-3-4,270
2024-04-28,唐津,9,単勝,1,160
2024-04-28,唐津,9,複勝,1,130
2024-04-28,唐津,9,複勝,2,230
2024-04-28,唐津,9,２連単,1-2,450
2024-04-28,唐津,9,２連複,1-2,230
2024-04-28,唐津,9,拡連複,1-2,170
2024-04-28,唐津,9,３連単,1-2-6,1590
2024-04-28,唐津,9,３連複,1-2-6,540
2024-04-28,唐津,10,単勝,1,140
2024-04-28,唐津,10,複勝,1,100
2024-04-28,唐津,10,複勝,2,110
2024-04-28,唐津,10,２連単,1-2,170
2024-04-28,唐津,10,２連複,1-2,140
2024-04-28,唐津,10,拡連複,1-2,100
2024-04-28,唐津,10,３連単,1-2-5,540
2024-04-28,唐津,10,３連複,1-2-5,310
2024-04-28,唐津,11,単勝,1,200
2024-04-28,唐津,11,複勝,1,100
2024-04-28,唐津,11,複勝,2,100
2024-04-28,唐津,11,２連単,1-2,230
2024-04-28,唐津,11,２連複,1-2,150
2024-04-28,唐津,11,拡連複,1-2,120
2024-04-28,唐津,11,３連単,1-2-3,750
2024-04-28,唐津,11,３連複,1-2-3,380
2024-04-28,唐津,12,単勝,2,860
2024-04-28,唐津,12,複勝,2,170
2024-04-28,唐津,12,複勝,1,120
2024-04-28,唐津,12,２連単,2-1,2000
2024-04-28,唐津,12,２連複,1-2,380
2024-04-28,唐津,12,拡連複,1-2,170
2024-04-28,唐津,12,３連単,2-1-5,13640
2024-04-28,唐津,12,３連複,1-2-5,1530
2024-04-28,福岡,1,単勝,6,4870
2024-04-28,福岡,1,複勝,6,320
2024-04-28,福岡,1,複勝,1,100
2024-04-28,福岡,1,２連単,6-1,3910
2024-04-28,福岡,1,２連複,1-6,780
2024-04-28,福岡,1,拡連複,1-6,160
2024-04-28,福岡,1,３連単,6-1-4,10990
2024-04-28,福岡,1,３連複,1-4-6,720
2024-04-28,福岡,2,単勝,1,140
2024-04-28,福岡,2,複勝,1,100
2024-04-28,福岡,2,複勝,2,510
2024-04-28,福岡,2,２連単,1-2,1310
2024-04-28,福岡,2,２連複,1-2,540
2024-04-28,福岡,2,拡連複,1-2,270
2024-04-28,福岡,2,３連単,1-2-5,1610
2024-04-28,福岡,2,３連複,1-2-5,570
2024-04-28,福岡,3,単勝,1,170
2024-04-28,福岡,3,複勝,1,130
2024-04-28,福岡,3,複勝,3,150
2024-04-28,福岡,3,２連単,1-3,320
2024-04-28,福岡,3,２連複,1-3,220
2024-04-28,福岡,3,拡連複,1-3,130
2024-04-28,福岡,3,３連単,1-3-4,660
2024-04-28,福岡,3,３連複,1-3-4,290
2024-04-28,福岡,4,単勝,1,530
2024-04-28,福岡,4,複勝,1,240
2024-04-28,福岡,4,複勝,4,320
2024-04-28,福岡,4,２連単,1-4,1940
2024-04-28,福岡,4,２連複,1-4,1050
2024-04-28,福岡,4,拡連複,1-4,510
2024-04-28,福岡,4,３連単,1-4-5,4960
2024-04-28,福岡,4,３連複,1-4-5,1530
2024-04-28,福岡,5,単勝,3,660
2024-04-28,福岡,5,複勝,3,100
2024-04-28,福岡,5,複勝,1,100
2024-04-28,福岡,5,２連単,3-1,730
2024-04-28,福岡,5,２連複,1-3,180
