日付,レース場,レース番号,舟券種,組合せ,払戻金
2024-11-29,大村,1,単勝,1,130
2024-11-29,大村,1,複勝,1,130
2024-11-29,大村,1,複勝,2,160
2024-11-29,大村,1,２連単,1-2,300
2024-11-29,大村,1,２連複,1-2,240
2024-11-29,大村,1,拡連複,1-2,170
2024-11-29,大村,1,３連単,1-2-4,670
2024-11-29,大村,1,３連複,1-2-4,300
2024-11-29,大村,2,単勝,5,560
2024-11-29,大村,2,複勝,5,190
2024-11-29,大村,2,複勝,1,100
2024-11-29,大村,2,２連単,5-1,990
2024-11-29,大村,2,２連複,1-5,200
2024-11-29,大村,2,拡連複,1-5,110
2024-11-29,大村,2,３連単,5-1-3,5510
2024-11-29,大村,2,３連複,1-3-5,550
2024-11-29,大村,3,単勝,1,130
2024-11-29,大村,3,複勝,1,120
2024-11-29,大村,3,複勝,5,480
2024-11-29,大村,3,２連単,1-5,1190
2024-11-29,大村,3,２連複,1-5,1050
2024-11-29,大村,3,拡連複,1-5,270
2024-11-29,大村,3,３連単,1-5-2,2950
2024-11-29,大村,3,３連複,1-2-5,580
2024-11-29,大村,4,単勝,3,280
2024-11-29,大村,4,複勝,3,110
2024-11-29,大村,4,複勝,1,140
2024-11-29,大村,4,２連単,3-1,580
2024-11-29,大村,4,２連複,1-3,180
2024-11-29,大村,4,拡連複,1-3,120
2024-11-29,大村,4,３連単,3-1-4,1320
2024-11-29,大村,4,３連複,1-3-4,260
2024-11-29,大村,5,単勝,5,710
2024-11-29,大村,5,複勝,5,530
2024-11-29,大村,5,複勝,6,380
2024-11-29,大村,5,２連単,5-6,5030
2024-11-29,大村,5,２連複,5-6,2680
2024-11-29,大村,5,拡連複,5-6,1000
2024-11-29,大村,5,３連単,5-6-1,12010
2024-11-29,大村,5,３連複,1-5-6,750
2024-11-29,大村,6,単勝,1,130
2024-11-29,大村,6,複勝,1,100
2024-11-29,大村,6,複勝,6,330
2024-11-29,大村,6,２連単,1-6,400
2024-11-29,大村,6,２連複,1-6,310
2024-11-29,大村,6,拡連複,1-6,230
2024-11-29,大村,6,３連単,1-6-5,3900
2024-11-29,大村,6,３連複,1-5-6,1650
2024-11-29,大村,7,単勝,1,110
2024-11-29,大村,7,複勝,1,160
2024-11-29,大村,7,複勝,2,110
2024-11-29,大村,7,２連単,1-2,590
2024-11-29,大村,7,２連複,1-2,540
2024-11-29,大村,7,拡連複,1-2,310
2024-11-29,大村,7,３連単,1-2-6,3810
2024-11-29,大村,7,３連複,1-2-6,1920
2024-11-29,大村,8,単勝,1,160
2024-11-29,大村,8,複勝,1,100
2024-11-29,大村,8,複勝,2,250
2024-11-29,大村,8,２連単,1-2,780
2024-11-29,大村,8,２連複,1-2,510
2024-11-29,大村,8,拡連複,1-2,320
2024-11-29,大村,8,３連単,1-2-5,3060
2024-11-29,大村,8,３連複,1-2-5,1990
2024-11-29,大村,9,単勝,1,130
2024-11-29,大村,9,複勝,1,110
2024-11-29,大村,9,複勝,4,190
2024-11-29,大村,9,２連単,1-4,560
2024-11-29,大村,9,２連複,1-4,600
2024-11-29,大村,9,拡連複,1-4,230
2024-11-29,大村,9,３連単,1-4-3,2130
2024-11-29,大村,9,３連複,1-3-4,610
2024-11-29,大村,10,単勝,1,100
2024-11-29,大村,10,複勝,1,100
2024-11-29,大村,10,複勝,3,110
2024-11-29,大村,10,２連単,1-3,340
2024-11-29,大村,10,２連複,1-3,250
2024-11-29,大村,10,拡連複,1-3,160
2024-11-29,大村,10,３連単,1-3-5,780
2024-11-29,大村,10,３連複,1-3-5,430
2024-11-29,大村,11,単勝,1,110
2024-11-29,大村,11,複勝,1,110
2024-11-29,大村,11,複勝,6,510
2024-11-29,大村,11,２連単,1-6,3140
2024-11-29,大村,11,２連複,1-6,2380
2024-11-29,大村,11,拡連複,1-6,610
2024-11-29,大村,11,３連単,1-6-2,8950
2024-11-29,大村,11,３連複,1-2-6,1360
2024-11-29,大村,12,単勝,2,280
2024-11-29,大村,12,複勝,2,190
2024-11-29,大村,12,複勝,3,330
2024-11-29,大村,12,２連単,2-3,690
2024-11-29,大村,12,２連複,2-3,450
2024-11-29,大村,12,拡連複,2-3,130
2024-11-29,大村,12,３連単,2-3-1,2110
2024-11-29,大村,12,３連複,1-2-3,350
2024-11-29,福岡,1,単勝,4,2920
2024-11-29,福岡,1,複勝,4,330
2024-11-29,福岡,1,複勝,5,480
2024-11-29,福岡,1,２連単,4-5,9150
2024-11-29,福岡,1,２連複,4-5,3850
2024-11-29,福岡,1,拡連複,4-5,490
2024-11-29,福岡,1,３連単,4-5-3,44820
2024-11-29,福岡,1,３連複,3-4-5,6060
2024-11-29,福岡,2,単勝,1,140
2024-11-29,福岡,2,複勝,1,100
2024-11-29,福岡,2,複勝,3,180
2024-11-29,福岡,2,２連単,1-3,360
2024-11-29,福岡,2,２連複,1-3,340
2024-11-29,福岡,2,拡連複,1-3,130
2024-11-29,福岡,2,３連単,1-3-2,880
2024-11-29,福岡,2,３連複,1-2-3,300
2024-11-29,福岡,3,単勝,3,260
2024-11-29,福岡,3,複勝,3,100
2024-11-29,福岡,3,複勝,4,330
2024-11-29,福岡,3,２連単,3-4,1160
2024-11-29,福岡,3,２連複,3-4,1690
2024-11-29,福岡,3,拡連複,3-4,220
2024-11-29,福岡,3,３連単,3-4-2,6060
2024-11-29,福岡,3,３連複,2-3-4,2170
2024-11-29,福岡,4,単勝,1,370
2024-11-29,福岡,4,複勝,1,190
2024-11-29,福岡,4,複勝,2,330
2024-11-29,福岡,4,２連単,1-2,1150
2024-11-29,福岡,4,２連複,1-2,490
2024-11-29,福岡,4,拡連複,1-2,250
2024-11-29,福岡,4,３連単,1-2-6,1790
2024-11-29,福岡,4,３連複,1-2-6,270
2024-11-29,福岡,5,単勝,1,310
2024-11-29,福岡,5,複勝,1,240
2024-11-29,福岡,5,複勝,4,350
2024-11-29,福岡,5,２連単,1-4,2240
2024-11-29,福岡,5,２連複,1-4,1240
2024-11-29,福岡,5,拡連複,1-4,370
2024-11-29,福岡,5,３連単,1-4-3,4940
2024-11-29,福岡,5,３連複,1-3-4,510
2024-11-29,福岡,6,単勝,1,180
2024-11-29,福岡,6,複勝,1,110
2024-11-29,福岡,6,複勝,2,100
2024-11-29,福岡,6,２連単,1-2,390
2024-11-29,福岡,6,２連複,1-2,240
2024-11-29,福岡,6,拡連複,1-2,170
2024-11-29,福岡,6,３連単,1-2-5,1960
2024-11-29,福岡,6,３連複,1-2-5,700
2024-11-29,福岡,7,単勝,1,210
2024-11-29,福岡,7,複勝,1,100
2024-11-29,福岡,7,複勝,3,270
2024-11-29,福岡,7,２連単,1-3,410
2024-11-29,福岡,7,２連複,1-3,260
2024-11-29,福岡,7,拡連複,1-3,110
2024-11-29,福岡,7,３連単,1-3-2,930
2024-11-29,福岡,7,３連複,1-2-3,200
2024-11-29,福岡,8,単勝,4,150
2024-11-29,福岡,8,複勝,4,240
2024-11-29,福岡,8,複勝,1,170
2024-11-29,福岡,8,２連単,4-1,520
2024-11-29,福岡,8,２連複,1-4,310
2024-11-29,福岡,8,拡連複,1-4,150
2024-11-29,福岡,8,３連単,4-1-2,1620
2024-11-29,福岡,8,３連複,1-2-4,310
2024-11-29,福岡,9,単勝,1,160
2024-11-29,福岡,9,複勝,1,100
2024-11-29,福岡,9,複勝,3,150
2024-11-29,福岡,9,２連単,1-3,490
2024-11-29,福岡,9,２連複,1-3,300
2024-11-29,福岡,9,拡連複,1-3,190
2024-11-29,福岡,9,３連単,1-3-5,1210
2024-11-29,福岡,9,３連複,1-3-5,830
2024-11-29,福岡,10,単勝,6,1180
2024-11-29,福岡,10,複勝,6,220
2024-11-29,福岡,10,複勝,4,180
2024-11-29,福岡,10,２連単,6-4,2050
2024-11-29,福岡,10,２連複,4-6,1280
2024-11-29,福岡,10,拡連複,4-6,100
2024-11-29,福岡,10,３連単,6-4-1,6340
2024-11-29,福岡,10,３連複,1-4-6,310
2024-11-29,福岡,11,単勝,1,100
2024-11-29,福岡,11,複勝,1,100
2024-11-29,福岡,11,複勝,5,110
2024-11-29,福岡,11,２連単,1-5,570
2024-11-29,福岡,11,２連複,1-5,660
2024-11-29,福岡,11,拡連複,1-5,140
2024-11-29,福岡,11,３連単,1-5-3,1870
2024-11-29,福岡,11,３連複,1-3-5,550
2024-11-29,福岡,12,単勝,1,120
2024-11-29,福岡,12,複勝,1,110
2024-11-29,福岡,12,複勝,2,110
2024-11-29,福岡,12,２連単,1-2,250
2024-11-29,福岡,12,２連複,1-2,190
2024-11-29,福岡,12,拡連複,1-2,110
2024-11-29,福岡,12,３連単,1-2-5,1790
2024-11-29,福岡,12,３連複,1-2-5,1050
2024-11-29,下関,1,単勝,2,680
2024-11-29,下関,1,複勝,2,190
2024-11-29,下関,1,複勝,1,140
2024-11-29,下関,1,２連単,2-1,1460
2024-11-29,下関,1,２連複,1-2,980
2024-11-29,下関,1,拡連複,1-2,230
2024-11-29,下関,1,３連単,2-1-3,3580
2024-11-29,下関,1,３連複,1-2-3,540
2024-11-29,下関,2,単勝,1,170
2024-11-29,下関,2,複勝,1,330
2024-11-29,下関,2,複勝,2,1200
2024-11-29,下関,2,２連単,1-2,1180
2024-11-29,下関,2,２連複,1-2,270
2024-11-29,下関,2,拡連複,1-2,300
2024-11-29,下関,2,３連単,1-2-3,3110
2024-11-29,下関,2,３連複,1-2-3,1160
2024-11-29,下関,3,単勝,2,800
2024-11-29,下関,3,複勝,2,250
2024-11-29,下関,3,複勝,1,110
2024-11-29,下関,3,２連単,2-1,540
2024-11-29,下関,3,２連複,1-2,370
2024-11-29,下関,3,拡連複,1-2,190
2024-11-29,下関,3,３連単,2-1-6,2180
2024-11-29,下関,3,３連複,1-2-6,400
2024-11-29,下関,4,単勝,1,120
2024-11-29,下関,4,複勝,1,100
2024-11-29,下関,4,複勝,3,150
2024-11-29,下関,4,２連単,1-3,330
2024-11-29,下関,4,２連複,1-3,210
2024-11-29,下関,4,拡連複,1-3,120
2024-11-29,下関,4,３連単,1-3-6,650
2024-11-29,下関,4,３連複,1-3-6,250
2024-11-29,下関,5,単勝,1,190
2024-11-29,下関,5,複勝,1,100
2024-11-29,下関,5,複勝,2,190
2024-11-29,下関,5,２連単,1-2,460
2024-11-29,下関,5,２連複,1-2,320
2024-11-29,下関,5,拡連複,1-2,160
2024-11-29,下関,5,３連単,1-2-6,1030
2024-11-29,下関,5,３連複,1-2-6,380
2024-11-29,下関,6,単勝,1,180
2024-11-29,下関,6,複勝,1,100
2024-11-29,下関,6,複勝,4,130
2024-11-29,下関,6,２連単,1-4,320
2024-11-29,下関,6,２連複,1-4,340
2024-11-29,下関,6,拡連複,1-4,110
2024-11-29,下関,6,３連単,1-4-3,770
2024-11-29,下関,6,３連複,1-3-4,230
2024-11-29,下関,7,単勝,1,180
2024-11-29,下関,7,複勝,1,100
2024-11-29,下関,7,複勝,3,310
2024-11-29,下関,7,２連単,1-3,700
2024-11-29,下関,7,２連複,1-3,500
2024-11-29,下関,7,拡連複,1-3,360
2024-11-29,下関,7,３連単,1-3-4,1740
2024-11-29,下関,7,３連複,1-3-4,850
2024-11-29,下関,8,単勝,1,120
2024-11-29,下関,8,複勝,1,130
2024-11-29,下関,8,複勝,3,840
2024-11-29,下関,8,２連単,1-3,830
2024-11-29,下関,8,２連複,1-3,650
2024-11-29,下関,8,拡連複,1-3,280
2024-11-29,下関,8,３連単,1-3-4,2040
2024-11-29,下関,8,３連複,1-3-4,690
2024-11-29,下関,9,単勝,1,120
2024-11-29,下関,9,複勝,1,100
2024-11-29,下関,9,複勝,5,300
2024-11-29,下関,9,２連単,1-5,1190
2024-11-29,下関,9,２連複,1-5,1230
2024-11-29,下関,9,拡連複,1-5,330
2024-11-29,下関,9,３連単,1-5-4,4350
2024-11-29,下関,9,３連複,1-4-5,1470
2024-11-29,下関,10,単勝,2,1800
2024-11-29,下関,10,複勝,2,100
2024-11-29,下関,10,複勝,1,100
2024-11-29,下関,10,２連単,2-1,2470
2024-11-29,下関,10,２連複,1-2,370
2024-11-29,下関,10,拡連複,1-2,160
2024-11-29,下関,10,３連単,2-1-4,7910
2024-11-29,下関,10,３連複,1-2-4,420
2024-11-29,下関,11,単勝,1,140
2024-11-29,下関,11,複勝,1,110
2024-11-29,下関,11,複勝,2,280
2024-11-29,下関,11,２連単,1-2,250
2024-11-29,下関,11,２連複,1-2,240
2024-11-29,下関,11,拡連複,1-2,110
2024-11-29,下関,11,３連単,1-2-3,530
2024-11-29,下関,11,３連複,1-2-3,200
2024-11-29,下関,12,単勝,2,450
2024-11-29,下関,12,複勝,2,100
2024-11-29,下関,12,複勝,1,100
2024-11-29,下関,12,２連単,2-1,1350
2024-11-29,下関,12,２連複,1-2,260
2024-11-29,下関,12,拡連複,1-2,140
2024-11-29,下関,12,３連単,2-1-3,2680
2024-11-29,下関,12,３連複,1-2-3,310
2024-11-29,徳山,1,単勝,1,100
2024-11-29,徳山,1,複勝,1,120
2024-11-29,徳山,1,複勝,3,210
2024-11-29,徳山,1,２連単,1-3,360
2024-11-29,徳山,1,２連複,1-3,390
2024-11-29,徳山,1,拡連複,1-3,120
2024-11-29,徳山,1,３連単,1-3-4,1000
2024-11-29,徳山,1,３連複,1-3-4,500
2024-11-29,徳山,2,単勝,1,120
2024-11-29,徳山,2,複勝,1,120
2024-11-29,徳山,2,複勝,2,240
2024-11-29,徳山,2,２連単,1-2,410
2024-11-29,徳山,2,２連複,1-2,330
