日付,レース場,レース番号,舟券種,組合せ,払戻金
2022-08-14,唐津,1,単勝,1,110
2022-08-14,唐津,1,複勝,1,150
2022-08-14,唐津,1,複勝,3,240
2022-08-14,唐津,1,２連単,1-3,230
2022-08-14,唐津,1,２連複,1-3,180
2022-08-14,唐津,1,拡連複,1-3,150
2022-08-14,唐津,1,３連単,1-3-6,840
2022-08-14,唐津,1,３連複,1-3-6,460
2022-08-14,唐津,2,単勝,4,880
2022-08-14,唐津,2,複勝,4,760
2022-08-14,唐津,2,複勝,6,1960
2022-08-14,唐津,2,２連単,4-6,36760
2022-08-14,唐津,2,２連複,4-6,15860
2022-08-14,唐津,2,拡連複,4-6,5050
2022-08-14,唐津,2,３連単,4-6-5,166640
2022-08-14,唐津,2,３連複,4-5-6,18810
2022-08-14,唐津,3,単勝,1,200
2022-08-14,唐津,3,複勝,1,130
2022-08-14,唐津,3,複勝,2,110
2022-08-14,唐津,3,２連単,1-2,380
2022-08-14,唐津,3,２連複,1-2,260
2022-08-14,唐津,3,拡連複,1-2,130
2022-08-14,唐津,3,３連単,1-2-3,550
2022-08-14,唐津,3,３連複,1-2-3,140
2022-08-14,唐津,4,単勝,3,100
2022-08-14,唐津,4,複勝,3,110
2022-08-14,唐津,4,複勝,1,100
2022-08-14,唐津,4,２連単,3-1,390
2022-08-14,唐津,4,２連複,1-3,150
2022-08-14,唐津,4,拡連複,1-3,140
2022-08-14,唐津,4,３連単,3-1-4,3300
2022-08-14,唐津,4,３連複,1-3-4,1420
2022-08-14,唐津,5,単勝,3,120
2022-08-14,唐津,5,複勝,3,130
2022-08-14,唐津,5,複勝,1,200
2022-08-14,唐津,5,２連単,3-1,290
2022-08-14,唐津,5,２連複,1-3,230
2022-08-14,唐津,5,拡連複,1-3,120
2022-08-14,唐津,5,３連単,3-1-4,840
2022-08-14,唐津,5,３連複,1-3-4,400
2022-08-14,唐津,6,単勝,2,660
2022-08-14,唐津,6,複勝,2,170
2022-08-14,唐津,6,複勝,5,350
