日付,レース場,レース番号,舟券種,組合せ,払戻金
2024-08-08,大村,1,単勝,1,350
2024-08-08,大村,1,複勝,1,190
2024-08-08,大村,1,複勝,3,230
2024-08-08,大村,1,２連単,1-3,880
2024-08-08,大村,1,２連複,1-3,540
2024-08-08,大村,1,拡連複,1-3,150
2024-08-08,大村,1,３連単,1-3-5,1690
2024-08-08,大村,1,３連複,1-3-5,490
2024-08-08,大村,2,単勝,1,100
2024-08-08,大村,2,複勝,1,100
2024-08-08,大村,2,複勝,3,130
2024-08-08,大村,2,２連単,1-3,310
2024-08-08,大村,2,２連複,1-3,340
2024-08-08,大村,2,拡連複,1-3,160
2024-08-08,大村,2,３連単,1-3-4,960
2024-08-08,大村,2,３連複,1-3-4,570
2024-08-08,大村,3,単勝,1,360
2024-08-08,大村,3,複勝,1,160
2024-08-08,大村,3,複勝,3,300
2024-08-08,大村,3,２連単,1-3,660
2024-08-08,大村,3,２連複,1-3,490
2024-08-08,大村,3,拡連複,1-3,380
2024-08-08,大村,3,３連単,1-3-4,1500
2024-08-08,大村,3,３連複,1-3-4,570
2024-08-08,大村,4,単勝,1,150
2024-08-08,大村,4,複勝,1,100
2024-08-08,大村,4,複勝,4,130
2024-08-08,大村,4,２連単,1-4,540
2024-08-08,大村,4,２連複,1-4,390
2024-08-08,大村,4,拡連複,1-4,190
2024-08-08,大村,4,３連単,1-4-3,1310
2024-08-08,大村,4,３連複,1-3-4,340
2024-08-08,大村,5,単勝,1,210
2024-08-08,大村,5,複勝,1,130
2024-08-08,大村,5,複勝,4,190
2024-08-08,大村,5,２連単,1-4,470
2024-08-08,大村,5,２連複,1-4,600
2024-08-08,大村,5,拡連複,1-4,180
2024-08-08,大村,5,３連単,1-4-2,2020
2024-08-08,大村,5,３連複,1-2-4,640
2024-08-08,大村,6,単勝,2,150
2024-08-08,大村,6,複勝,2,140
2024-08-08,大村,6,複勝,1,120
2024-08-08,大村,6,２連単,2-1,580
2024-08-08,大村,6,２連複,1-2,390
2024-08-08,大村,6,拡連複,1-2,200
2024-08-08,大村,6,３連単,2-1-4,3640
2024-08-08,大村,6,３連複,1-2-4,690
2024-08-08,大村,7,単勝,3,250
2024-08-08,大村,7,複勝,3,130
2024-08-08,大村,7,複勝,1,120
2024-08-08,大村,7,２連単,3-1,820
2024-08-08,大村,7,２連複,1-3,220
2024-08-08,大村,7,拡連複,1-3,170
2024-08-08,大村,7,３連単,3-1-2,2600
2024-08-08,大村,7,３連複,1-2-3,320
2024-08-08,大村,8,単勝,2,220
2024-08-08,大村,8,複勝,2,100
2024-08-08,大村,8,複勝,6,490
2024-08-08,大村,8,２連単,2-6,4080
2024-08-08,大村,8,２連複,2-6,1860
2024-08-08,大村,8,拡連複,2-6,130
2024-08-08,大村,8,３連単,2-6-3,24500
2024-08-08,大村,8,３連複,2-3-6,5340
2024-08-08,大村,9,単勝,1,130
2024-08-08,大村,9,複勝,1,100
2024-08-08,大村,9,複勝,4,150
2024-08-08,大村,9,２連単,1-4,270
2024-08-08,大村,9,２連複,1-4,210
2024-08-08,大村,9,拡連複,1-4,110
2024-08-08,大村,9,３連単,1-4-2,540
2024-08-08,大村,9,３連複,1-2-4,260
2024-08-08,大村,10,単勝,1,100
2024-08-08,大村,10,複勝,1,100
2024-08-08,大村,10,複勝,4,150
2024-08-08,大村,10,２連単,1-4,280
2024-08-08,大村,10,２連複,1-4,370
2024-08-08,大村,10,拡連複,1-4,160
2024-08-08,大村,10,３連単,1-4-6,2110
2024-08-08,大村,10,３連複,1-4-6,1270
2024-08-08,大村,11,単勝,1,170
2024-08-08,大村,11,複勝,1,140
2024-08-08,大村,11,複勝,2,590
2024-08-08,大村,11,２連単,1-2,380
