日付,レース場,レース番号,舟券種,組合せ,払戻金
2023-03-28,大村,1,単勝,1,110
2023-03-28,大村,1,複勝,1,100
2023-03-28,大村,1,複勝,2,120
2023-03-28,大村,1,２連単,1-2,300
2023-03-28,大村,1,２連複,1-2,360
2023-03-28,大村,1,拡連複,1-2,140
2023-03-28,大村,1,３連単,1-2-4,1170
2023-03-28,大村,1,３連複,1-2-4,550
2023-03-28,大村,2,単勝,1,160
2023-03-28,大村,2,複勝,1,120
2023-03-28,大村,2,複勝,5,400
2023-03-28,大村,2,２連単,1-5,1170
2023-03-28,大村,2,２連複,1-5,1060
2023-03-28,大村,2,拡連複,1-5,460
2023-03-28,大村,2,３連単,1-5-4,7970
2023-03-28,大村,2,３連複,1-4-5,2550
2023-03-28,大村,3,単勝,2,280
2023-03-28,大村,3,複勝,2,260
2023-03-28,大村,3,複勝,3,370
2023-03-28,大村,3,２連単,2-3,2270
2023-03-28,大村,3,２連複,2-3,1130
2023-03-28,大村,3,拡連複,2-3,340
2023-03-28,大村,3,３連単,2-3-5,19050
2023-03-28,大村,3,３連複,2-3-5,6100
2023-03-28,大村,4,単勝,1,110
2023-03-28,大村,4,複勝,1,100
2023-03-28,大村,4,複勝,2,170
2023-03-28,大村,4,２連単,1-2,430
2023-03-28,大村,4,２連複,1-2,280
2023-03-28,大村,4,拡連複,1-2,150
2023-03-28,大村,4,３連単,1-2-4,750
2023-03-28,大村,4,３連複,1-2-4,240
2023-03-28,大村,5,単勝,2,540
2023-03-28,大村,5,複勝,2,200
2023-03-28,大村,5,複勝,3,100
2023-03-28,大村,5,２連単,2-3,1390
2023-03-28,大村,5,２連複,2-3,760
2023-03-28,大村,5,拡連複,2-3,250
2023-03-28,大村,5,３連単,2-3-4,9740
2023-03-28,大村,5,３連複,2-3-4,2380
2023-03-28,大村,6,単勝,1,140
2023-03-28,大村,6,複勝,1,120
2023-03-28,大村,6,複勝,2,310
2023-03-28,大村,6,２連単,1-2,530
2023-03-28,大村,6,２連複,1-2,550
2023-03-28,大村,6,拡連複,1-2,140
2023-03-28,大村,6,３連単,1-2-3,1380
2023-03-28,大村,6,３連複,1-2-3,340
2023-03-28,大村,7,単勝,1,100
2023-03-28,大村,7,複勝,1,100
