日付,レース場,レース番号,舟券種,組合せ,払戻金
2023-12-03,大村,1,単勝,4,550
2023-12-03,大村,1,複勝,4,260
2023-12-03,大村,1,複勝,5,1230
2023-12-03,大村,1,２連単,4-5,3060
2023-12-03,大村,1,２連複,4-5,1810
2023-12-03,大村,1,拡連複,4-5,530
2023-12-03,大村,1,３連単,4-5-1,6360
2023-12-03,大村,1,３連複,1-4-5,1010
2023-12-03,大村,2,単勝,1,120
2023-12-03,大村,2,複勝,1,130
2023-12-03,大村,2,複勝,4,420
2023-12-03,大村,2,２連単,1-4,960
2023-12-03,大村,2,２連複,1-4,900
2023-12-03,大村,2,拡連複,1-4,290
2023-12-03,大村,2,３連単,1-4-3,3700
2023-12-03,大村,2,３連複,1-3-4,650
2023-12-03,大村,3,単勝,1,140
2023-12-03,大村,3,複勝,1,130
2023-12-03,大村,3,複勝,2,270
2023-12-03,大村,3,２連単,1-2,350
2023-12-03,大村,3,２連複,1-2,340
2023-12-03,大村,3,拡連複,1-2,240
2023-12-03,大村,3,３連単,1-2-6,1280
2023-12-03,大村,3,３連複,1-2-6,730
2023-12-03,大村,4,単勝,1,120
2023-12-03,大村,4,複勝,1,100
2023-12-03,大村,4,複勝,2,100
2023-12-03,大村,4,２連単,1-2,250
2023-12-03,大村,4,２連複,1-2,230
2023-12-03,大村,4,拡連複,1-2,170
2023-12-03,大村,4,３連単,1-2-3,750
2023-12-03,大村,4,３連複,1-2-3,460
2023-12-03,大村,5,単勝,1,120
2023-12-03,大村,5,複勝,1,100
2023-12-03,大村,5,複勝,2,160
2023-12-03,大村,5,２連単,1-2,440
2023-12-03,大村,5,２連複,1-2,300
2023-12-03,大村,5,拡連複,1-2,200
2023-12-03,大村,5,３連単,1-2-4,1170
2023-12-03,大村,5,３連複,1-2-4,520
2023-12-03,大村,6,単勝,1,100
2023-12-03,大村,6,複勝,1,110
2023-12-03,大村,6,複勝,5,1210
2023-12-03,大村,6,２連単,1-5,2920
2023-12-03,大村,6,２連複,1-5,2410
2023-12-03,大村,6,拡連複,1-5,890
2023-12-03,大村,6,３連単,1-5-4,6760
2023-12-03,大村,6,３連複,1-4-5,1500
2023-12-03,大村,7,単勝,1,150
2023-12-03,大村,7,複勝,1,100
2023-12-03,大村,7,複勝,2,180
2023-12-03,大村,7,２連単,1-2,290
2023-12-03,大村,7,２連複,1-2,280
2023-12-03,大村,7,拡連複,1-2,140
2023-12-03,大村,7,３連単,1-2-4,690
2023-12-03,大村,7,３連複,1-2-4,260
2023-12-03,大村,8,単勝,1,100
2023-12-03,大村,8,複勝,1,100
2023-12-03,大村,8,複勝,2,230
2023-12-03,大村,8,２連単,1-2,400
2023-12-03,大村,8,２連複,1-2,380
2023-12-03,大村,8,拡連複,1-2,160
2023-12-03,大村,8,３連単,1-2-4,730
2023-12-03,大村,8,３連複,1-2-4,290
2023-12-03,大村,9,単勝,1,100
2023-12-03,大村,9,複勝,1,100
2023-12-03,大村,9,複勝,3,140
2023-12-03,大村,9,２連単,1-3,240
2023-12-03,大村,9,２連複,1-3,220
2023-12-03,大村,9,拡連複,1-3,110
2023-12-03,大村,9,３連単,1-3-2,630
2023-12-03,大村,9,３連複,1-2-3,250
2023-12-03,大村,10,単勝,2,470
2023-12-03,大村,10,複勝,2,150
2023-12-03,大村,10,複勝,1,100
2023-12-03,大村,10,２連単,2-1,760
