日付,レース場,レース番号,舟券種,組合せ,払戻金
2022-04-24,唐津,1,単勝,1,100
2022-04-24,唐津,1,複勝,1,100
2022-04-24,唐津,1,複勝,2,130
2022-04-24,唐津,1,２連単,1-2,270
2022-04-24,唐津,1,２連複,1-2,300
2022-04-24,唐津,1,拡連複,1-2,150
2022-04-24,唐津,1,３連単,1-2-4,610
2022-04-24,唐津,1,３連複,1-2-4,360
2022-04-24,唐津,2,単勝,1,180
2022-04-24,唐津,2,複勝,1,100
2022-04-24,唐津,2,複勝,3,170
2022-04-24,唐津,2,２連単,1-3,410
2022-04-24,唐津,2,２連複,1-3,350
2022-04-24,唐津,2,拡連複,1-3,140
2022-04-24,唐津,2,３連単,1-3-4,1040
2022-04-24,唐津,2,３連複,1-3-4,650
2022-04-24,唐津,3,単勝,1,120
2022-04-24,唐津,3,複勝,1,100
2022-04-24,唐津,3,複勝,3,120
2022-04-24,唐津,3,２連単,1-3,180
2022-04-24,唐津,3,２連複,1-3,110
2022-04-24,唐津,3,拡連複,1-3,100
2022-04-24,唐津,3,３連単,1-3-4,560
2022-04-24,唐津,3,３連複,1-3-4,330
2022-04-24,唐津,4,単勝,4,2290
2022-04-24,唐津,4,複勝,4,450
2022-04-24,唐津,4,複勝,3,290
2022-04-24,唐津,4,２連単,4-3,9640
2022-04-24,唐津,4,２連複,3-4,1610
2022-04-24,唐津,4,拡連複,3-4,410
2022-04-24,唐津,4,３連単,4-3-2,26530
2022-04-24,唐津,4,３連複,2-3-4,860
2022-04-24,唐津,5,単勝,6,570
2022-04-24,唐津,5,複勝,6,270
2022-04-24,唐津,5,複勝,1,270
2022-04-24,唐津,5,２連単,6-1,3000
2022-04-24,唐津,5,２連複,1-6,1040
2022-04-24,唐津,5,拡連複,1-6,370
2022-04-24,唐津,5,３連単,6-1-4,17760
2022-04-24,唐津,5,３連複,1-4-6,1870
2022-04-24,唐津,6,単勝,1,250
2022-04-24,唐津,6,複勝,1,140
2022-04-24,唐津,6,複勝,6,810
2022-04-24,唐津,6,２連単,1-6,4450
2022-04-24,唐津,6,２連複,1-6,3330
2022-04-24,唐津,6,拡連複,1-6,560
2022-04-24,唐津,6,３連単,1-6-4,22170
2022-04-24,唐津,6,３連複,1-4-6,6130
2022-04-24,唐津,7,単勝,2,900
2022-04-24,唐津,7,複勝,2,220
2022-04-24,唐津,7,複勝,6,1310
2022-04-24,唐津,7,２連単,2-6,7630
2022-04-24,唐津,7,２連複,2-6,7790
2022-04-24,唐津,7,拡連複,2-6,660
2022-04-24,唐津,7,３連単,2-6-4,24790
2022-04-24,唐津,7,３連複,2-4-6,2430
2022-04-24,唐津,8,単勝,2,220
2022-04-24,唐津,8,複勝,2,120
2022-04-24,唐津,8,複勝,3,190
2022-04-24,唐津,8,２連単,2-3,1280
2022-04-24,唐津,8,２連複,2-3,770
2022-04-24,唐津,8,拡連複,2-3,270
2022-04-24,唐津,8,３連単,2-3-1,4250
2022-04-24,唐津,8,３連複,1-2-3,540
2022-04-24,唐津,9,単勝,6,130
2022-04-24,唐津,9,複勝,6,190
2022-04-24,唐津,9,複勝,1,340
2022-04-24,唐津,9,２連単,6-1,430
2022-04-24,唐津,9,２連複,1-6,330
2022-04-24,唐津,9,拡連複,1-6,190
2022-04-24,唐津,9,３連単,6-1-3,1280
2022-04-24,唐津,9,３連複,1-3-6,600
2022-04-24,唐津,10,単勝,5,500
2022-04-24,唐津,10,複勝,5,1050
2022-04-24,唐津,10,複勝,1,590
2022-04-24,唐津,10,２連単,5-1,1930
2022-04-24,唐津,10,２連複,1-5,560
2022-04-24,唐津,10,拡連複,1-5,200
2022-04-24,唐津,10,３連単,5-1-4,4280
2022-04-24,唐津,10,３連複,1-4-5,430
2022-04-24,唐津,11,単勝,1,160
2022-04-24,唐津,11,複勝,1,100
2022-04-24,唐津,11,複勝,2,100
2022-04-24,唐津,11,２連単,1-2,230
2022-04-24,唐津,11,２連複,1-2,180
2022-04-24,唐津,11,拡連複,1-2,110
