日付,レース場,レース番号,舟券種,組合せ,払戻金
2022-04-28,大村,1,単勝,2,520
2022-04-28,大村,1,複勝,2,160
2022-04-28,大村,1,複勝,1,110
2022-04-28,大村,1,２連単,2-1,1280
2022-04-28,大村,1,２連複,1-2,380
2022-04-28,大村,1,拡連複,1-2,170
2022-04-28,大村,1,３連単,2-1-4,7890
2022-04-28,大村,1,３連複,1-2-4,1430
2022-04-28,大村,2,単勝,1,130
2022-04-28,大村,2,複勝,1,100
2022-04-28,大村,2,複勝,4,160
2022-04-28,大村,2,２連単,1-4,1480
2022-04-28,大村,2,２連複,1-4,990
2022-04-28,大村,2,拡連複,1-4,240
2022-04-28,大村,2,３連単,1-4-5,3360
2022-04-28,大村,2,３連複,1-4-5,890
2022-04-28,大村,3,単勝,1,650
2022-04-28,大村,3,複勝,1,120
2022-04-28,大村,3,複勝,2,100
2022-04-28,大村,3,２連単,1-2,350
2022-04-28,大村,3,２連複,1-2,180
2022-04-28,大村,3,拡連複,1-2,160
2022-04-28,大村,3,３連単,1-2-3,510
2022-04-28,大村,3,３連複,1-2-3,170
2022-04-28,大村,4,単勝,1,130
2022-04-28,大村,4,複勝,1,100
2022-04-28,大村,4,複勝,2,100
2022-04-28,大村,4,２連単,1-2,300
2022-04-28,大村,4,２連複,1-2,130
2022-04-28,大村,4,拡連複,1-2,150
2022-04-28,大村,4,３連単,1-2-3,440
2022-04-28,大村,4,３連複,1-2-3,140
2022-04-28,大村,5,単勝,2,580
2022-04-28,大村,5,複勝,2,150
2022-04-28,大村,5,複勝,1,110
2022-04-28,大村,5,２連単,2-1,1040
2022-04-28,大村,5,２連複,1-2,270
2022-04-28,大村,5,拡連複,1-2,160
2022-04-28,大村,5,３連単,2-1-5,2050
2022-04-28,大村,5,３連複,1-2-5,160
2022-04-28,大村,6,単勝,1,150
2022-04-28,大村,6,複勝,1,290
2022-04-28,大村,6,複勝,5,740
2022-04-28,大村,6,２連単,1-5,5010
2022-04-28,大村,6,２連複,1-5,2990
2022-04-28,大村,6,拡連複,1-5,940
2022-04-28,大村,6,３連単,1-5-2,17450
2022-04-28,大村,6,３連複,1-2-5,2050
2022-04-28,大村,7,単勝,1,130
