日付,レース場,レース番号,舟券種,組合せ,払戻金
2024-08-17,福岡,1,単勝,1,110
2024-08-17,福岡,1,複勝,1,120
2024-08-17,福岡,1,複勝,2,120
2024-08-17,福岡,1,２連単,1-2,240
2024-08-17,福岡,1,２連複,1-2,200
2024-08-17,福岡,1,拡連複,1-2,160
2024-08-17,福岡,1,３連単,1-2-4,930
2024-08-17,福岡,1,３連複,1-2-4,370
2024-08-17,福岡,2,単勝,2,130
2024-08-17,福岡,2,複勝,2,100
2024-08-17,福岡,2,複勝,1,120
2024-08-17,福岡,2,２連単,2-1,430
2024-08-17,福岡,2,２連複,1-2,280
2024-08-17,福岡,2,拡連複,1-2,170
2024-08-17,福岡,2,３連単,2-1-5,1250
2024-08-17,福岡,2,３連複,1-2-5,470
2024-08-17,福岡,3,単勝,1,140
2024-08-17,福岡,3,複勝,1,100
2024-08-17,福岡,3,複勝,2,140
2024-08-17,福岡,3,２連単,1-2,640
2024-08-17,福岡,3,２連複,1-2,490
2024-08-17,福岡,3,拡連複,1-2,150
2024-08-17,福岡,3,３連単,1-2-4,2360
2024-08-17,福岡,3,３連複,1-2-4,840
2024-08-17,福岡,4,単勝,4,180
2024-08-17,福岡,4,複勝,4,150
2024-08-17,福岡,4,複勝,5,190
2024-08-17,福岡,4,２連単,4-5,490
2024-08-17,福岡,4,２連複,4-5,490
2024-08-17,福岡,4,拡連複,4-5,190
2024-08-17,福岡,4,３連単,4-5-3,2500
2024-08-17,福岡,4,３連複,3-4-5,920
2024-08-17,福岡,5,単勝,2,240
2024-08-17,福岡,5,複勝,2,180
2024-08-17,福岡,5,複勝,5,220
2024-08-17,福岡,5,２連単,2-5,1460
2024-08-17,福岡,5,２連複,2-5,1350
2024-08-17,福岡,5,拡連複,2-5,280
2024-08-17,福岡,5,３連単,2-5-1,6000
2024-08-17,福岡,5,３連複,1-2-5,550
2024-08-17,福岡,6,単勝,2,210
2024-08-17,福岡,6,複勝,2,100
2024-08-17,福岡,6,複勝,3,150
2024-08-17,福岡,6,２連単,2-3,540
2024-08-17,福岡,6,２連複,2-3,290
