日付,レース場,レース番号,舟券種,組合せ,払戻金
2023-01-05,大村,1,単勝,3,310
2023-01-05,大村,1,複勝,3,150
2023-01-05,大村,1,複勝,1,100
2023-01-05,大村,1,２連単,3-1,990
2023-01-05,大村,1,２連複,1-3,350
2023-01-05,大村,1,拡連複,1-3,150
2023-01-05,大村,1,３連単,3-1-5,3530
2023-01-05,大村,1,３連複,1-3-5,830
2023-01-05,大村,2,単勝,1,210
2023-01-05,大村,2,複勝,1,110
2023-01-05,大村,2,複勝,2,130
2023-01-05,大村,2,２連単,1-2,280
2023-01-05,大村,2,２連複,1-2,170
2023-01-05,大村,2,拡連複,1-2,130
2023-01-05,大村,2,３連単,1-2-4,480
2023-01-05,大村,2,３連複,1-2-4,180
2023-01-05,大村,3,単勝,2,730
2023-01-05,大村,3,複勝,2,120
2023-01-05,大村,3,複勝,1,150
2023-01-05,大村,3,２連単,2-1,1610
2023-01-05,大村,3,２連複,1-2,290
2023-01-05,大村,3,拡連複,1-2,300
2023-01-05,大村,3,３連単,2-1-3,2760
2023-01-05,大村,3,３連複,1-2-3,430
2023-01-05,大村,4,単勝,3,710
2023-01-05,大村,4,複勝,3,300
2023-01-05,大村,4,複勝,2,100
2023-01-05,大村,4,２連単,3-2,3620
2023-01-05,大村,4,２連複,2-3,810
2023-01-05,大村,4,拡連複,2-3,250
2023-01-05,大村,4,３連単,3-2-4,5520
2023-01-05,大村,4,３連複,2-3-4,590
2023-01-05,大村,5,単勝,4,570
2023-01-05,大村,5,複勝,4,170
2023-01-05,大村,5,複勝,3,200
2023-01-05,大村,5,２連単,4-3,2230
2023-01-05,大村,5,２連複,3-4,710
2023-01-05,大村,5,拡連複,3-4,160
2023-01-05,大村,5,３連単,4-3-1,4230
2023-01-05,大村,5,３連複,1-3-4,250
2023-01-05,大村,6,単勝,1,610
2023-01-05,大村,6,複勝,1,150
2023-01-05,大村,6,複勝,5,100
2023-01-05,大村,6,２連単,1-5,490
2023-01-05,大村,6,２連複,1-5,220
2023-01-05,大村,6,拡連複,1-5,100
2023-01-05,大村,6,３連単,1-5-2,1080
2023-01-05,大村,6,３連複,1-2-5,290
2023-01-05,大村,7,単勝,4,370
2023-01-05,大村,7,複勝,4,120
2023-01-05,大村,7,複勝,3,280
2023-01-05,大村,7,２連単,4-3,1850
2023-01-05,大村,7,２連複,3-4,600
2023-01-05,大村,7,拡連複,3-4,150
2023-01-05,大村,7,３連単,4-3-1,3370
2023-01-05,大村,7,３連複,1-3-4,180
2023-01-05,大村,8,単勝,1,130
2023-01-05,大村,8,複勝,1,100
2023-01-05,大村,8,複勝,2,190
2023-01-05,大村,8,２連単,1-2,330
2023-01-05,大村,8,２連複,1-2,330
2023-01-05,大村,8,拡連複,1-2,180
2023-01-05,大村,8,３連単,1-2-5,1130
2023-01-05,大村,8,３連複,1-2-5,770
2023-01-05,大村,9,単勝,1,110
2023-01-05,大村,9,複勝,1,110
2023-01-05,大村,9,複勝,5,170
2023-01-05,大村,9,２連単,1-5,320
2023-01-05,大村,9,２連複,1-5,220
2023-01-05,大村,9,拡連複,1-5,130
2023-01-05,大村,9,３連単,1-5-6,1350
2023-01-05,大村,9,３連複,1-5-6,590
2023-01-05,大村,10,単勝,1,100
2023-01-05,大村,10,複勝,1,100
2023-01-05,大村,10,複勝,2,100
2023-01-05,大村,10,２連単,1-2,230
2023-01-05,大村,10,２連複,1-2,140
2023-01-05,大村,10,拡連複,1-2,110
2023-01-05,大村,10,３連単,1-2-3,860
