日付,レース場,レース番号,舟券種,組合せ,払戻金
2024-03-18,大村,1,単勝,1,130
2024-03-18,大村,1,複勝,1,100
2024-03-18,大村,1,複勝,2,130
2024-03-18,大村,1,２連単,1-2,410
2024-03-18,大村,1,２連複,1-2,300
2024-03-18,大村,1,拡連複,1-2,170
2024-03-18,大村,1,３連単,1-2-4,920
2024-03-18,大村,1,３連複,1-2-4,510
2024-03-18,大村,2,単勝,4,500
2024-03-18,大村,2,複勝,4,230
2024-03-18,大村,2,複勝,3,190
2024-03-18,大村,2,２連単,4-3,2440
2024-03-18,大村,2,２連複,3-4,530
2024-03-18,大村,2,拡連複,3-4,320
2024-03-18,大村,2,３連単,4-3-2,8190
2024-03-18,大村,2,３連複,2-3-4,1260
2024-03-18,大村,3,単勝,1,160
2024-03-18,大村,3,複勝,1,130
2024-03-18,大村,3,複勝,3,310
2024-03-18,大村,3,２連単,1-3,330
2024-03-18,大村,3,２連複,1-3,460
2024-03-18,大村,3,拡連複,1-3,190
2024-03-18,大村,3,３連単,1-3-2,1080
2024-03-18,大村,3,３連複,1-2-3,470
2024-03-18,大村,4,単勝,1,360
2024-03-18,大村,4,複勝,1,270
2024-03-18,大村,4,複勝,2,350
2024-03-18,大村,4,２連単,1-2,1040
2024-03-18,大村,4,２連複,1-2,370
2024-03-18,大村,4,拡連複,1-2,230
2024-03-18,大村,4,３連単,1-2-4,6700
2024-03-18,大村,4,３連複,1-2-4,2020
2024-03-18,大村,5,単勝,1,320
2024-03-18,大村,5,複勝,1,110
2024-03-18,大村,5,複勝,3,100
2024-03-18,大村,5,２連単,1-3,300
2024-03-18,大村,5,２連複,1-3,210
2024-03-18,大村,5,拡連複,1-3,120
2024-03-18,大村,5,３連単,1-3-5,1510
2024-03-18,大村,5,３連複,1-3-5,530
2024-03-18,大村,6,単勝,1,150
2024-03-18,大村,6,複勝,1,100
2024-03-18,大村,6,複勝,2,100
2024-03-18,大村,6,２連単,1-2,270
2024-03-18,大村,6,２連複,1-2,260
2024-03-18,大村,6,拡連複,1-2,120
2024-03-18,大村,6,３連単,1-2-3,450
2024-03-18,大村,6,３連複,1-2-3,180
2024-03-18,大村,7,単勝,3,650
2024-03-18,大村,7,複勝,3,220
