日付,レース場,レース番号,舟券種,組合せ,払戻金
2022-09-09,唐津,1,単勝,1,120
2022-09-09,唐津,1,複勝,1,110
2022-09-09,唐津,1,複勝,2,380
2022-09-09,唐津,1,２連単,1-2,360
2022-09-09,唐津,1,２連複,1-2,340
2022-09-09,唐津,1,拡連複,1-2,180
2022-09-09,唐津,1,３連単,1-2-6,1470
2022-09-09,唐津,1,３連複,1-2-6,930
2022-09-09,唐津,2,単勝,2,230
2022-09-09,唐津,2,複勝,2,140
2022-09-09,唐津,2,複勝,1,110
2022-09-09,唐津,2,２連単,2-1,380
2022-09-09,唐津,2,２連複,1-2,150
2022-09-09,唐津,2,拡連複,1-2,140
2022-09-09,唐津,2,３連単,2-1-6,1660
2022-09-09,唐津,2,３連複,1-2-6,630
2022-09-09,唐津,3,単勝,3,200
2022-09-09,唐津,3,複勝,3,100
2022-09-09,唐津,3,複勝,1,100
2022-09-09,唐津,3,２連単,3-1,380
2022-09-09,唐津,3,２連複,1-3,150
2022-09-09,唐津,3,拡連複,1-3,120
2022-09-09,唐津,3,３連単,3-1-4,4030
2022-09-09,唐津,3,３連複,1-3-4,980
2022-09-09,唐津,4,単勝,1,180
2022-09-09,唐津,4,複勝,1,120
2022-09-09,唐津,4,複勝,5,400
2022-09-09,唐津,4,２連単,1-5,940
2022-09-09,唐津,4,２連複,1-5,690
2022-09-09,唐津,4,拡連複,1-5,240
2022-09-09,唐津,4,３連単,1-5-2,2620
2022-09-09,唐津,4,３連複,1-2-5,600
2022-09-09,唐津,5,単勝,1,300
2022-09-09,唐津,5,複勝,1,100
2022-09-09,唐津,5,複勝,2,100
2022-09-09,唐津,5,２連単,1-2,490
2022-09-09,唐津,5,２連複,1-2,230
2022-09-09,唐津,5,拡連複,1-2,150
2022-09-09,唐津,5,３連単,1-2-3,910
2022-09-09,唐津,5,３連複,1-2-3,210
2022-09-09,唐津,6,単勝,4,1100
2022-09-09,唐津,6,複勝,4,520
2022-09-09,唐津,6,複勝,2,110
2022-09-09,唐津,6,２連単,4-2,5290
2022-09-09,唐津,6,２連複,2-4,2180
2022-09-09,唐津,6,拡連複,2-4,290
2022-09-09,唐津,6,３連単,4-2-5,8580
2022-09-09,唐津,6,３連複,2-4-5,570
2022-09-09,唐津,7,単勝,1,220
