レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
唐津,1,朝１戦予選,1,4471,新田泰章,34,広島,52,A1,5.87,38.69,6.28,44.74,20,25.98,86,29.41
唐津,1,朝１戦予選,2,4271,川崎公靖,39,広島,53,B1,5.38,36.62,4.31,20.00,52,36.12,81,46.97
唐津,1,朝１戦予選,3,4697,國弘翔平,34,福岡,49,B1,4.03,19.00,3.08,10.81,47,32.29,63,30.16
唐津,1,朝１戦予選,4,4855,江頭賢太,25,長崎,54,B1,4.34,25.00,4.47,23.26,24,31.07,74,46.15
唐津,1,朝１戦予選,5,4122,安東幸治,39,福岡,56,B1,4.86,25.00,5.21,34.21,48,34.26,32,18.75
唐津,1,朝１戦予選,6,4996,中尾智博,28,佐賀,52,B1,2.28,0.00,2.18,2.97,42,25.96,69,17.39
唐津,2,モー２ング予,1,4564,山本景士,33,広島,53,A2,5.69,35.04,5.14,32.56,43,40.89,67,33.33
唐津,2,モー２ング予,2,4624,高田　明,36,佐賀,49,A1,6.32,47.22,6.89,55.65,59,22.39,80,25.37
唐津,2,モー２ング予,3,3025,山口哲治,59,長崎,50,B1,3.85,13.70,4.02,15.00,70,44.08,46,35.48
唐津,2,モー２ング予,4,4747,山戸信二,35,長崎,52,B1,3.50,16.00,4.06,16.67,30,32.57,79,29.23
唐津,2,モー２ング予,5,4253,西川真人,38,滋賀,57,B1,4.25,21.84,4.58,23.26,18,31.88,84,22.86
唐津,2,モー２ング予,6,3989,熊本英一,42,佐賀,59,B1,4.43,21.59,4.60,22.11,26,28.57,57,29.23
唐津,3,３ライズ戦予,1,4155,長野壮志,40,福岡,58,A2,5.73,36.55,5.26,40.48,38,33.49,45,31.25
唐津,3,３ライズ戦予,2,4919,吉田翔悟,30,長崎,52,B1,5.20,34.43,4.61,27.78,31,33.02,75,33.85
唐津,3,３ライズ戦予,3,4137,君島秀三,40,滋賀,54,A1,6.53,47.18,6.50,55.00,35,36.36,72,47.62
唐津,3,３ライズ戦予,4,4705,吉川勇作,32,長崎,55,B1,4.07,25.00,4.18,23.21,32,27.69,60,50.77
唐津,3,３ライズ戦予,5,4143,浦田晃嗣,39,佐賀,56,B1,5.47,32.69,4.66,23.23,21,38.18,34,25.40
唐津,3,３ライズ戦予,6,4691,水原　慎,38,徳島,51,B1,4.88,31.17,4.69,25.00,65,44.09,48,50.00
唐津,4,おは４戦予選,1,4448,青木玄太,34,滋賀,53,A1,6.58,48.57,6.23,38.46,46,37.95,42,27.69
唐津,4,おは４戦予選,2,4821,妻鳥晋也,29,香川,57,A2,5.89,43.64,5.71,41.18,51,39.55,40,32.31
唐津,4,おは４戦予選,3,4495,森晋太郎,34,福岡,53,B1,4.43,29.55,5.09,30.43,14,40.79,90,22.73
唐津,4,おは４戦予選,4,3841,佐々木和,45,徳島,55,A2,5.73,38.98,5.26,29.63,53,50.49,37,30.77
唐津,4,おは４戦予選,5,5177,松井貫太,25,福岡,51,B2,1.21,0.00,0.00,0.00,15,30.46,61,43.48
