レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
大村,1,予選,1,3527,中嶋誠一,53,長崎,53,B1,4.89,26.97,5.87,39.25,66,21.31,24,28.13
大村,1,予選,2,3580,水口由紀,51,滋賀,48,B1,4.63,24.18,5.11,22.22,71,40.00,72,31.15
大村,1,予選,3,4705,吉川勇作,36,長崎,54,B1,4.25,24.74,4.31,25.00,28,35.48,27,27.69
大村,1,予選,4,3730,塩崎優司,52,愛知,51,B1,4.17,21.14,4.69,31.25,76,35.48,33,30.65
大村,1,予選,5,3752,宇土泰就,53,福岡,53,B1,3.81,14.16,4.33,16.67,37,36.51,28,26.15
大村,1,予選,6,4440,萩原知哉,38,東京,55,B1,4.30,23.23,4.13,12.50,51,28.57,75,31.25
大村,2,予選,1,4663,籾山佳岳,42,愛知,54,B1,4.89,28.45,0.00,0.00,32,50.77,29,37.10
大村,2,予選,2,4351,里岡右貴,38,福岡,54,A1,6.80,53.57,7.08,57.69,31,21.67,30,24.24
大村,2,予選,3,4941,孫崎百世,35,滋賀,46,A2,4.89,30.97,5.08,26.92,49,23.81,68,34.78
大村,2,予選,4,4037,別府正幸,45,埼玉,49,B1,4.84,29.82,5.79,42.86,48,32.26,67,40.00
大村,2,予選,5,3568,木村光宏,53,香川,55,B1,5.24,33.04,5.10,35.00,26,35.48,49,41.07
大村,2,予選,6,4248,岡本　大,42,長崎,52,B1,4.20,19.67,4.82,31.72,38,24.14,63,27.42
大村,3,予選,1,3315,広瀬聖仁,58,愛知,52,B1,5.16,29.89,4.50,21.43,36,33.33,52,31.25
大村,3,予選,2,4718,北川太一,31,佐賀,52,A2,5.79,40.18,5.85,38.98,64,27.27,62,38.10
大村,3,予選,3,4598,加藤政彦,40,東京,53,A1,5.64,39.26,6.70,50.00,75,37.88,46,29.69
大村,3,予選,4,3470,新田芳美,54,徳島,47,B1,5.60,36.96,5.60,44.44,29,39.39,35,30.77
大村,3,予選,5,4272,大場広孝,42,福岡,57,B1,5.25,32.00,5.73,36.67,63,24.59,71,25.76
大村,3,予選,6,3458,東　健介,57,岡山,54,B1,4.70,26.26,3.24,5.88,14,15.25,58,39.66
大村,4,予選,1,4531,武富智亮,35,佐賀,53,A2,5.72,42.52,5.53,30.23,30,38.33,60,26.56
大村,4,予選,2,4005,瀬川公則,46,山口,55,B1,3.60,8.43,4.38,24.32,68,43.08,65,46.77
大村,4,予選,3,3790,佐口達也,52,群馬,53,B1,4.47,21.19,5.25,34.38,65,40.32,36,23.33
大村,4,予選,4,4653,小野達哉,38,大阪,53,A1,6.90,53.96,7.38,65.38,23,33.87,51,36.51
大村,4,予選,5,4410,井上大輔,38,岡山,52,A2,5.26,33.86,6.50,50.00,39,26.98,59,32.81
大村,4,予選,6,4435,服部達哉,38,愛知,57,B1,5.43,33.33,5.89,42.11,25,21.31,53,40.00
大村,5,予選,1,4226,村田浩司,42,山口,56,B1,3.58,9.09,3.92,22.22,11,42.19,19,30.30
大村,5,予選,2,4171,榎　幸司,42,長崎,52,A2,5.98,38.24,6.55,47.16,61,31.75,41,30.16
大村,5,予選,3,4440,萩原知哉,38,東京,55,B1,4.30,23.23,4.13,12.50,51,28.57,75,31.25
大村,5,予選,4,5277,井上未都,22,福岡,46,B1,3.14,9.28,1.83,0.00,62,46.97,74,33.85
大村,5,予選,5,4850,野中一平,29,愛知,53,A1,6.57,48.96,7.28,55.56,40,18.00,18,39.34
大村,5,予選,6,4600,井内将太,39,広島,52,A2,5.96,40.74,6.19,39.58,67,19.30,26,32.14
大村,6,予選,1,3434,松尾宣邦,55,福岡,54,B1,4.52,25.45,5.54,42.31,35,26.98,21,34.85
大村,6,予選,2,4292,麻生慎介,39,広島,50,A1,6.86,52.71,5.64,41.03,33,25.81,23,31.03
大村,6,予選,3,3527,中嶋誠一,53,長崎,53,B1,4.89,26.97,5.87,39.25,66,21.31,24,28.13
大村,6,予選,4,5002,上田健太,28,愛知,51,A2,5.70,39.85,5.55,27.27,27,49.25,22,40.91
大村,6,予選,5,4465,大西　賢,38,東京,53,B1,4.19,15.73,5.14,28.57,73,41.54,16,36.51
大村,6,予選,6,3983,須藤博倫,46,埼玉,52,A1,6.13,43.10,5.94,17.65,72,34.92,70,39.34
大村,7,予選,1,3752,宇土泰就,53,福岡,53,B1,3.81,14.16,4.33,16.67,37,36.51,28,26.15
大村,7,予選,2,4248,岡本　大,42,長崎,52,B1,4.20,19.67,4.82,31.72,38,24.14,63,27.42
大村,7,予選,3,4643,近江翔吾,31,香川,53,A1,6.53,43.43,7.42,53.85,15,20.00,40,33.33
大村,7,予選,4,4718,北川太一,31,佐賀,52,A2,5.79,40.18,5.85,38.98,64,27.27,62,38.10
大村,7,予選,5,4257,古川　健,40,広島,52,B1,4.86,25.53,4.78,29.73,54,32.79,12,24.62
大村,7,予選,6,5005,石田貴洋,28,埼玉,52,A2,5.57,37.59,6.31,46.15,74,19.05,45,46.30
大村,8,予選,1,4941,孫崎百世,35,滋賀,46,A2,4.89,30.97,5.08,26.92,49,23.81,68,34.78
大村,8,予選,2,5117,冨名腰桃,24,福岡,47,B2,3.82,23.53,4.18,29.41,70,43.94,17,32.26
大村,8,予選,3,5264,登みひ果,24,兵庫,45,B1,3.41,12.93,4.33,22.22,55,30.65,55,11.76
大村,8,予選,4,5003,来田衣織,28,兵庫,48,B1,4.01,21.84,4.22,11.11,43,40.00,69,28.57
大村,8,予選,5,3900,香川素子,47,滋賀,47,A1,5.72,35.09,7.27,54.55,17,34.33,61,37.50
大村,8,予選,6,3470,新田芳美,54,徳島,47,B1,5.60,36.96,5.60,44.44,29,39.39,35,30.77
大村,9,予選特賞,1,4539,金子賢志,33,群馬,54,A2,6.28,47.41,6.43,57.14,34,40.63,57,26.87
大村,9,予選特賞,2,3458,東　健介,57,岡山,54,B1,4.70,26.26,3.24,5.88,14,15.25,58,39.66
大村,9,予選特賞,3,4663,籾山佳岳,42,愛知,54,B1,4.89,28.45,0.00,0.00,32,50.77,29,37.10
大村,9,予選特賞,4,4302,西野翔太,41,広島,52,A1,5.91,42.42,6.92,55.56,19,21.31,38,31.82
大村,9,予選特賞,5,3580,水口由紀,51,滋賀,48,B1,4.63,24.18,5.11,22.22,71,40.00,72,31.15
大村,9,予選特賞,6,4259,真庭明志,40,長崎,53,A2,5.84,35.94,6.18,42.65,24,27.69,34,23.88
大村,9,予選特賞,1,4516,野口勝弘,37,愛知,50,A1,6.29,45.74,5.89,44.44,52,42.19,32,33.33
大村,9,予選特賞,2,4053,芦澤　望,46,東京,54,A2,5.90,43.18,6.26,47.37,20,30.65,14,34.92
大村,9,予選特賞,3,4272,大場広孝,42,福岡,57,B1,5.25,32.00,5.73,36.67,63,24.59,71,25.76
大村,9,予選特賞,4,4600,井内将太,39,広島,52,A2,5.96,40.74,6.19,39.58,67,19.30,26,32.14
大村,9,予選特賞,5,4538,笠置博之,34,大阪,54,A2,5.52,37.27,0.00,0.00,16,30.77,20,31.82
大村,9,予選特賞,6,4037,別府正幸,45,埼玉,49,B1,4.84,29.82,5.79,42.86,48,32.26,67,40.00
大村,9,予選特賞,1,4598,加藤政彦,40,東京,53,A1,5.64,39.26,6.70,50.00,75,37.88,46,29.69
大村,9,予選特賞,2,3568,木村光宏,53,香川,55,B1,5.24,33.04,5.10,35.00,26,35.48,49,41.07
大村,9,予選特賞,3,5002,上田健太,28,愛知,51,A2,5.70,39.85,5.55,27.27,27,49.25,22,40.91
大村,9,予選特賞,4,5005,石田貴洋,28,埼玉,52,A2,5.57,37.59,6.31,46.15,74,19.05,45,46.30
