レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
唐津,1,朝１戦一般,1,3499,市川哲也,55,広島,51,A1,5.59,37.62,6.24,50.00,59,26.04,63,35.38
唐津,1,朝１戦一般,2,5036,福田翔吾,25,大阪,52,B1,5.09,32.63,4.33,33.33,51,28.40,85,24.72
唐津,1,朝１戦一般,3,4587,木田峰由,33,福井,54,B1,5.45,36.13,5.28,41.03,57,30.53,82,28.73
唐津,1,朝１戦一般,4,4750,井上尚悟,36,大阪,53,B1,4.61,27.37,4.11,33.33,35,14.71,52,27.78
唐津,1,朝１戦一般,5,4247,齊藤　優,41,徳島,53,B1,4.89,26.67,5.54,37.14,66,38.20,55,24.86
唐津,1,朝１戦一般,6,5301,岩下巧斗,21,群馬,51,B1,2.19,2.90,0.00,0.00,56,30.59,42,35.83
唐津,2,モー２ング一,1,4822,百武　翔,31,佐賀,51,A2,4.94,23.44,5.08,27.50,21,32.43,37,34.74
唐津,2,モー２ング一,2,3849,中岡正彦,46,香川,52,A1,6.80,56.07,7.50,55.56,47,38.98,65,34.25
唐津,2,モー２ング一,3,5059,冨田　祥,27,香川,51,B2,2.68,16.00,2.81,16.13,16,39.24,62,24.28
唐津,2,モー２ング一,4,4097,貫地谷直,41,広島,55,B1,4.26,20.78,4.69,28.57,18,38.37,71,35.71
唐津,2,モー２ング一,5,3784,中島友和,47,佐賀,53,B1,4.90,34.04,5.63,41.46,58,25.00,67,33.84
唐津,2,モー２ング一,6,5236,小宮涼雅,24,岡山,55,B2,2.27,3.70,1.57,0.00,22,27.71,87,26.70
唐津,3,３ライズ戦一,1,3054,北川幸典,61,広島,57,A2,5.68,35.53,5.82,45.45,36,38.20,57,42.41
唐津,3,３ライズ戦一,2,4930,佐藤　悠,28,福井,53,B1,4.34,22.08,5.25,30.00,69,30.68,88,35.75
唐津,3,３ライズ戦一,3,4352,下條雄太,37,長崎,53,A2,7.08,55.70,6.57,54.55,50,35.05,83,35.35
唐津,3,３ライズ戦一,4,4458,抹香雄三,37,広島,54,B1,5.48,37.80,4.75,26.23,68,30.38,80,31.25
唐津,3,３ライズ戦一,5,5289,佃　來紀,23,大阪,53,B1,3.04,9.64,0.00,0.00,23,22.99,34,28.42
唐津,3,３ライズ戦一,6,5109,川崎智稔,24,岡山,50,B1,5.06,42.42,2.58,3.85,13,36.67,59,33.67
唐津,4,おは４戦一般,1,5154,村松栄太,27,広島,53,B1,3.89,22.78,1.98,2.27,65,29.33,33,47.15
唐津,4,おは４戦一般,2,4866,橋本英一,33,福岡,55,B1,4.33,23.26,4.84,20.93,37,27.59,86,28.42
唐津,4,おは４戦一般,3,3532,柴田　光,52,群馬,55,A2,5.73,45.00,0.00,0.00,46,33.75,75,33.33
唐津,4,おは４戦一般,4,4375,照屋厚仁,39,兵庫,52,A2,5.71,39.17,6.15,46.34,30,42.86,54,44.16
唐津,4,おは４戦一般,5,3892,草場康幸,47,佐賀,52,A2,5.19,30.00,5.60,35.00,14,28.75,76,41.84
唐津,4,おは４戦一般,6,5160,藤森陸斗,24,福岡,54,B1,4.18,20.48,2.64,4.00,27,54.17,84,37.22
唐津,5,一般,1,4981,牧山敦也,27,佐賀,52,B1,5.10,29.52,5.06,29.14,15,44.58,66,31.41
