レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
大村,1,一,1,4474,渡辺　崇,32,福岡,56,B2,4.96,26.42,4.03,12.82,54,28.10,57,37.59
大村,1,一,2,3025,山口哲治,58,長崎,51,B1,3.92,12.31,4.59,23.19,49,40.69,32,37.50
大村,1,一,3,4723,寺島吉彦,34,東京,48,B1,4.86,23.47,3.96,11.11,73,37.78,47,32.59
大村,1,一,4,4729,佐藤謙史,30,福岡,55,B1,4.22,20.45,5.25,12.50,50,35.62,52,30.60
大村,1,一,5,4603,谷川将太,32,長崎,52,B1,4.45,25.77,4.90,30.15,33,32.19,53,29.66
大村,1,一,6,5086,本村　大,20,長崎,53,B2,1.83,2.78,1.93,0.00,70,32.31,63,35.46
大村,2,一,1,4395,下河雅史,33,福岡,54,B1,4.53,26.92,3.78,0.00,66,38.10,64,28.93
大村,2,一,2,4518,大須賀友,32,愛知,53,B1,5.36,32.20,6.00,42.11,67,40.26,68,20.91
大村,2,一,3,3475,橋本久和,49,群馬,52,A1,6.58,51.52,6.44,55.56,45,30.18,51,29.50
大村,2,一,4,4069,山本修一,39,岡山,53,A2,5.79,39.67,6.91,54.55,26,37.33,37,31.16
大村,2,一,5,4129,宇野博之,39,愛知,56,B1,4.47,24.42,3.59,10.34,38,38.18,62,33.33
大村,2,一,6,3673,小林　享,47,群馬,56,B1,4.31,20.37,0.00,0.00,74,35.80,69,30.65
大村,3,一,1,4309,坂口明義,36,香川,51,B1,3.97,14.52,4.04,13.04,72,38.72,23,28.70
大村,3,一,2,3589,西村　勝,46,埼玉,55,A2,5.41,35.64,6.13,43.75,41,32.19,18,33.09
大村,3,一,3,4368,山口隆史,34,福岡,50,B1,5.14,28.83,5.42,33.33,28,39.66,58,35.07
大村,3,一,4,3362,間嶋仁志,50,三重,54,A2,6.11,41.79,7.81,67.74,22,28.92,24,28.81
大村,3,一,5,3905,天野友和,42,愛知,55,B1,5.10,28.70,5.29,34.15,30,27.52,35,32.20
