レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
福岡,1,一般,1,4205,山口　剛,38,広島,52,A1,7.33,48.36,0.00,0.00,43,21.18,156,32.14
福岡,1,一般,2,4297,山田哲也,38,東京,52,A1,7.21,60.83,9.17,83.33,70,25.42,136,40.68
福岡,1,一般,3,3562,山下和彦,51,広島,50,A1,6.11,44.14,5.40,29.79,69,25.71,157,43.10
福岡,1,一般,4,3554,仲口博崇,48,愛知,52,A1,6.22,42.05,7.26,55.88,48,31.58,170,41.27
福岡,1,一般,5,4413,水摩　敦,34,福岡,51,A1,6.45,43.75,6.06,38.78,27,36.11,105,32.20
福岡,1,一般,6,3903,白石　健,43,兵庫,52,A1,6.91,53.15,7.39,65.22,12,41.77,150,37.10
福岡,2,一般,1,4296,岡崎恭裕,33,福岡,50,A1,7.79,59.66,7.67,61.36,44,20.69,162,41.18
福岡,2,一般,2,4394,永嶋裕一,34,福岡,56,B1,5.03,30.77,5.13,26.56,17,30.77,166,28.79
福岡,2,一般,3,4261,岡　祐臣,36,三重,53,A1,6.42,44.54,4.00,23.53,33,32.88,124,31.48
福岡,2,一般,4,4362,土屋智則,35,群馬,52,A1,6.58,44.44,6.82,50.00,22,43.33,155,38.60
福岡,2,一般,5,4444,桐生順平,34,埼玉,52,A1,8.00,47.13,8.56,64.00,50,31.67,163,26.19
福岡,2,一般,6,4848,仲谷颯仁,26,福岡,51,A1,7.45,57.14,7.89,60.94,37,42.19,101,37.88
福岡,3,一般,1,4342,谷野錬志,36,静岡,53,A1,6.99,49.54,6.24,42.86,59,43.14,152,43.55
福岡,3,一般,2,4802,中田達也,27,福岡,52,A1,6.69,52.17,6.14,50.00,39,22.41,110,23.81
福岡,3,一般,3,4428,有賀達也,35,埼玉,53,A1,6.23,44.12,5.89,43.24,14,45.00,174,34.33
福岡,3,一般,4,4477,篠崎仁志,32,福岡,54,A1,8.29,60.00,8.23,66.67,55,30.77,111,26.92
福岡,3,一般,5,3874,山本寛久,44,岡山,52,A1,6.72,47.11,7.10,56.67,26,38.89,121,38.00
福岡,3,一般,6,4148,枝尾　賢,38,福岡,51,A1,7.01,51.18,7.21,61.39,66,42.03,145,25.00
福岡,4,一般,1,4133,高橋正男,40,兵庫,52,A1,6.16,45.16,6.70,47.83,23,45.45,123,35.48
福岡,4,一般,2,4083,福島勇樹,41,東京,53,A1,7.05,52.73,6.09,45.45,16,30.00,172,35.85
福岡,4,一般,3,4166,吉田拡郎,38,岡山,52,A1,7.07,47.83,7.50,60.00,42,44.59,167,40.63
福岡,4,一般,4,4030,森高一真,42,香川,50,A1,6.96,46.28,0.00,0.00,68,39.44,169,29.31
福岡,4,一般,5,4608,荒井翔伍,31,東京,53,A1,6.00,42.74,6.14,44.83,51,20.63,149,41.51
福岡,4,一般,6,4080,山崎哲司,41,愛知,51,A1,7.15,52.88,7.14,60.71,21,28.57,142,35.71
福岡,5,一般,1,4357,田中和也,36,大阪,51,A1,7.34,58.39,6.84,54.05,46,55.00,148,28.07
福岡,5,一般,2,4547,中田竜太,32,埼玉,51,A1,6.70,53.61,7.58,48.48,60,39.74,119,32.84
福岡,5,一般,3,4413,水摩　敦,34,福岡,51,A1,6.45,43.75,6.06,38.78,27,36.11,105,32.20
福岡,5,一般,4,4205,山口　剛,38,広島,52,A1,7.33,48.36,0.00,0.00,43,21.18,156,32.14
福岡,5,一般,5,4466,南　佑典,34,三重,51,A1,6.50,46.73,7.09,54.55,58,45.10,134,40.00
福岡,5,一般,6,4168,石野貴之,38,大阪,53,A1,6.17,39.58,6.76,44.44,54,33.85,143,35.09
福岡,6,一般,1,3554,仲口博崇,48,愛知,52,A1,6.22,42.05,7.26,55.88,48,31.58,170,41.27
福岡,6,一般,2,4848,仲谷颯仁,26,福岡,51,A1,7.45,57.14,7.89,60.94,37,42.19,101,37.88
福岡,6,一般,3,4362,土屋智則,35,群馬,52,A1,6.58,44.44,6.82,50.00,22,43.33,155,38.60
福岡,6,一般,4,3562,山下和彦,51,広島,50,A1,6.11,44.14,5.40,29.79,69,25.71,157,43.10
