レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
芦屋,1,予,1,4831,羽野直也,25,福岡,53,A1,6.86,52.52,6.81,48.30,3,28.44,52,17.65
芦屋,1,予,2,4278,藤岡俊介,36,兵庫,51,A1,6.70,46.88,6.63,31.25,11,38.81,46,38.89
芦屋,1,予,3,3719,辻　栄蔵,45,広島,52,A1,7.06,49.19,7.84,70.27,29,45.81,61,30.00
芦屋,1,予,4,3333,丸尾義孝,51,徳島,52,A1,6.33,45.19,6.55,50.94,16,36.88,38,16.67
芦屋,1,予,5,4193,郷原章平,38,福岡,52,A1,6.84,55.07,6.37,43.75,44,30.51,50,77.78
芦屋,1,予,6,4427,秦　英悟,34,大阪,52,A1,7.04,55.73,7.60,72.92,46,31.25,14,44.44
芦屋,2,予,1,4769,馬場　剛,27,東京,51,A1,6.06,39.66,6.60,40.00,49,31.34,67,30.00
芦屋,2,予,2,4504,前田将太,32,福岡,54,A1,7.07,53.28,7.64,65.66,35,45.74,45,66.67
芦屋,2,予,3,4757,山田祐也,30,徳島,52,A1,6.63,50.00,7.00,75.00,41,41.73,40,77.78
芦屋,2,予,4,3995,重野哲之,41,静岡,52,A1,6.82,49.59,6.06,44.44,32,25.68,18,46.15
芦屋,2,予,5,4932,新開　航,24,福岡,51,A1,6.51,47.56,5.49,35.21,40,30.60,19,33.33
芦屋,2,予,6,4168,石野貴之,37,大阪,53,A1,7.18,50.00,8.38,69.23,25,39.75,35,66.67
芦屋,3,予,1,4308,河村　了,36,愛知,50,A1,7.04,45.38,6.62,51.28,52,35.68,53,33.33
芦屋,3,予,2,3960,菊地孝平,41,静岡,54,A1,7.28,51.96,6.92,44.44,4,32.06,32,18.18
芦屋,3,予,3,3983,須藤博倫,42,埼玉,51,A1,6.94,48.06,6.63,50.00,42,38.52,25,60.00
芦屋,3,予,4,4364,池永　太,35,福岡,54,A1,7.04,49.64,7.42,61.36,31,30.93,57,88.89
芦屋,3,予,5,4713,白神　優,29,岡山,54,A1,6.72,49.65,6.49,51.95,43,33.77,58,18.18
芦屋,3,予,6,3622,山崎智也,46,群馬,53,A1,6.47,44.29,6.14,42.86,51,27.18,27,55.56
芦屋,4,予,1,4189,川上　剛,39,福岡,53,A1,6.45,42.65,6.99,55.77,57,31.94,51,60.00
芦屋,4,予,2,4482,守屋美穂,31,岡山,45,A1,6.71,48.78,7.96,67.86,28,36.97,70,54.55
芦屋,4,予,3,4719,上條暢嵩,26,大阪,51,A1,7.11,54.93,8.18,72.73,33,39.27,29,25.00
芦屋,4,予,4,4262,馬場貴也,36,滋賀,53,A1,6.81,41.67,8.53,58.82,45,31.00,56,33.33
芦屋,4,予,5,4083,福島勇樹,40,東京,51,A1,6.42,46.48,7.16,57.89,59,30.56,48,50.00
芦屋,4,予,6,3984,坂口　周,42,三重,51,A1,6.62,39.60,7.13,53.13,39,28.27,42,52.63
芦屋,5,予,1,4796,春園功太,28,三重,51,A1,6.40,45.19,5.90,40.00,10,39.74,59,18.18
芦屋,5,予,2,4384,鶴本崇文,34,大阪,52,A1,6.10,44.44,0.00,0.00,19,31.36,31,55.56
芦屋,5,予,3,4184,渡邊雄一,34,大阪,49,A1,6.48,51.92,8.00,77.27,54,34.76,28,66.67
芦屋,5,予,4,4831,羽野直也,25,福岡,53,A1,6.86,52.52,6.81,48.30,3,28.44,52,17.65
