レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
唐津,1,朝１戦予選,1,4607,鶴田勇雄,33,福岡,53,A2,5.30,31.03,5.13,29.63,59,33.59,88,32.63
唐津,1,朝１戦予選,2,3998,冨成謙児,43,佐賀,52,B1,5.19,30.39,5.15,24.46,26,33.05,73,28.43
唐津,1,朝１戦予選,3,3553,平池仁志,51,香川,54,B1,4.61,21.28,4.51,28.21,47,27.87,31,27.51
唐津,1,朝１戦予選,4,4404,岸蔭　亮,37,兵庫,53,B1,4.00,27.78,4.67,16.67,18,27.36,75,32.83
唐津,1,朝１戦予選,5,5240,高橋龍治,22,福岡,56,B2,1.20,0.00,1.17,0.00,16,41.58,80,28.65
唐津,1,朝１戦予選,6,4339,平瀬城啓,38,福井,52,B1,3.96,14.29,0.00,0.00,51,24.77,84,29.53
唐津,2,モー２ング予,1,4684,楠原翔太,32,福岡,55,A2,5.96,43.75,5.91,48.48,54,36.36,63,28.50
唐津,2,モー２ング予,2,3455,谷本幸司,51,愛知,50,A2,5.34,33.33,5.25,35.00,22,26.21,79,32.99
唐津,2,モー２ング予,3,3346,宮本裕之,56,兵庫,52,B1,4.22,18.52,4.14,21.43,70,38.39,57,32.65
唐津,2,モー２ング予,4,4056,小西英輝,44,福井,54,B1,4.58,29.07,0.00,0.00,15,38.39,58,38.92
唐津,2,モー２ング予,5,3361,岡部　浩,53,徳島,53,B1,4.19,19.44,4.33,17.95,24,25.00,34,37.88
唐津,2,モー２ング予,6,3212,亀本勇樹,60,広島,58,B1,4.97,29.87,5.10,40.00,20,33.64,35,35.03
唐津,3,３ライズ戦予,1,4533,峰重侑治,34,岡山,53,A2,5.34,32.39,4.36,18.87,30,33.04,43,33.00
唐津,3,３ライズ戦予,2,4252,松下哲也,39,福岡,52,B1,4.53,26.14,4.30,24.59,44,38.52,86,38.34
唐津,3,３ライズ戦予,3,4737,竹井貴史,31,福岡,53,A1,6.59,44.12,6.56,44.44,66,35.58,67,29.03
唐津,3,３ライズ戦予,4,4697,國弘翔平,36,福岡,49,B1,4.39,23.91,3.51,13.51,11,28.07,95,35.86
唐津,3,３ライズ戦予,5,5206,梅原祥平,25,岡山,53,B2,2.30,4.23,1.50,0.00,57,21.28,53,34.20
唐津,3,３ライズ戦予,6,4222,山口高志,41,佐賀,51,B1,4.45,27.27,4.81,30.21,13,28.42,87,32.83
唐津,4,おは４戦予選,1,3574,大神康司,50,福岡,52,A2,5.83,44.44,5.63,38.14,31,48.94,55,32.14
唐津,4,おは４戦予選,2,4094,中島真二,41,福岡,53,B1,4.42,25.00,4.15,12.12,65,33.63,90,34.01
唐津,4,おは４戦予選,3,3233,小畑実成,56,岡山,53,A2,5.32,30.00,4.42,20.83,35,28.45,82,37.89
唐津,4,おは４戦予選,4,3753,河上哲也,51,香川,56,B1,3.67,19.51,3.58,17.50,68,23.47,48,38.14
唐津,4,おは４戦予選,5,4330,奈須啓太,39,福岡,52,A1,6.76,55.26,6.96,58.00,32,29.82,32,32.66
唐津,4,おは４戦予選,6,5208,屋良龍紀,25,長崎,51,B1,2.04,2.99,2.00,0.00,61,33.33,33,30.26
唐津,5,予選特賞Ｂ,1,3514,山一鉄也,55,福岡,52,A2,5.96,44.55,6.55,52.27,34,22.12,65,32.66
唐津,5,予選特賞Ｂ,2,5124,上瀧絢也,26,佐賀,52,B1,2.91,14.10,1.98,6.12,46,38.74,40,38.07
唐津,5,予選特賞Ｂ,3,4957,竹之内極,27,福岡,55,B1,4.66,32.20,4.36,18.00,37,50.00,39,44.62
唐津,5,予選特賞Ｂ,4,4228,吉田慎二,39,愛知,55,A2,6.68,55.56,6.31,43.75,25,31.03,59,28.93
