レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
大村,1,予選,1,4408,仁科さや,36,長崎,48,B1,5.09,32.73,4.43,26.79,39,62.50,73,25.00
大村,1,予選,2,3704,本部めぐ,48,三重,47,B1,4.10,23.33,3.67,11.11,56,0.00,55,70.00
大村,1,予選,3,4088,野田祥子,41,長崎,48,B1,4.37,28.57,4.76,30.38,54,0.00,37,0.00
大村,1,予選,4,5069,山崎小葉,21,群馬,44,B1,4.22,20.79,3.41,11.76,63,85.71,32,14.29
大村,1,予選,5,5218,山田理央,22,香川,47,B2,1.59,0.00,0.83,0.00,70,16.67,77,16.67
大村,1,予選,6,4909,薮内瑞希,26,岡山,44,B1,4.46,19.05,4.61,22.58,61,25.00,80,16.67
大村,2,予選,1,4994,山本梨菜,24,佐賀,48,B1,3.17,12.86,4.27,13.33,57,0.00,76,16.67
大村,2,予選,2,4720,西澤日花,28,長崎,45,B1,4.93,29.63,4.60,24.53,64,37.50,29,33.33
大村,2,予選,3,4781,西舘果里,35,東京,53,B1,5.11,30.85,5.37,26.32,28,12.50,31,62.50
大村,2,予選,4,3579,中里優子,49,埼玉,46,A2,6.02,43.44,5.00,30.00,31,70.00,83,50.00
大村,2,予選,5,5188,武井莉里,21,兵庫,45,B1,2.53,5.13,1.63,0.00,50,88.89,43,33.33
大村,2,予選,6,3871,池田紫乃,46,長崎,44,A2,5.45,32.84,5.54,35.37,53,0.00,50,12.50
大村,3,予選,1,4974,安井瑞紀,29,岡山,48,B1,4.72,31.34,4.39,26.09,51,88.89,45,12.50
大村,3,予選,2,4963,實森美祐,25,広島,46,B1,5.42,33.63,5.36,36.21,46,0.00,81,14.29
大村,3,予選,3,4924,中北　涼,29,長崎,48,B1,4.60,22.34,4.07,21.74,52,12.50,40,22.22
大村,3,予選,4,4726,島田なぎ,35,埼玉,45,A2,5.06,30.77,6.32,42.11,65,28.57,47,0.00
大村,3,予選,5,5213,湯淺紀香,23,群馬,47,B2,1.50,1.56,0.00,0.00,60,71.43,28,50.00
大村,3,予選,6,4123,細川裕子,40,愛知,47,A1,6.82,52.05,7.00,66.67,66,28.57,39,62.50
大村,4,予選,1,4501,樋口由加,34,岡山,44,B2,5.34,35.71,0.00,0.00,67,0.00,48,42.86
大村,4,予選,2,4519,清水沙樹,35,東京,49,A2,5.92,40.77,5.82,45.45,69,57.14,49,22.22
