レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
唐津,1,朝１戦一般,1,4661,中島昂章,31,佐賀,52,A2,5.58,33.57,5.27,28.26,48,0.00,34,27.10
唐津,1,朝１戦一般,2,5150,坂本雄紀,28,群馬,52,B1,4.99,34.78,0.00,0.00,53,0.00,32,36.94
唐津,1,朝１戦一般,3,4406,幸野史明,38,福岡,50,B1,5.19,32.23,4.47,15.79,25,0.00,76,43.24
唐津,1,朝１戦一般,4,4520,高倉孝太,36,福井,50,B1,5.10,28.32,0.00,0.00,54,0.00,42,37.96
唐津,1,朝１戦一般,5,4078,渡辺史之,44,群馬,51,B1,3.62,15.74,3.38,25.00,35,0.00,88,40.86
唐津,1,朝１戦一般,6,5239,上野俊樹,23,福岡,49,B2,2.21,0.00,2.17,0.00,50,0.00,59,42.59
唐津,2,モー２ング一,1,3838,伊藤啓三,48,埼玉,53,A2,6.09,44.25,6.47,36.84,55,0.00,78,36.36
唐津,2,モー２ング一,2,4236,松村　敏,39,福岡,54,A1,7.08,54.61,6.93,55.56,49,0.00,50,31.86
唐津,2,モー２ング一,3,3912,川原正明,49,福井,51,B1,5.44,35.63,5.52,36.96,52,0.00,62,25.88
唐津,2,モー２ング一,4,3752,宇土泰就,52,福岡,53,B1,5.35,31.13,5.12,35.00,43,0.00,56,36.54
唐津,2,モー２ング一,5,5284,嘉手苅徹,24,福岡,53,B2,1.20,0.00,0.00,0.00,20,0.00,72,24.55
唐津,2,モー２ング一,6,5268,山本幸也,22,福岡,56,B2,1.51,0.00,1.33,0.00,23,0.00,51,31.78
唐津,3,３ライズ戦一,1,4230,濱崎直矢,40,埼玉,55,A1,6.69,50.54,5.89,44.44,32,0.00,64,45.37
唐津,3,３ライズ戦一,2,4119,泥谷一毅,42,大阪,56,B1,5.31,33.08,0.00,0.00,22,0.00,45,40.20
唐津,3,３ライズ戦一,3,3983,須藤博倫,45,埼玉,52,A2,6.01,41.41,7.57,57.14,13,0.00,85,21.98
唐津,3,３ライズ戦一,4,4039,村上功祐,44,大阪,57,B1,5.29,34.85,6.30,51.06,56,0.00,33,43.36
唐津,3,３ライズ戦一,5,4058,野末智一,44,静岡,52,B1,5.42,33.86,4.67,16.67,46,0.00,77,29.46
唐津,3,３ライズ戦一,6,5276,大島隆乃,21,福岡,52,B2,2.47,3.70,3.56,22.22,12,0.00,73,37.74
唐津,4,おは４戦一般,1,3294,野中義生,58,静岡,52,B1,4.10,22.58,5.60,40.00,29,0.00,55,20.21
唐津,4,おは４戦一般,2,4037,別府正幸,44,埼玉,52,B1,5.05,29.41,0.00,0.00,16,0.00,89,30.00
唐津,4,おは４戦一般,3,4713,白神　優,32,岡山,53,A2,6.65,45.45,0.00,0.00,24,0.00,39,34.86
唐津,4,おは４戦一般,4,4427,秦　英悟,37,大阪,52,A1,7.32,56.15,8.62,79.31,15,0.00,69,27.17
唐津,4,おは４戦一般,5,4042,丸岡正典,44,大阪,53,A1,6.89,54.23,7.53,55.56,17,0.00,87,20.00
唐津,4,おは４戦一般,6,5308,藤森拓海,19,福岡,54,B2,2.40,4.00,0.00,0.00,26,0.00,86,32.04
唐津,5,一般,1,5150,坂本雄紀,28,群馬,52,B1,4.99,34.78,0.00,0.00,53,0.00,32,36.94
唐津,5,一般,2,3909,佐々木康,50,静岡,56,A1,6.50,47.89,6.89,47.37,18,0.00,44,18.09
唐津,5,一般,3,3963,原田秀弥,44,大阪,55,B1,5.47,35.42,6.19,39.53,45,0.00,66,34.55
唐津,5,一般,4,4351,里岡右貴,37,福岡,56,A1,6.63,50.00,6.75,55.77,28,0.00,65,34.23
唐津,5,一般,5,4033,伊藤将吉,44,静岡,52,A1,6.34,47.59,4.95,31.58,44,0.00,81,42.86
唐津,5,一般,6,3740,大澤普司,49,群馬,56,A2,5.70,34.02,6.91,54.55,41,0.00,74,39.64
唐津,6,一般,1,4520,高倉孝太,36,福井,50,B1,5.10,28.32,0.00,0.00,54,0.00,61,35.65
唐津,6,一般,2,3752,宇土泰就,52,福岡,53,B1,5.35,31.13,5.12,35.00,43,0.00,56,36.54
唐津,6,一般,3,3876,中辻崇人,46,福岡,53,A1,7.10,57.85,7.39,63.16,47,0.00,47,26.85
唐津,6,一般,4,3422,服部幸男,52,静岡,56,A1,6.81,53.39,7.00,54.55,19,0.00,38,37.74
唐津,6,一般,5,4661,中島昂章,31,佐賀,52,A2,5.58,33.57,5.27,28.26,48,0.00,34,27.10
唐津,6,一般,6,5284,嘉手苅徹,24,福岡,53,B2,1.20,0.00,0.00,0.00,20,0.00,72,24.55
唐津,7,一般,1,4406,幸野史明,38,福岡,50,B1,5.19,32.23,4.47,15.79,25,0.00,76,43.24
唐津,7,一般,2,3804,中渡修作,49,福岡,53,B1,4.20,22.55,4.48,25.00,36,0.00,49,23.53
唐津,7,一般,3,3833,中辻博訓,48,福井,53,A2,6.31,47.01,7.25,67.86,30,0.00,71,34.58
唐津,7,一般,4,4370,山口達也,36,岡山,54,A1,6.36,48.24,7.53,66.67,14,0.00,82,24.21
