レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
大村,1,予選,1,4315,山崎昂介,36,長崎,53,B1,4.74,28.16,4.66,25.45,30,41.18,61,34.52
大村,1,予選,2,5048,眞鳥康太,26,長崎,54,B1,3.35,12.12,3.18,7.69,19,20.73,64,32.14
大村,1,予選,3,3883,山根大樹,47,広島,55,B1,3.67,12.90,2.50,0.00,52,29.47,56,30.85
大村,1,予選,4,3949,今出晋二,44,岡山,57,B1,4.19,21.28,5.12,23.08,64,27.96,24,26.32
大村,1,予選,5,4636,赤池修平,30,徳島,52,B1,4.06,24.00,0.00,0.00,60,35.96,25,45.26
大村,1,予選,6,3571,寺本武司,49,長崎,53,B1,4.05,20.99,4.67,29.27,33,29.55,12,28.89
大村,2,予選,1,3508,久富政弘,49,佐賀,52,B1,4.79,31.37,4.72,20.93,41,17.57,57,31.03
大村,2,予選,2,4515,藤田浩人,34,佐賀,53,A2,5.88,39.71,6.00,37.50,47,26.53,72,22.89
大村,2,予選,3,4692,酒井俊弘,36,福井,52,A2,5.61,37.08,6.55,54.55,28,20.29,28,34.48
大村,2,予選,4,4977,馬野　耀,26,大阪,54,B1,5.29,27.62,0.00,0.00,18,54.55,27,42.27
大村,2,予選,5,5145,島川海輝,17,山口,51,B2,1.91,4.55,0.00,0.00,37,39.33,70,41.67
大村,2,予選,6,3370,坪内　実,54,大阪,55,B1,3.90,18.99,2.00,0.00,40,25.00,23,28.74
大村,3,予選,1,3658,阪本聖秀,46,大阪,53,B1,3.67,20.41,3.56,16.67,38,36.90,39,39.18
大村,3,予選,2,3654,武田光史,47,福井,54,A1,6.52,44.76,6.43,42.86,39,29.55,55,17.20
大村,3,予選,3,3753,河上哲也,49,香川,54,B1,3.78,21.05,4.89,16.67,29,37.63,30,19.35
大村,3,予選,4,4710,福田宗平,30,大阪,51,A2,5.72,37.89,5.07,35.71,61,29.17,34,16.88
大村,3,予選,5,5083,柳瀬幹太,22,山口,54,B2,2.21,7.69,1.08,0.00,63,27.88,22,24.14
