レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
芦屋,1,予選,1,4932,新開　航,26,福岡,51,A2,7.63,65.31,6.83,52.85,41,44.44,47,37.50
芦屋,1,予選,2,4888,金児隆太,34,群馬,51,A1,5.80,39.19,0.00,0.00,17,55.56,12,38.78
芦屋,1,予選,3,4856,豊田健士,26,三重,53,A1,6.83,46.81,6.00,22.22,54,43.33,45,40.43
芦屋,1,予選,4,4543,重木輝彦,34,兵庫,50,A1,5.66,35.25,5.88,41.46,16,38.71,11,32.61
芦屋,1,予選,5,4362,土屋智則,37,群馬,52,A1,7.53,60.90,6.89,52.63,18,43.33,16,25.64
芦屋,1,予選,6,4587,木田峰由,31,福井,54,A2,5.53,37.67,6.81,54.05,57,45.00,50,33.33
芦屋,2,予選,1,4184,渡邊雄一,36,大阪,51,A2,6.69,49.61,6.25,50.00,4,50.00,43,32.61
芦屋,2,予選,2,4736,高倉和士,31,福岡,54,A1,6.77,50.00,6.62,49.50,14,27.59,30,42.31
芦屋,2,予選,3,4926,吉川貴仁,28,三重,52,A2,6.47,48.82,5.45,45.45,25,30.00,51,32.56
芦屋,2,予選,4,4931,木谷賢太,26,香川,53,A1,5.88,41.53,5.60,50.00,6,37.50,38,35.42
芦屋,2,予選,5,4042,丸岡正典,42,大阪,52,A1,7.11,50.72,6.80,50.00,51,26.67,66,26.53
芦屋,2,予選,6,4825,倉持莉々,28,東京,50,A1,6.73,49.14,4.67,0.00,48,36.67,70,25.53
芦屋,3,予選,1,4762,藤原啓史,32,岡山,50,A2,6.56,52.32,7.23,65.06,19,51.72,33,27.08
芦屋,3,予選,2,4528,黒井達矢,33,埼玉,52,A1,6.88,45.11,7.67,88.89,60,47.62,69,34.00
芦屋,3,予選,3,4561,藤山翔大,31,大阪,52,A1,6.46,51.25,6.33,44.44,46,38.10,14,25.00
