レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
大村,1,一般,1,3501,川上昇平,55,長崎,55,B1,4.13,20.39,5.47,34.51,31,0.00,34,0.00
大村,1,一般,2,4432,黄金井力,38,埼玉,56,B1,5.99,38.46,5.53,35.29,55,0.00,48,0.00
大村,1,一般,3,4179,広次　修,41,山口,52,B1,5.15,29.35,5.37,36.67,29,0.00,32,0.00
大村,1,一般,4,4164,岩永節也,42,長崎,53,B1,3.81,18.75,4.01,20.18,14,0.00,54,0.00
大村,1,一般,5,4270,岸本雄貴,42,三重,62,B1,4.09,19.10,3.94,23.53,40,0.00,55,0.00
大村,1,一般,6,5181,森　智哉,26,岡山,51,B1,4.91,29.63,2.34,5.71,15,0.00,40,0.00
大村,2,一般,1,4771,下寺秀和,31,広島,54,A2,6.55,48.86,5.23,45.45,41,0.00,57,0.00
大村,2,一般,2,5137,川原　涼,24,愛知,54,B1,4.37,23.46,0.00,0.00,57,0.00,21,0.00
大村,2,一般,3,4314,青木幸太,40,福岡,51,B1,5.26,35.96,6.20,50.00,34,0.00,11,0.00
大村,2,一般,4,4161,黒柳浩孝,42,愛知,55,A2,6.16,38.73,5.73,45.45,43,0.00,51,0.00
大村,2,一般,5,4465,大西　賢,37,東京,53,B1,3.78,11.59,0.00,0.00,23,0.00,38,0.00
大村,2,一般,6,5246,楠将太郎,22,埼玉,52,B1,2.87,7.69,2.08,0.00,32,0.00,46,0.00
大村,3,一般,1,4837,酒井陽祐,35,愛知,51,B1,4.53,22.06,0.00,0.00,19,0.00,25,0.00
大村,3,一般,2,4654,篠田優也,38,兵庫,53,A2,6.22,47.17,5.60,36.67,26,0.00,41,0.00
大村,3,一般,3,4737,竹井貴史,32,福岡,54,A1,6.95,58.46,5.67,11.11,21,0.00,15,0.00
大村,3,一般,4,4731,間野兼礼,35,愛知,53,B1,4.66,21.69,5.44,38.89,35,0.00,29,0.00
大村,3,一般,5,4638,小林遼太,33,福岡,55,B1,5.07,28.04,3.62,15.38,45,0.00,36,0.00
大村,3,一般,6,4174,赤坂俊輔,41,長崎,52,A1,6.68,47.59,6.95,53.70,53,0.00,22,0.00
大村,4,一般,1,4191,赤羽克也,42,埼玉,56,A1,6.30,47.32,6.56,53.13,48,0.00,37,0.00
大村,4,一般,2,4403,木下大將,39,福岡,53,A1,5.46,38.00,5.54,45.65,25,0.00,18,0.00
大村,4,一般,3,5172,田村　慶,23,徳島,52,B1,4.44,25.61,6.78,55.56,49,0.00,43,0.00
大村,4,一般,4,4496,内堀　学,37,東京,55,B1,5.44,34.44,5.90,37.93,16,0.00,45,0.00
大村,4,一般,5,4058,野末智一,45,静岡,52,A2,5.02,26.32,0.00,0.00,50,0.00,39,0.00
大村,4,一般,6,5178,成貞琳平,27,愛知,53,B1,3.03,9.89,3.90,10.00,54,0.00,16,0.00
大村,5,一般,1,4644,山田亮太,45,東京,52,A2,5.85,34.23,0.00,0.00,22,0.00,56,0.00
