レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
芦屋,1,サンライズＶ,1,4624,高田　明,39,佐賀,49,A2,6.21,47.97,6.37,50.00,13,40.00,15,28.75
芦屋,1,サンライズＶ,2,5208,屋良龍紀,26,長崎,51,B1,2.96,11.54,1.90,2.38,18,22.37,39,38.78
芦屋,1,サンライズＶ,3,5071,野見山拓,30,福岡,52,B2,3.78,19.44,3.38,9.38,25,40.82,36,28.21
芦屋,1,サンライズＶ,4,4394,永嶋裕一,38,福岡,54,B1,4.44,19.77,4.76,28.26,38,19.72,67,26.25
芦屋,1,サンライズＶ,5,4449,中嶋達也,37,兵庫,53,B1,4.19,19.23,3.89,21.05,35,39.56,63,26.97
芦屋,1,サンライズＶ,6,3793,高橋真吾,51,埼玉,58,B1,4.36,24.72,4.63,25.00,57,20.00,49,31.76
芦屋,2,サンライズＷ,1,3499,市川哲也,55,広島,52,A2,6.09,43.93,5.95,36.84,46,31.52,34,35.00
芦屋,2,サンライズＷ,2,4811,向井田佑,35,広島,49,B1,4.96,29.41,5.04,30.77,55,32.10,54,22.97
芦屋,2,サンライズＷ,3,5093,浦野　海,22,福岡,53,B1,5.07,32.79,5.17,33.33,5,43.53,42,31.71
芦屋,2,サンライズＷ,4,4734,安河内将,34,佐賀,52,A1,6.88,50.35,6.26,48.15,43,29.03,61,31.03
芦屋,2,サンライズＷ,5,4143,浦田晃嗣,43,佐賀,56,B1,3.98,19.44,3.81,25.00,11,34.07,57,36.26
芦屋,2,サンライズＷ,6,4881,檀　将太,28,福岡,50,B2,3.53,15.56,3.13,20.00,44,45.24,60,25.00
芦屋,3,サンライズＸ,1,3920,正木聖賢,49,広島,53,A1,5.71,41.33,6.67,54.55,41,42.86,53,37.35
芦屋,3,サンライズＸ,2,3211,北川敏弘,62,佐賀,55,B1,4.48,19.00,4.77,23.26,30,44.58,16,38.46
芦屋,3,サンライズＸ,3,4142,平野和明,43,愛知,53,A2,5.40,32.06,5.59,36.36,15,39.78,45,31.87
芦屋,3,サンライズＸ,4,4725,佐竹太一,37,兵庫,52,B1,5.03,36.36,6.40,50.00,2,27.06,38,38.71
芦屋,3,サンライズＸ,5,4311,岡村　仁,40,大阪,55,A1,7.10,56.25,0.00,0.00,49,37.63,19,39.02
芦屋,3,サンライズＸ,6,4027,松江秀徳,46,佐賀,55,B1,5.44,38.40,5.75,37.04,50,44.09,51,31.96
芦屋,4,サンライズＹ,1,4296,岡崎恭裕,37,福岡,52,A1,6.24,41.09,7.09,53.66,42,23.60,30,17.11
芦屋,4,サンライズＹ,2,5154,村松栄太,28,広島,53,B1,4.06,14.29,2.70,5.00,16,30.59,27,35.56
芦屋,4,サンライズＹ,3,4053,芦澤　望,46,東京,55,A2,5.69,38.27,4.30,20.00,53,12.12,25,38.71
芦屋,4,サンライズＹ,4,3951,石川吉鎬,48,大阪,55,A2,5.43,28.83,6.52,44.44,28,36.56,24,21.92
芦屋,4,サンライズＹ,5,5105,富田恕生,25,福岡,52,B1,5.21,34.96,4.89,29.71,39,33.71,62,27.78
芦屋,4,サンライズＹ,6,5343,小林礼央,21,広島,52,B2,1.31,0.00,0.00,0.00,20,32.97,14,30.49
芦屋,5,サンライズＺ,1,4535,北山康介,34,東京,54,A1,6.61,50.44,8.04,73.08,14,45.45,59,37.35
芦屋,5,サンライズＺ,2,5219,森口和紀,23,福岡,53,B1,4.41,27.16,1.88,0.00,40,28.57,20,36.56
芦屋,5,サンライズＺ,3,3828,明石正之,51,兵庫,52,A2,5.37,37.72,5.92,46.15,29,30.77,26,28.57
芦屋,5,サンライズＺ,4,5210,藤井公人,25,福岡,55,B1,4.89,29.13,3.62,20.59,52,26.76,29,35.48
芦屋,5,サンライズＺ,5,5177,松井貫太,28,福岡,50,B1,3.80,15.12,2.24,4.55,34,28.26,33,40.66
芦屋,5,サンライズＺ,6,3556,田中信一,51,大阪,54,A1,6.62,45.95,6.89,33.33,45,21.92,48,42.86
芦屋,6,予選,1,4180,上野秀和,41,福岡,58,B1,4.40,21.00,4.73,23.08,27,27.38,64,45.16
芦屋,6,予選,2,3809,吉田　光,49,佐賀,49,A2,5.03,32.35,5.17,33.33,59,35.29,52,51.14
芦屋,6,予選,3,4295,小坂尚哉,37,兵庫,54,A1,6.76,51.97,7.33,54.55,19,26.97,41,26.51
芦屋,6,予選,4,5208,屋良龍紀,26,長崎,51,B1,2.96,11.54,1.90,2.38,18,22.37,39,38.78
芦屋,6,予選,5,4532,秋元　哲,35,埼玉,50,A1,6.60,48.85,6.30,60.00,54,28.38,70,35.29
芦屋,6,予選,6,4052,興津　藍,43,徳島,50,A2,5.48,30.30,6.25,50.00,56,46.24,44,35.11
芦屋,7,予選,1,5093,浦野　海,22,福岡,53,B1,5.07,32.79,5.17,33.33,5,43.53,42,31.71
芦屋,7,予選,2,5011,高木圭大,27,長崎,53,B1,3.91,19.15,3.05,4.76,4,32.50,58,25.00
芦屋,7,予選,3,4467,渡邉俊介,37,愛知,51,B1,4.77,30.77,0.00,0.00,33,35.79,35,50.59
芦屋,7,予選,4,3211,北川敏弘,62,佐賀,55,B1,4.48,19.00,4.77,23.26,30,44.58,16,38.46
芦屋,7,予選,5,5071,野見山拓,30,福岡,52,B2,3.78,19.44,3.38,9.38,25,40.82,36,28.21
芦屋,7,予選,6,5276,大島隆乃,22,福岡,51,B1,3.87,14.44,2.23,5.80,37,32.56,13,40.00
芦屋,8,予選,1,3998,冨成謙児,45,佐賀,52,B1,4.52,26.09,4.60,20.00,58,25.00,47,35.79
芦屋,8,予選,2,3951,石川吉鎬,48,大阪,55,A2,5.43,28.83,6.52,44.44,28,36.56,24,21.92
芦屋,8,予選,3,3793,高橋真吾,51,埼玉,58,B1,4.36,24.72,4.63,25.00,57,20.00,49,31.76
芦屋,8,予選,4,3920,正木聖賢,49,広島,53,A1,5.71,41.33,6.67,54.55,41,42.86,53,37.35
芦屋,8,予選,5,4881,檀　将太,28,福岡,50,B2,3.53,15.56,3.13,20.00,44,45.24,60,25.00
芦屋,8,予選,6,4528,黒井達矢,36,埼玉,53,A1,6.99,53.40,4.89,22.22,3,26.74,50,24.42
芦屋,9,予選特賞,1,4109,谷津幸宏,44,埼玉,53,A2,5.83,43.33,6.11,44.44,51,34.38,68,34.38
芦屋,9,予選特賞,2,5210,藤井公人,25,福岡,55,B1,4.89,29.13,3.62,20.59,52,26.76,29,35.48
芦屋,9,予選特賞,3,4725,佐竹太一,37,兵庫,52,B1,5.03,36.36,6.40,50.00,2,27.06,38,38.71
