レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
大村,1,一般,1,4695,尾崎雄二,36,長崎,53,B1,4.73,22.22,4.55,23.42,49,40.82,56,50.00
大村,1,一般,2,3571,寺本武司,51,長崎,52,B1,4.30,21.35,4.16,21.30,19,32.50,55,39.47
大村,1,一般,3,4969,町田洸希,31,長崎,53,B1,4.46,22.58,4.48,24.84,34,34.88,62,32.00
大村,1,一般,4,4346,前田健太,37,福岡,55,B1,4.59,26.72,4.16,16.13,71,16.67,63,44.74
大村,1,一般,5,4789,古賀智之,33,福岡,52,B1,4.12,18.64,3.72,16.00,45,20.51,29,42.50
大村,1,一般,6,5223,森清友翔,21,福岡,55,B2,1.61,1.04,1.29,0.00,15,38.10,43,11.54
大村,2,一般,1,4251,川崎誠志,39,山口,51,B1,5.14,34.86,4.71,26.83,16,27.08,65,34.29
大村,2,一般,2,3036,吉本正昭,64,山口,57,B1,4.45,20.48,2.65,4.35,72,43.18,41,32.50
大村,2,一般,3,4121,富永修一,40,福岡,52,B1,5.91,43.59,5.66,36.84,47,46.88,26,40.54
大村,2,一般,4,5105,富田恕生,23,福岡,53,B1,4.09,19.78,3.19,18.75,60,34.88,77,25.64
大村,2,一般,5,4594,谷川祐一,40,滋賀,52,A2,6.03,40.74,5.63,40.00,31,40.43,40,39.02
大村,2,一般,6,5208,屋良龍紀,24,長崎,52,B2,2.07,5.56,1.91,2.86,32,34.21,21,43.90
大村,3,一般,1,4669,井上　茂,37,福岡,52,B1,4.30,20.00,4.48,23.91,73,25.64,27,20.69
大村,3,一般,2,3522,長溝一生,54,佐賀,53,A2,5.07,31.43,6.25,45.00,81,34.88,23,35.14
大村,3,一般,3,4474,渡辺　崇,35,福岡,56,B1,5.39,30.43,5.74,40.70,22,48.57,66,34.15
大村,3,一般,4,4164,岩永節也,40,長崎,51,B2,4.37,24.19,4.50,26.09,38,47.83,68,28.21
大村,3,一般,5,5206,梅原祥平,25,岡山,52,B2,1.85,3.25,0.00,0.00,54,18.18,59,23.68
大村,3,一般,6,3257,田頭　実,55,福岡,50,A1,6.60,51.06,7.75,66.67,52,31.82,74,23.68
大村,4,一般,1,4272,大場広孝,40,福岡,57,B1,4.83,25.53,4.49,20.00,25,40.00,33,18.92
大村,4,一般,2,4315,山崎昂介,38,長崎,52,B1,5.56,35.64,5.63,36.99,76,47.62,31,32.50
大村,4,一般,3,4563,齋藤真之,34,岡山,53,B1,3.93,15.79,2.78,0.00,40,17.95,25,26.47
大村,4,一般,4,4336,松田竜馬,38,福岡,53,A2,5.52,40.54,6.37,48.15,58,41.86,14,40.00
