レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
芦屋,1,予選,1,3961,谷村一哉,42,山口,55,A1,6.67,53.96,6.71,57.14,6,35.09,60,34.45
芦屋,1,予選,2,3108,松本真吾,57,徳島,51,B1,3.60,12.12,2.82,0.00,21,35.29,75,35.68
芦屋,1,予選,3,4588,田中京介,30,福岡,56,B1,5.54,38.21,4.63,23.88,17,38.46,57,41.46
芦屋,1,予選,4,3825,宮嵜隆太,47,福岡,59,B1,3.72,18.75,4.27,22.73,18,41.81,61,37.38
芦屋,1,予選,5,5146,野田彩加,17,山口,50,B2,1.66,2.13,0.00,0.00,65,40.36,51,33.82
芦屋,1,予選,6,3742,宮地秀祈,46,福岡,52,B1,5.51,31.65,5.00,22.22,54,37.14,67,28.65
芦屋,2,予選,1,3522,長溝一生,52,佐賀,54,A2,6.53,51.61,6.73,54.69,13,44.00,12,30.61
芦屋,2,予選,2,3964,宮地博士,42,長崎,55,B1,4.58,22.68,3.29,4.88,36,35.39,58,38.21
芦屋,2,予選,3,3953,志道吉和,44,福岡,52,B1,4.40,23.46,5.16,36.84,24,33.33,30,36.87
芦屋,2,予選,4,4295,小坂尚哉,34,兵庫,54,A1,6.67,51.26,7.41,65.52,51,34.03,56,35.12
芦屋,2,予選,5,4695,尾崎雄二,35,長崎,53,B1,4.81,27.50,4.47,23.53,14,29.65,46,35.24
芦屋,2,予選,6,5162,松尾怜実,21,福岡,48,B2,1.36,0.00,1.00,0.00,63,34.07,16,28.65
芦屋,3,予選,1,4112,大久保信,40,佐賀,53,A1,5.31,35.92,6.00,37.50,40,30.90,40,29.90
芦屋,3,予選,2,4300,加藤　綾,38,三重,49,B1,4.52,29.47,4.75,20.00,43,36.52,23,40.28
芦屋,3,予選,3,3257,田頭　実,53,福岡,50,A1,7.14,60.00,6.68,55.07,2,34.97,65,34.34
芦屋,3,予選,4,4705,吉川勇作,32,長崎,55,B1,3.70,15.91,3.72,17.39,16,32.04,29,33.81
