レース場,レース番号,レース種別,艇番,登録番号,選手名,年齢,支部,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター番号,モーター2連対率,ボート番号,ボート2連対率
大村,1,一般,1,3906,飯山晃三,43,長崎,60,B1,4.58,26.87,5.59,38.92,69,0.00,38,40.00
大村,1,一般,2,4299,中島浩哉,38,長崎,56,B1,5.03,25.68,4.70,28.00,71,0.00,66,0.00
大村,1,一般,3,3748,小黒竜吾,46,埼玉,57,B1,3.79,14.71,4.22,22.22,76,0.00,36,50.00
大村,1,一般,4,3523,寳田亮治,52,福岡,53,B1,4.96,34.12,5.02,41.46,23,22.22,56,12.50
大村,1,一般,5,4971,秦　直也,29,岡山,54,B1,3.54,18.00,2.22,0.00,73,0.00,40,25.00
大村,1,一般,6,4034,西原明生,42,香川,55,B1,4.54,24.69,3.72,20.93,33,55.56,62,0.00
大村,2,一般,1,3746,岡瀬正人,46,岡山,52,A2,5.87,38.81,5.64,35.94,19,50.00,71,0.00
大村,2,一般,2,3212,亀本勇樹,59,広島,58,B1,4.93,31.58,3.00,12.50,26,80.00,67,0.00
大村,2,一般,3,3411,池上隆行,51,広島,54,B1,4.23,18.57,3.47,8.82,63,0.00,44,0.00
大村,2,一般,4,4738,清埜翔子,29,埼玉,48,B1,5.13,31.48,4.38,23.81,30,45.45,31,25.00
大村,2,一般,5,4076,杉田篤光,42,静岡,52,A2,5.94,38.38,6.77,46.15,12,50.00,33,40.00
大村,2,一般,6,4731,間野兼礼,32,愛知,52,B1,4.80,21.62,6.00,30.00,31,0.00,69,0.00
大村,3,一般,1,4233,亀山雅幸,37,群馬,51,A2,6.00,43.59,3.63,25.00,56,0.00,63,0.00
大村,3,一般,2,3752,宇土泰就,50,福岡,51,B1,4.68,16.04,4.84,29.69,22,63.64,48,14.29
大村,3,一般,3,4695,尾崎雄二,35,長崎,53,B1,4.75,29.69,4.91,30.00,74,0.00,41,12.50
大村,3,一般,4,4308,河村　了,37,愛知,52,A1,6.73,47.75,6.32,24.00,34,20.00,54,12.50
